adaptation_rate,capacity,demand,exceeds_threshold,experiment_name,failure_rate,measurement_noise,risk_score,run_id,seed,threshold
0.355906,0.361809,0.452783,0,uncertainty_quantification_computational_workflows,0.21088,-0.010173,0.462598,590,2026,0.62
0.332018,0.402313,0.669915,0,uncertainty_quantification_computational_workflows,0.225786,-0.02778,0.52327,591,2026,0.62
0.354525,0.242629,0.698875,1,uncertainty_quantification_computational_workflows,0.295975,0.00136,0.627816,592,2026,0.62
0.269165,0.508287,0.439209,0,uncertainty_quantification_computational_workflows,0.242393,-0.017616,0.428711,593,2026,0.62
0.235939,0.490139,0.587668,0,uncertainty_quantification_computational_workflows,0.281954,0.012307,0.537336,594,2026,0.62
0.119675,0.438623,0.590979,0,uncertainty_quantification_computational_workflows,0.269623,0.018985,0.578841,595,2026,0.62
0.187913,0.369176,0.397604,0,uncertainty_quantification_computational_workflows,0.161617,-0.038273,0.428185,596,2026,0.62
0.196706,0.685408,0.306856,0,uncertainty_quantification_computational_workflows,0.231278,0.007879,0.359045,597,2026,0.62
0.134294,0.463358,0.535838,0,uncertainty_quantification_computational_workflows,0.277985,-0.037337,0.493523,598,2026,0.62
0.355377,0.498912,0.455444,0,uncertainty_quantification_computational_workflows,0.254829,-0.003457,0.439785,599,2026,0.62
0.23629,0.344268,0.431628,0,uncertainty_quantification_computational_workflows,0.296364,0.039808,0.554589,600,2026,0.62
0.142432,0.279956,0.507275,0,uncertainty_quantification_computational_workflows,0.202929,0.009079,0.56421,601,2026,0.62
0.320792,0.644071,0.275153,0,uncertainty_quantification_computational_workflows,0.147115,0.024944,0.331819,602,2026,0.62
0.478607,0.490043,0.703851,0,uncertainty_quantification_computational_workflows,0.221659,-0.029254,0.479995,603,2026,0.62
0.269696,0.489855,0.618456,0,uncertainty_quantification_computational_workflows,0.094864,-0.003016,0.477211,604,2026,0.62
0.537547,0.522861,0.496511,0,uncertainty_quantification_computational_workflows,0.232635,-0.027645,0.384995,605,2026,0.62
0.286959,0.437057,0.508177,0,uncertainty_quantification_computational_workflows,0.281631,-0.017236,0.484772,606,2026,0.62
0.477705,0.492185,0.356158,0,uncertainty_quantification_computational_workflows,0.341609,-0.007292,0.401718,607,2026,0.62
0.312694,0.328605,0.509754,0,uncertainty_quantification_computational_workflows,0.238895,0.003429,0.523485,608,2026,0.62
0.323251,0.298449,0.457686,0,uncertainty_quantification_computational_workflows,0.217509,-0.058497,0.443447,609,2026,0.62
0.280626,0.48448,0.590331,0,uncertainty_quantification_computational_workflows,0.391717,-0.004971,0.544416,610,2026,0.62
0.367864,0.414883,0.31755,0,uncertainty_quantification_computational_workflows,0.307322,-0.011382,0.417435,611,2026,0.62
0.550635,0.502838,0.648948,0,uncertainty_quantification_computational_workflows,0.153117,-0.039526,0.413422,612,2026,0.62
0.135421,0.575433,0.445329,0,uncertainty_quantification_computational_workflows,0.393617,-0.026645,0.466096,613,2026,0.62
0.318128,0.54833,0.62906,0,uncertainty_quantification_computational_workflows,0.132674,0.042062,0.509681,614,2026,0.62
0.156729,0.574276,0.534744,0,uncertainty_quantification_computational_workflows,0.176042,-0.003327,0.461171,615,2026,0.62
0.256958,0.591127,0.635424,0,uncertainty_quantification_computational_workflows,0.223374,0.046889,0.53916,616,2026,0.62
0.238442,0.523047,0.596806,0,uncertainty_quantification_computational_workflows,0.177432,-0.019085,0.470544,617,2026,0.62
0.360273,0.443012,0.620224,0,uncertainty_quantification_computational_workflows,0.210865,0.001104,0.511539,618,2026,0.62
0.310308,0.525549,0.671618,0,uncertainty_quantification_computational_workflows,0.11275,0.057716,0.544598,619,2026,0.62
0.356591,0.532088,0.56823,0,uncertainty_quantification_computational_workflows,0.248333,-0.034632,0.439212,620,2026,0.62
0.146668,0.391966,0.655852,0,uncertainty_quantification_computational_workflows,0.118885,-0.018354,0.535059,621,2026,0.62
0.338488,0.500349,0.422919,0,uncertainty_quantification_computational_workflows,0.194334,-0.03734,0.379804,622,2026,0.62
0.363932,0.444997,0.371626,0,uncertainty_quantification_computational_workflows,0.132093,0.049517,0.442943,623,2026,0.62
0.225763,0.686957,0.526194,0,uncertainty_quantification_computational_workflows,0.084029,0.026447,0.415495,624,2026,0.62
0.330957,0.476895,0.548365,0,uncertainty_quantification_computational_workflows,0.306146,-0.048255,0.455374,625,2026,0.62
0.31747,0.392623,0.535087,0,uncertainty_quantification_computational_workflows,0.157519,0.003995,0.491,626,2026,0.62
0.224495,0.580704,0.473196,0,uncertainty_quantification_computational_workflows,0.138144,-0.026005,0.39068,627,2026,0.62
0.285904,0.281835,0.611433,0,uncertainty_quantification_computational_workflows,0.168083,-0.013629,0.545266,628,2026,0.62
0.347266,0.554949,0.504954,0,uncertainty_quantification_computational_workflows,0.219971,0.026803,0.463535,629,2026,0.62
0.370916,0.441107,0.663248,0,uncertainty_quantification_computational_workflows,0.309555,-0.041448,0.510658,630,2026,0.62
0.377578,0.455173,0.628606,0,uncertainty_quantification_computational_workflows,0.127176,-0.020936,0.463205,631,2026,0.62
0.481882,0.453465,0.612987,0,uncertainty_quantification_computational_workflows,0.034937,0.056658,0.491713,632,2026,0.62
0.287835,0.744367,0.534803,0,uncertainty_quantification_computational_workflows,0.088611,0.02202,0.386606,633,2026,0.62
0.11063,0.512639,0.541619,0,uncertainty_quantification_computational_workflows,0.086179,0.076039,0.546291,634,2026,0.62
0.263213,0.680663,0.521954,0,uncertainty_quantification_computational_workflows,0.342166,-0.020255,0.432088,635,2026,0.62
0.200572,0.556487,0.504604,0,uncertainty_quantification_computational_workflows,0.138176,0.022154,0.462597,636,2026,0.62
0.336487,0.548902,0.54418,0,uncertainty_quantification_computational_workflows,0.347716,0.022657,0.512601,637,2026,0.62
0.3994,0.548758,0.432229,0,uncertainty_quantification_computational_workflows,0.242439,0.057999,0.465697,638,2026,0.62
0.555606,0.309986,0.597313,0,uncertainty_quantification_computational_workflows,0.331512,-0.032018,0.508365,639,2026,0.62
0.221303,0.368736,0.454848,0,uncertainty_quantification_computational_workflows,0.115307,-0.033068,0.436765,640,2026,0.62
0.224366,0.514239,0.463783,0,uncertainty_quantification_computational_workflows,0.236428,-0.001578,0.458695,641,2026,0.62
0.280844,0.413167,0.517477,0,uncertainty_quantification_computational_workflows,0.224592,0.042683,0.54133,642,2026,0.62
0.261437,0.479416,0.71315,0,uncertainty_quantification_computational_workflows,0.399828,-0.048633,0.554641,643,2026,0.62
0.381039,0.583774,0.554278,0,uncertainty_quantification_computational_workflows,0.350336,0.036133,0.511792,644,2026,0.62
0.300016,0.642337,0.741719,0,uncertainty_quantification_computational_workflows,0.197237,0.009624,0.511604,645,2026,0.62
0.48489,0.479678,0.531687,0,uncertainty_quantification_computational_workflows,0.129343,-0.016935,0.404048,646,2026,0.62
0.349168,0.504391,0.494068,0,uncertainty_quantification_computational_workflows,0.146763,0.008804,0.436965,647,2026,0.62
0.524298,0.417115,0.639685,0,uncertainty_quantification_computational_workflows,0.14369,0.001887,0.480084,648,2026,0.62
0.284236,0.645363,0.594758,0,uncertainty_quantification_computational_workflows,0.233111,0.030666,0.488389,649,2026,0.62
0.273168,0.600322,0.56245,0,uncertainty_quantification_computational_workflows,0.255214,-0.031653,0.435716,650,2026,0.62
0.365925,0.718762,0.696757,0,uncertainty_quantification_computational_workflows,0.20486,0.030184,0.481582,651,2026,0.62
0.209683,0.33754,0.73621,0,uncertainty_quantification_computational_workflows,0.261651,-0.018961,0.609064,652,2026,0.62
0.30877,0.504821,0.49737,0,uncertainty_quantification_computational_workflows,0.096921,0.024329,0.447425,653,2026,0.62
0.424831,0.497167,0.367132,0,uncertainty_quantification_computational_workflows,0.357975,0.032407,0.457979,654,2026,0.62
0.302248,0.437981,0.460636,0,uncertainty_quantification_computational_workflows,0.192332,0.021516,0.478308,655,2026,0.62
0.297667,0.466461,0.593712,0,uncertainty_quantification_computational_workflows,0.24305,0.015996,0.529047,656,2026,0.62
0.486857,0.241834,0.585024,0,uncertainty_quantification_computational_workflows,0.123208,-0.003091,0.509882,657,2026,0.62
0.549481,0.353212,0.733809,0,uncertainty_quantification_computational_workflows,0.276348,0.016296,0.581355,658,2026,0.62
0.125694,0.320651,0.684591,0,uncertainty_quantification_computational_workflows,0.209406,-0.005868,0.608789,659,2026,0.62
0.273677,0.575214,0.37835,0,uncertainty_quantification_computational_workflows,0.391682,0.071614,0.513563,660,2026,0.62
0.46297,0.507091,0.54571,0,uncertainty_quantification_computational_workflows,0.212282,-0.010694,0.433459,661,2026,0.62
0.56703,0.713852,0.649618,0,uncertainty_quantification_computational_workflows,0.335366,0.004461,0.438505,662,2026,0.62
0.384015,0.362134,0.499774,0,uncertainty_quantification_computational_workflows,0.302225,0.012424,0.522555,663,2026,0.62
0.319134,0.509141,0.728169,0,uncertainty_quantification_computational_workflows,0.155759,-0.031278,0.492203,664,2026,0.62
0.07898,0.443495,0.587343,0,uncertainty_quantification_computational_workflows,0.168583,0.015475,0.552482,665,2026,0.62
0.404194,0.626987,0.739353,0,uncertainty_quantification_computational_workflows,0.38304,-0.017669,0.519585,666,2026,0.62
0.434242,0.746227,0.453501,0,uncertainty_quantification_computational_workflows,0.112704,0.018819,0.332085,667,2026,0.62
0.271286,0.62744,0.676198,0,uncertainty_quantification_computational_workflows,0.343136,0.043306,0.569571,668,2026,0.62
0.323545,0.538744,0.38047,0,uncertainty_quantification_computational_workflows,0.382795,0.002636,0.44532,669,2026,0.62
0.347518,0.50408,0.444313,0,uncertainty_quantification_computational_workflows,0.242478,0.042483,0.477973,670,2026,0.62
0.202104,0.408993,0.559329,0,uncertainty_quantification_computational_workflows,0.183652,0.042256,0.56122,671,2026,0.62
0.228633,0.453445,0.591719,0,uncertainty_quantification_computational_workflows,0.267024,-0.006139,0.529089,672,2026,0.62
0.256963,0.488319,0.525454,0,uncertainty_quantification_computational_workflows,0.232393,-0.06792,0.416866,673,2026,0.62
0.247995,0.584702,0.652589,0,uncertainty_quantification_computational_workflows,0.207321,-0.080073,0.417991,674,2026,0.62
0.223527,0.5084,0.676576,0,uncertainty_quantification_computational_workflows,0.169517,-0.022989,0.50204,675,2026,0.62
0.333541,0.346287,0.612368,0,uncertainty_quantification_computational_workflows,0.205654,-0.009685,0.531155,676,2026,0.62
0.224292,0.43377,0.600126,1,uncertainty_quantification_computational_workflows,0.236906,0.094734,0.631905,677,2026,0.62
0.262643,0.335456,0.726134,1,uncertainty_quantification_computational_workflows,0.343837,0.014035,0.651534,678,2026,0.62
0.369555,0.49821,0.362263,0,uncertainty_quantification_computational_workflows,0.240612,0.01397,0.41563,679,2026,0.62
0.255098,0.501224,0.355843,0,uncertainty_quantification_computational_workflows,0.051283,-0.008184,0.359585,680,2026,0.62
0.217947,0.409277,0.553875,0,uncertainty_quantification_computational_workflows,0.166181,0.035631,0.544866,681,2026,0.62
0.390618,0.508709,0.767757,0,uncertainty_quantification_computational_workflows,0.248254,-0.007563,0.543202,682,2026,0.62
0.416877,0.440746,0.476497,0,uncertainty_quantification_computational_workflows,0.172333,-0.032507,0.403422,683,2026,0.62
0.235931,0.396345,0.468332,0,uncertainty_quantification_computational_workflows,0.199321,0.007987,0.494435,684,2026,0.62
0.250666,0.508252,0.701546,0,uncertainty_quantification_computational_workflows,0.173287,0.027627,0.558324,685,2026,0.62
0.129828,0.479436,0.710676,1,uncertainty_quantification_computational_workflows,0.278974,0.101791,0.695177,686,2026,0.62
0.310519,0.508465,0.442754,0,uncertainty_quantification_computational_workflows,0.381566,0.047255,0.525007,687,2026,0.62
0.298586,0.567678,0.783754,0,uncertainty_quantification_computational_workflows,0.216928,-0.016706,0.529966,688,2026,0.62
0.376191,0.611493,0.7321,0,uncertainty_quantification_computational_workflows,0.261183,0.053801,0.565241,689,2026,0.62
0.154955,0.58747,0.620217,0,uncertainty_quantification_computational_workflows,0.163423,-0.005994,0.483805,690,2026,0.62
0.048372,0.447539,0.649925,1,uncertainty_quantification_computational_workflows,0.191941,0.084132,0.655484,691,2026,0.62
0.164101,0.478067,0.548056,0,uncertainty_quantification_computational_workflows,0.119394,0.014346,0.497104,692,2026,0.62
0.111338,0.306844,0.546958,0,uncertainty_quantification_computational_workflows,0.248265,-0.034762,0.544951,693,2026,0.62
0.342662,0.532089,0.571992,0,uncertainty_quantification_computational_workflows,0.201491,-0.014187,0.450946,694,2026,0.62
0.147998,0.501211,0.42124,0,uncertainty_quantification_computational_workflows,0.139089,-0.015869,0.419741,695,2026,0.62
0.363412,0.43714,0.520981,0,uncertainty_quantification_computational_workflows,0.269168,0.023573,0.513294,696,2026,0.62
0.170282,0.598465,0.529106,0,uncertainty_quantification_computational_workflows,0.169716,-0.05546,0.395249,697,2026,0.62
0.249118,0.4606,0.627083,0,uncertainty_quantification_computational_workflows,0.394578,-0.000697,0.576504,698,2026,0.62
0.20997,0.559111,0.589068,0,uncertainty_quantification_computational_workflows,0.237536,-0.00656,0.490302,699,2026,0.62
0.310908,0.275246,0.508174,0,uncertainty_quantification_computational_workflows,0.17457,0.033704,0.552654,700,2026,0.62
0.575809,0.599031,0.508359,0,uncertainty_quantification_computational_workflows,0.177366,0.006335,0.378055,701,2026,0.62
0.332109,0.480108,0.621021,0,uncertainty_quantification_computational_workflows,0.274414,0.001962,0.523429,702,2026,0.62
0.14984,0.3905,0.336704,0,uncertainty_quantification_computational_workflows,0.312661,-0.108603,0.375737,703,2026,0.62
0.264915,0.429969,0.560936,0,uncertainty_quantification_computational_workflows,0.293443,-0.016633,0.514777,704,2026,0.62
0.403455,0.479013,0.606209,0,uncertainty_quantification_computational_workflows,0.416019,-0.058901,0.482667,705,2026,0.62
0.325307,0.302338,0.721331,0,uncertainty_quantification_computational_workflows,0.231274,-0.05361,0.55066,706,2026,0.62
0.138166,0.65784,0.475971,0,uncertainty_quantification_computational_workflows,0.248054,0.00926,0.448303,707,2026,0.62
0.232602,0.425508,0.406544,0,uncertainty_quantification_computational_workflows,0.254266,0.056298,0.525661,708,2026,0.62
0.130491,0.331109,0.563936,0,uncertainty_quantification_computational_workflows,0.215139,0.017747,0.583998,709,2026,0.62
0.333638,0.526555,0.336927,0,uncertainty_quantification_computational_workflows,0.28544,0.027005,0.428819,710,2026,0.62
0.341689,0.469133,0.281579,0,uncertainty_quantification_computational_workflows,0.238117,0.053795,0.438152,711,2026,0.62
0.435887,0.38838,0.443321,0,uncertainty_quantification_computational_workflows,0.236553,0.033847,0.487321,712,2026,0.62
0.550823,0.385037,0.434653,0,uncertainty_quantification_computational_workflows,0.154571,0.048885,0.457278,713,2026,0.62
0.32101,0.706233,0.787849,0,uncertainty_quantification_computational_workflows,0.256198,-0.060469,0.451373,714,2026,0.62
0.053823,0.294775,0.748563,0,uncertainty_quantification_computational_workflows,0.275267,-0.069253,0.608454,715,2026,0.62
0.349641,0.603268,0.509206,0,uncertainty_quantification_computational_workflows,0.270309,0.01966,0.456194,716,2026,0.62
0.253684,0.429827,0.743606,0,uncertainty_quantification_computational_workflows,0.375023,-0.02123,0.603687,717,2026,0.62
0.3089,0.416309,0.398775,0,uncertainty_quantification_computational_workflows,0.085117,-0.029027,0.380831,718,2026,0.62
0.364071,0.568078,0.642918,0,uncertainty_quantification_computational_workflows,0.169691,-0.021676,0.446813,719,2026,0.62
0.32191,0.535811,0.548121,0,uncertainty_quantification_computational_workflows,0.073026,0.043966,0.467924,720,2026,0.62
0.316707,0.336286,0.589184,0,uncertainty_quantification_computational_workflows,0.142616,-0.020176,0.500964,721,2026,0.62
0.240091,0.568172,0.418018,0,uncertainty_quantification_computational_workflows,0.312234,0.036773,0.480573,722,2026,0.62
0.263875,0.434836,0.716103,0,uncertainty_quantification_computational_workflows,0.214572,-0.002704,0.565052,723,2026,0.62
0.151472,0.477457,0.541421,0,uncertainty_quantification_computational_workflows,0.165953,0.003101,0.498372,724,2026,0.62
0.197602,0.5747,0.649601,0,uncertainty_quantification_computational_workflows,0.135982,-0.011173,0.478665,725,2026,0.62
0.314959,0.588454,0.658656,0,uncertainty_quantification_computational_workflows,0.058148,0.033016,0.479892,726,2026,0.62
0.252161,0.596053,0.543821,0,uncertainty_quantification_computational_workflows,0.253766,0.006925,0.471929,727,2026,0.62
0.408002,0.67872,0.265085,0,uncertainty_quantification_computational_workflows,0.160534,-0.000578,0.279655,728,2026,0.62
0.285471,0.624504,0.479673,0,uncertainty_quantification_computational_workflows,0.244357,-0.018941,0.40433,729,2026,0.62
0.361389,0.550196,0.494381,0,uncertainty_quantification_computational_workflows,0.280702,0.064585,0.512629,730,2026,0.62
0.503771,0.631177,0.727118,0,uncertainty_quantification_computational_workflows,0.255444,-0.024232,0.4547,731,2026,0.62
0.317173,0.489633,0.432643,0,uncertainty_quantification_computational_workflows,0.297721,-0.020142,0.435769,732,2026,0.62
0.422381,0.371435,0.527565,0,uncertainty_quantification_computational_workflows,0.181054,0.069773,0.547959,733,2026,0.62
0.388979,0.455868,0.447633,0,uncertainty_quantification_computational_workflows,0.135595,-0.032144,0.383231,734,2026,0.62
0.132842,0.525001,0.482957,0,uncertainty_quantification_computational_workflows,0.126818,0.012221,0.463323,735,2026,0.62
0.356362,0.578904,0.498238,0,uncertainty_quantification_computational_workflows,0.332672,0.004553,0.4601,736,2026,0.62
0.340824,0.414347,0.436163,0,uncertainty_quantification_computational_workflows,0.279049,-0.011577,0.459712,737,2026,0.62
0.468044,0.488332,0.543861,0,uncertainty_quantification_computational_workflows,0.25359,0.005072,0.464577,738,2026,0.62
0.241445,0.523525,0.411491,0,uncertainty_quantification_computational_workflows,0.1425,-0.016386,0.392703,739,2026,0.62
0.526856,0.524794,0.513958,0,uncertainty_quantification_computational_workflows,0.198421,0.012161,0.423519,740,2026,0.62
0.257052,0.388763,0.665382,0,uncertainty_quantification_computational_workflows,0.197445,-0.022265,0.537104,741,2026,0.62
0.167449,0.417072,0.67977,0,uncertainty_quantification_computational_workflows,0.089229,0.030104,0.573076,742,2026,0.62
0.238,0.41814,0.696616,0,uncertainty_quantification_computational_workflows,0.268106,-0.00604,0.578599,743,2026,0.62
0.316979,0.445179,0.510005,0,uncertainty_quantification_computational_workflows,0.211293,0.006302,0.482091,744,2026,0.62
0.228804,0.399649,0.514468,0,uncertainty_quantification_computational_workflows,0.208863,-0.011951,0.494864,745,2026,0.62
0.430276,0.436328,0.695276,0,uncertainty_quantification_computational_workflows,0.308035,0.003593,0.558255,746,2026,0.62
0.314338,0.435596,0.564829,0,uncertainty_quantification_computational_workflows,0.241623,0.017249,0.525507,747,2026,0.62
0.071512,0.535038,0.490245,0,uncertainty_quantification_computational_workflows,0.18472,-0.063269,0.414164,748,2026,0.62
0.235602,0.607063,0.658067,0,uncertainty_quantification_computational_workflows,0.225937,-0.052907,0.447564,749,2026,0.62
0.36894,0.557382,0.47804,0,uncertainty_quantification_computational_workflows,0.146934,-0.057525,0.344604,750,2026,0.62
0.369866,0.704275,0.594552,0,uncertainty_quantification_computational_workflows,0.169182,-0.068529,0.338179,751,2026,0.62
0.243949,0.444055,0.552794,0,uncertainty_quantification_computational_workflows,0.227371,0.045533,0.555417,752,2026,0.62
0.486141,0.542009,0.542508,0,uncertainty_quantification_computational_workflows,0.32901,-0.064957,0.394501,753,2026,0.62
0.405699,0.536796,0.539725,0,uncertainty_quantification_computational_workflows,0.159123,0.012588,0.441214,754,2026,0.62
0.22034,0.45182,0.63218,0,uncertainty_quantification_computational_workflows,0.245525,-0.015573,0.531222,755,2026,0.62
0.23724,0.436367,0.629657,0,uncertainty_quantification_computational_workflows,0.215906,-0.000634,0.538953,756,2026,0.62
0.367407,0.521791,0.528777,0,uncertainty_quantification_computational_workflows,0.226135,0.048895,0.502998,757,2026,0.62
0.316606,0.488311,0.322643,0,uncertainty_quantification_computational_workflows,0.33901,0.006978,0.432749,758,2026,0.62
0.16023,0.33789,0.285742,0,uncertainty_quantification_computational_workflows,0.232753,0.041971,0.499809,759,2026,0.62
0.410343,0.447144,0.43023,0,uncertainty_quantification_computational_workflows,0.170917,0.02505,0.442209,760,2026,0.62
0.042347,0.4859,0.592506,0,uncertainty_quantification_computational_workflows,0.26095,-0.002294,0.555064,761,2026,0.62
0.388723,0.460654,0.567932,0,uncertainty_quantification_computational_workflows,0.220185,0.022852,0.505343,762,2026,0.62
0.233474,0.634559,0.455396,0,uncertainty_quantification_computational_workflows,0.102215,0.010624,0.392534,763,2026,0.62
0.208115,0.446078,0.464094,0,uncertainty_quantification_computational_workflows,0.199134,0.040335,0.514712,764,2026,0.62
0.251369,0.413293,0.485274,0,uncertainty_quantification_computational_workflows,0.229992,-0.023474,0.46966,765,2026,0.62
0.17069,0.334229,0.527755,0,uncertainty_quantification_computational_workflows,0.251878,-0.01018,0.544039,766,2026,0.62
0.236408,0.494287,0.677921,0,uncertainty_quantification_computational_workflows,0.076015,-0.069918,0.432434,767,2026,0.62
0.258165,0.554979,0.481778,0,uncertainty_quantification_computational_workflows,0.275138,-0.047173,0.411676,768,2026,0.62
0.24035,0.523465,0.479205,0,uncertainty_quantification_computational_workflows,0.163608,-0.065373,0.375361,769,2026,0.62
0.33295,0.546511,0.506428,0,uncertainty_quantification_computational_workflows,0.10523,-0.082694,0.328812,770,2026,0.62
0.222468,0.533783,0.456205,0,uncertainty_quantification_computational_workflows,0.214927,-0.020016,0.425856,771,2026,0.62
0.270201,0.401397,0.457119,0,uncertainty_quantification_computational_workflows,0.224722,0.055913,0.537225,772,2026,0.62
0.4358,0.637619,0.375508,0,uncertainty_quantification_computational_workflows,0.273012,-0.038299,0.322001,773,2026,0.62
0.22335,0.583063,0.55945,0,uncertainty_quantification_computational_workflows,0.187719,0.036824,0.499147,774,2026,0.62
0.311217,0.359298,0.47439,0,uncertainty_quantification_computational_workflows,0.170885,-0.031333,0.447673,775,2026,0.62
0.354765,0.53955,0.577078,0,uncertainty_quantification_computational_workflows,0.121202,-0.004649,0.436247,776,2026,0.62
0.266683,0.41238,0.618008,0,uncertainty_quantification_computational_workflows,0.249725,-0.019929,0.526499,777,2026,0.62
0.120057,0.429155,0.357056,0,uncertainty_quantification_computational_workflows,0.299388,0.011381,0.493249,778,2026,0.62
0.457316,0.442456,0.67403,0,uncertainty_quantification_computational_workflows,0.227468,0.020375,0.538444,779,2026,0.62
0.281288,0.358617,0.724529,1,uncertainty_quantification_computational_workflows,0.342006,0.016763,0.642622,780,2026,0.62
0.171818,0.408971,0.522089,0,uncertainty_quantification_computational_workflows,0.175641,0.056824,0.564933,781,2026,0.62
0.084071,0.702728,0.608085,0,uncertainty_quantification_computational_workflows,0.390877,0.000774,0.524404,782,2026,0.62
0.421027,0.452355,0.44709,0,uncertainty_quantification_computational_workflows,0.076069,-0.006634,0.387784,783,2026,0.62
0.320207,0.482076,0.452495,0,uncertainty_quantification_computational_workflows,0.174536,-0.036618,0.395374,784,2026,0.62
0.348749,0.510284,0.500851,0,uncertainty_quantification_computational_workflows,0.111674,-0.007424,0.412089,785,2026,0.62
0.352738,0.662821,0.550211,0,uncertainty_quantification_computational_workflows,0.138806,-0.082111,0.31548,786,2026,0.62
0.149531,0.390144,0.640754,0,uncertainty_quantification_computational_workflows,0.263219,0.030727,0.617423,787,2026,0.62
0.210492,0.408893,0.549716,0,uncertainty_quantification_computational_workflows,0.248029,0.010994,0.542208,788,2026,0.62
0.282726,0.421845,0.602157,0,uncertainty_quantification_computational_workflows,0.207802,0.028083,0.551346,789,2026,0.62
0.290045,0.415078,0.605594,0,uncertainty_quantification_computational_workflows,0.182487,-0.044584,0.473931,790,2026,0.62
0.460962,0.451642,0.54088,0,uncertainty_quantification_computational_workflows,0.43998,-0.011453,0.509894,791,2026,0.62
0.275837,0.462969,0.421485,0,uncertainty_quantification_computational_workflows,0.201486,0.013325,0.45472,792,2026,0.62
0.259631,0.520037,0.574536,0,uncertainty_quantification_computational_workflows,0.240803,-0.032733,0.462662,793,2026,0.62
0.552377,0.486295,0.525816,0,uncertainty_quantification_computational_workflows,0.140216,0.027199,0.434688,794,2026,0.62
0.481003,0.595021,0.309584,0,uncertainty_quantification_computational_workflows,0.268051,-0.005568,0.333411,795,2026,0.62
0.335924,0.542915,0.594779,0,uncertainty_quantification_computational_workflows,0.300839,0.019077,0.51755,796,2026,0.62
0.39917,0.449628,0.617847,0,uncertainty_quantification_computational_workflows,0.17552,-0.100751,0.390186,797,2026,0.62
0.282291,0.421986,0.511429,0,uncertainty_quantification_computational_workflows,0.24009,0.001124,0.498663,798,2026,0.62
0.34723,0.415902,0.253022,0,uncertainty_quantification_computational_workflows,0.237524,-0.028432,0.360417,799,2026,0.62
0.22683,0.435214,0.510326,0,uncertainty_quantification_computational_workflows,0.23603,0.00151,0.503416,800,2026,0.62
0.283763,0.608475,0.645386,0,uncertainty_quantification_computational_workflows,0.249094,-0.003786,0.489011,801,2026,0.62
0.219079,0.611056,0.64685,0,uncertainty_quantification_computational_workflows,0.193305,0.031288,0.520422,802,2026,0.62
0.302474,0.451946,0.625334,0,uncertainty_quantification_computational_workflows,0.106106,-0.041856,0.449871,803,2026,0.62
0.316047,0.440385,0.564351,0,uncertainty_quantification_computational_workflows,0.285534,-0.01609,0.50205,804,2026,0.62
0.471113,0.508706,0.585788,0,uncertainty_quantification_computational_workflows,0.16622,-0.035845,0.409134,805,2026,0.62
0.181314,0.425888,0.583268,0,uncertainty_quantification_computational_workflows,0.106033,0.022384,0.527993,806,2026,0.62
0.315542,0.561609,0.632124,0,uncertainty_quantification_computational_workflows,0.150951,-0.023305,0.446762,807,2026,0.62
0.381053,0.452088,0.200166,0,uncertainty_quantification_computational_workflows,0.234395,-0.06878,0.281832,808,2026,0.62
0.189027,0.598752,0.586086,0,uncertainty_quantification_computational_workflows,0.205815,-0.019132,0.459513,809,2026,0.62
0.324459,0.446595,0.669356,0,uncertainty_quantification_computational_workflows,0.146831,0.016492,0.533644,810,2026,0.62
0.345603,0.556696,0.522396,0,uncertainty_quantification_computational_workflows,0.306132,-0.007473,0.458909,811,2026,0.62
0.354985,0.593847,0.470704,0,uncertainty_quantification_computational_workflows,0.141889,-0.005868,0.38332,812,2026,0.62
0.329626,0.425938,0.473094,0,uncertainty_quantification_computational_workflows,0.138034,-0.037382,0.40829,813,2026,0.62
0.35001,0.637196,0.571232,0,uncertainty_quantification_computational_workflows,0.187593,-0.016989,0.410197,814,2026,0.62
0.304594,0.560744,0.545788,0,uncertainty_quantification_computational_workflows,0.196355,-0.078986,0.372772,815,2026,0.62
0.270777,0.568943,0.241606,0,uncertainty_quantification_computational_workflows,0.283616,0.06962,0.432894,816,2026,0.62
0.300942,0.584163,0.586288,0,uncertainty_quantification_computational_workflows,0.193904,0.009733,0.469616,817,2026,0.62
0.315149,0.379825,0.657188,0,uncertainty_quantification_computational_workflows,0.218935,-0.003241,0.55113,818,2026,0.62
0.413996,0.511685,0.718898,0,uncertainty_quantification_computational_workflows,0.383733,0.054003,0.617651,819,2026,0.62
0.29746,0.511434,0.784249,0,uncertainty_quantification_computational_workflows,0.222457,-0.026406,0.539585,820,2026,0.62
0.274175,0.521782,0.701712,0,uncertainty_quantification_computational_workflows,0.126207,-0.014366,0.495257,821,2026,0.62
0.533048,0.578042,0.591879,0,uncertainty_quantification_computational_workflows,0.263931,-0.022532,0.418502,822,2026,0.62
0.356353,0.350643,0.616731,0,uncertainty_quantification_computational_workflows,0.201059,0.013975,0.549776,823,2026,0.62
0.372429,0.404529,0.519053,0,uncertainty_quantification_computational_workflows,0.193445,-0.011764,0.465265,824,2026,0.62
0.3271,0.525918,0.631295,0,uncertainty_quantification_computational_workflows,0.216678,0.030262,0.526745,825,2026,0.62
0.341502,0.405608,0.620323,0,uncertainty_quantification_computational_workflows,0.23605,-0.051862,0.480385,826,2026,0.62
0.302233,0.459364,0.433901,0,uncertainty_quantification_computational_workflows,0.139117,-0.001333,0.424307,827,2026,0.62
