case_id,confidence_score,downside_exposure,mitigation,recommended_option,risk_item,severity
1,0.867137,100.424503,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
228,0.751613,18.76052,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
229,0.708841,180.342155,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,high
230,0.752563,100.228706,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
231,0.694363,44.397114,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
232,0.806098,48.840869,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
233,0.790612,40.918347,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
234,0.791788,86.597091,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
235,0.669277,79.806152,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
236,0.85143,63.619705,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
237,0.806741,72.99043,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
238,0.801707,33.160436,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
239,0.671193,136.974029,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
240,0.842781,67.7099,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
241,0.773681,36.583124,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
242,0.70243,66.925293,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
243,0.743404,76.333793,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
244,0.668008,9.088117,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
245,0.800309,72.555828,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
246,0.84113,19.497661,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
247,0.83832,36.541711,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
248,0.815141,202.852479,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,high
249,0.682172,106.231875,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
250,0.800015,59.706915,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
251,0.828669,22.901067,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
252,0.845861,69.578431,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
253,0.793862,46.773863,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
254,0.816514,21.94637,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
255,0.750595,140.09561,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
256,0.722471,26.005622,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
257,0.892578,12.873532,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
258,0.765848,66.142768,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
259,0.687003,64.614802,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
260,0.792809,56.233286,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
261,0.794882,30.24977,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
262,0.916906,101.457204,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
263,0.867572,62.42884,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
264,0.884641,74.448757,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
265,0.841894,65.796598,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
266,0.64477,115.136954,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
267,0.755925,38.292756,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
268,0.699894,131.352633,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
269,0.861555,101.66559,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
270,0.771447,86.58678,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
271,0.789083,30.429867,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
272,0.763956,164.807459,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
273,0.708551,46.50386,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
274,0.789456,44.680913,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
275,0.739836,122.979545,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
276,0.759171,59.646842,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
277,0.799138,119.663728,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
278,0.821569,89.564457,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
279,0.720949,95.16362,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
280,0.831052,108.253392,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
281,0.805695,55.876077,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
282,0.837165,18.24756,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
283,0.79062,72.533492,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
284,0.78112,94.70285,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
285,0.805387,61.463605,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
286,0.822781,26.138196,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
287,0.754877,117.079678,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
288,0.810593,49.041897,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
289,0.780827,84.431126,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
290,0.856273,80.398375,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
291,0.739838,74.718503,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
292,0.95558,73.833925,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
293,0.71174,87.357417,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
294,0.687698,135.627512,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
295,0.773615,64.202581,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
296,0.796945,66.453926,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
297,0.762072,68.60926,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
298,0.595973,77.169603,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,medium
299,0.682041,56.872106,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
300,0.793153,50.455538,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
