baseline_risk,benefit_if_success,case_id,confidence_score,interpretation,intervention_cost,loss_if_failure,risk_band,risk_lower,risk_uncertainty,risk_upper
0.547555,97.426792,208,0.661396,Synthetic case for comparing decision rules under uncertainty.,44.742137,174.210514,moderate,0.383096,0.164459,0.712014
0.592356,138.202235,209,0.712276,Synthetic case for comparing decision rules under uncertainty.,54.763633,176.430599,moderate,0.445924,0.146433,0.738789
0.45905,101.488609,210,0.738409,Synthetic case for comparing decision rules under uncertainty.,26.349826,157.787897,moderate,0.309743,0.149307,0.608356
0.605833,119.448995,211,0.661149,Synthetic case for comparing decision rules under uncertainty.,50.527116,162.192377,moderate,0.470212,0.135622,0.741455
0.518295,147.75655,212,0.703645,Synthetic case for comparing decision rules under uncertainty.,44.906413,285.089161,moderate,0.463838,0.054457,0.572753
0.310478,122.915252,213,0.822065,Synthetic case for comparing decision rules under uncertainty.,31.842432,182.717793,low,0.244388,0.06609,0.376568
0.507533,137.00501,214,0.798706,Synthetic case for comparing decision rules under uncertainty.,40.428353,207.242297,moderate,0.427295,0.080237,0.58777
0.554857,100.860662,215,0.834191,Synthetic case for comparing decision rules under uncertainty.,47.565301,191.079874,moderate,0.400869,0.153988,0.708845
0.731774,166.758823,216,0.929018,Synthetic case for comparing decision rules under uncertainty.,38.637249,166.960012,high,0.587784,0.14399,0.875764
0.432283,125.180348,217,0.875426,Synthetic case for comparing decision rules under uncertainty.,30.022518,168.936176,moderate,0.343277,0.089006,0.521289
0.660291,147.11078,218,0.745863,Synthetic case for comparing decision rules under uncertainty.,58.647423,272.081675,high,0.524442,0.135848,0.796139
0.427051,145.875882,219,0.879187,Synthetic case for comparing decision rules under uncertainty.,40.801864,195.347902,moderate,0.316794,0.110257,0.537308
0.245466,98.774839,220,0.811519,Synthetic case for comparing decision rules under uncertainty.,37.970337,137.517288,low,0.145063,0.100403,0.345869
0.502433,171.703443,221,0.858944,Synthetic case for comparing decision rules under uncertainty.,56.954991,182.843048,moderate,0.369533,0.1329,0.635333
0.28139,116.999746,222,0.901787,Synthetic case for comparing decision rules under uncertainty.,32.030485,143.653292,low,0.234002,0.047388,0.328779
0.062022,122.768538,223,0.741602,Synthetic case for comparing decision rules under uncertainty.,32.259193,123.897719,low,0.0,0.123171,0.185194
0.618246,163.205391,224,0.803613,Synthetic case for comparing decision rules under uncertainty.,29.102199,183.953343,moderate,0.499533,0.118713,0.736959
0.74279,158.312756,225,0.808957,Synthetic case for comparing decision rules under uncertainty.,53.136588,220.673326,high,0.59984,0.142951,0.885741
0.459553,154.949511,226,0.736117,Synthetic case for comparing decision rules under uncertainty.,58.069838,151.972284,moderate,0.348873,0.110679,0.570232
0.1812,108.919274,227,0.750397,Synthetic case for comparing decision rules under uncertainty.,31.251011,175.989877,low,0.035346,0.145854,0.327054
0.068591,135.385889,228,0.751613,Synthetic case for comparing decision rules under uncertainty.,21.921151,164.19868,low,0.022926,0.045664,0.114255
0.709434,129.921306,229,0.708841,Synthetic case for comparing decision rules under uncertainty.,49.340389,252.246707,high,0.535421,0.174013,0.883448
0.483835,149.430536,230,0.752563,Synthetic case for comparing decision rules under uncertainty.,44.182309,222.737185,moderate,0.395054,0.088781,0.572616
0.129865,72.727925,231,0.694363,Synthetic case for comparing decision rules under uncertainty.,30.261837,164.91874,low,0.0,0.139341,0.269206
0.3626,136.104358,232,0.806098,Synthetic case for comparing decision rules under uncertainty.,40.136867,137.14269,moderate,0.253424,0.109176,0.471776
0.238094,122.780489,233,0.790612,Synthetic case for comparing decision rules under uncertainty.,41.572912,136.75377,low,0.192875,0.04522,0.283314
0.348921,97.024973,234,0.791788,Synthetic case for comparing decision rules under uncertainty.,42.817532,188.469106,low,0.233353,0.115568,0.464488
0.400348,127.88208,235,0.669277,Synthetic case for comparing decision rules under uncertainty.,40.558016,169.435757,moderate,0.275722,0.124627,0.524975
0.337468,129.955576,236,0.85143,Synthetic case for comparing decision rules under uncertainty.,34.040615,178.812178,low,0.271029,0.06644,0.403908
0.316308,125.140694,237,0.806741,Synthetic case for comparing decision rules under uncertainty.,41.087179,203.328677,low,0.239511,0.076797,0.393104
0.184315,96.425755,238,0.801707,Synthetic case for comparing decision rules under uncertainty.,27.020987,124.01908,low,0.098688,0.085627,0.269943
0.654561,154.296004,239,0.671193,Synthetic case for comparing decision rules under uncertainty.,45.191585,236.155383,high,0.490554,0.164007,0.818568
0.190206,117.62078,240,0.842781,Synthetic case for comparing decision rules under uncertainty.,33.647164,211.459204,low,0.073707,0.116499,0.306705
0.391148,138.660267,241,0.773681,Synthetic case for comparing decision rules under uncertainty.,26.875153,120.222324,moderate,0.250207,0.140941,0.532089
0.244621,102.601039,242,0.70243,Synthetic case for comparing decision rules under uncertainty.,20.149026,185.830292,low,0.106555,0.138065,0.382686
0.403751,135.931549,243,0.743404,Synthetic case for comparing decision rules under uncertainty.,41.081687,181.072396,moderate,0.317253,0.086498,0.490249
0.087265,90.522634,244,0.668008,Synthetic case for comparing decision rules under uncertainty.,38.251965,48.547632,low,0.0,0.099935,0.1872
0.315514,127.557276,245,0.800309,Synthetic case for comparing decision rules under uncertainty.,30.648198,166.382982,low,0.143591,0.171923,0.487437
0.154222,134.609062,246,0.84113,Synthetic case for comparing decision rules under uncertainty.,21.685399,101.518193,low,0.081412,0.07281,0.227032
0.365519,153.650272,247,0.83832,Synthetic case for comparing decision rules under uncertainty.,27.113253,161.967387,moderate,0.325479,0.04004,0.405559
0.854576,149.451936,248,0.815141,Synthetic case for comparing decision rules under uncertainty.,62.175453,268.56342,high,0.695856,0.15872,1.0
0.648395,155.752077,249,0.682172,Synthetic case for comparing decision rules under uncertainty.,51.361114,186.021109,moderate,0.459397,0.188998,0.837394
0.325777,137.750128,250,0.800015,Synthetic case for comparing decision rules under uncertainty.,25.352913,174.925986,low,0.200287,0.12549,0.451267
0.192291,73.831333,251,0.828669,Synthetic case for comparing decision rules under uncertainty.,42.335275,91.422522,low,0.134085,0.058206,0.250497
0.34941,154.814766,252,0.845861,Synthetic case for comparing decision rules under uncertainty.,35.380228,183.927258,low,0.223313,0.126097,0.475507
0.238992,112.160136,253,0.793862,Synthetic case for comparing decision rules under uncertainty.,31.226926,174.723182,low,0.196048,0.042945,0.281937
0.103777,93.931726,254,0.816514,Synthetic case for comparing decision rules under uncertainty.,23.6239,115.35482,low,0.017302,0.086475,0.190251
0.682645,190.052752,255,0.750595,Synthetic case for comparing decision rules under uncertainty.,58.704003,268.404122,high,0.576381,0.106265,0.78891
0.195318,133.572967,256,0.722471,Synthetic case for comparing decision rules under uncertainty.,27.359999,123.203754,low,0.14391,0.051407,0.246725
0.272364,165.113441,257,0.892578,Synthetic case for comparing decision rules under uncertainty.,27.773672,81.619344,low,0.139849,0.132515,0.404879
0.305186,102.818277,258,0.765848,Synthetic case for comparing decision rules under uncertainty.,56.821235,148.981094,low,0.184052,0.121134,0.42632
0.300589,116.286749,259,0.687003,Synthetic case for comparing decision rules under uncertainty.,33.835186,170.655295,low,0.177322,0.123267,0.423856
0.245306,99.414827,260,0.792809,Synthetic case for comparing decision rules under uncertainty.,25.019277,155.185576,low,0.09947,0.145836,0.391143
0.211542,86.963441,261,0.794882,Synthetic case for comparing decision rules under uncertainty.,29.370206,90.044888,low,0.088938,0.122604,0.334147
0.34186,119.71693,262,0.916906,Synthetic case for comparing decision rules under uncertainty.,36.447445,241.745885,low,0.252119,0.089741,0.431601
0.716179,177.454184,263,0.867572,Synthetic case for comparing decision rules under uncertainty.,43.837294,170.697425,high,0.56737,0.148809,0.864988
0.301616,113.587855,264,0.884641,Synthetic case for comparing decision rules under uncertainty.,32.759629,203.918273,low,0.199756,0.10186,0.403475
0.35963,147.811882,265,0.841894,Synthetic case for comparing decision rules under uncertainty.,49.249576,179.19774,moderate,0.278584,0.081047,0.440677
0.708819,176.48845,266,0.64477,Synthetic case for comparing decision rules under uncertainty.,55.666785,220.971782,high,0.579265,0.129554,0.838373
0.208685,111.370834,267,0.755925,Synthetic case for comparing decision rules under uncertainty.,27.850805,114.933267,low,0.06982,0.138865,0.347549
0.695394,129.628844,268,0.699894,Synthetic case for comparing decision rules under uncertainty.,32.205375,223.180812,high,0.536876,0.158519,0.853913
0.36116,118.917464,269,0.861555,Synthetic case for comparing decision rules under uncertainty.,35.360801,212.341433,moderate,0.214344,0.146816,0.507976
0.506982,195.299542,270,0.771447,Synthetic case for comparing decision rules under uncertainty.,42.013653,201.882344,moderate,0.299014,0.207968,0.71495
0.112132,140.763154,271,0.789083,Synthetic case for comparing decision rules under uncertainty.,38.538096,169.332336,low,0.044558,0.067573,0.179705
0.534669,145.461444,272,0.763956,Synthetic case for comparing decision rules under uncertainty.,53.579406,290.321393,moderate,0.423391,0.111278,0.645948
0.283335,147.104149,273,0.708551,Synthetic case for comparing decision rules under uncertainty.,34.37891,155.998135,low,0.184709,0.098626,0.381962
0.188116,96.721733,274,0.789456,Synthetic case for comparing decision rules under uncertainty.,41.818245,139.020507,low,0.054833,0.133282,0.321398
0.62419,173.665848,275,0.739836,Synthetic case for comparing decision rules under uncertainty.,39.366601,238.430735,moderate,0.436838,0.187352,0.811543
0.297635,80.61244,276,0.759171,Synthetic case for comparing decision rules under uncertainty.,31.197054,151.439514,low,0.200638,0.096997,0.394632
0.681046,159.564736,277,0.799138,Synthetic case for comparing decision rules under uncertainty.,50.117883,225.317285,high,0.569261,0.111785,0.792831
0.474537,125.599996,278,0.821569,Synthetic case for comparing decision rules under uncertainty.,29.229396,184.641469,moderate,0.299199,0.175338,0.649876
0.364498,100.44288,279,0.720949,Synthetic case for comparing decision rules under uncertainty.,44.666452,195.814247,moderate,0.232352,0.132146,0.496644
0.567381,159.295062,280,0.831052,Synthetic case for comparing decision rules under uncertainty.,44.815808,207.32857,moderate,0.392674,0.174707,0.742088
0.36652,106.337332,281,0.805695,Synthetic case for comparing decision rules under uncertainty.,24.099984,148.699672,moderate,0.260345,0.106175,0.472695
0.077998,130.090345,282,0.837165,Synthetic case for comparing decision rules under uncertainty.,13.603668,120.112348,low,0.005886,0.072112,0.150109
0.386355,159.386674,283,0.79062,Synthetic case for comparing decision rules under uncertainty.,40.53353,183.578135,moderate,0.268263,0.118092,0.504447
0.370909,95.064789,284,0.78112,Synthetic case for comparing decision rules under uncertainty.,39.316864,211.457157,moderate,0.27308,0.097829,0.468739
0.353379,65.923813,285,0.805387,Synthetic case for comparing decision rules under uncertainty.,31.064774,143.960049,moderate,0.282522,0.070858,0.424237
0.301347,109.103838,286,0.822781,Synthetic case for comparing decision rules under uncertainty.,28.245457,101.432822,low,0.25049,0.050857,0.352204
0.604734,136.890319,287,0.754877,Synthetic case for comparing decision rules under uncertainty.,47.815208,209.549731,moderate,0.486946,0.117788,0.722522
0.296537,144.069421,288,0.810593,Synthetic case for comparing decision rules under uncertainty.,38.311624,146.953789,low,0.181701,0.114837,0.411374
0.394487,134.164429,289,0.780827,Synthetic case for comparing decision rules under uncertainty.,51.135357,203.299856,moderate,0.315877,0.07861,0.473096
0.33704,91.474597,290,0.856273,Synthetic case for comparing decision rules under uncertainty.,39.96937,170.985528,low,0.202553,0.134487,0.471527
0.385978,175.783937,291,0.739838,Synthetic case for comparing decision rules under uncertainty.,45.193574,181.345792,moderate,0.24122,0.144758,0.530736
0.582028,131.291511,292,0.95558,Synthetic case for comparing decision rules under uncertainty.,51.729521,137.309218,moderate,0.456401,0.125627,0.707655
0.669527,206.671187,293,0.71174,Synthetic case for comparing decision rules under uncertainty.,43.196487,242.416862,high,0.575361,0.094166,0.763692
0.703367,99.303821,294,0.687698,Synthetic case for comparing decision rules under uncertainty.,46.984855,183.834387,high,0.551162,0.152205,0.855572
0.270792,69.592056,295,0.773615,Synthetic case for comparing decision rules under uncertainty.,22.457365,164.238641,low,0.142022,0.12877,0.399562
0.872172,187.278287,296,0.796945,Synthetic case for comparing decision rules under uncertainty.,52.968283,179.694637,high,0.737317,0.134854,1.0
0.36189,120.128598,297,0.762072,Synthetic case for comparing decision rules under uncertainty.,44.559387,161.713438,moderate,0.250114,0.111776,0.473665
0.324083,133.711189,298,0.595973,Synthetic case for comparing decision rules under uncertainty.,41.13115,217.322611,low,0.246607,0.077476,0.401559
0.625786,188.90449,299,0.682041,Synthetic case for comparing decision rules under uncertainty.,44.060459,173.232418,moderate,0.48653,0.139256,0.765042
0.484692,142.015372,300,0.793153,Synthetic case for comparing decision rules under uncertainty.,41.894751,115.545775,moderate,0.306039,0.178653,0.663345
