baseline_risk,case_id,confidence_score,downside_exposure,expected_benefit,expected_loss,expected_net_value,governance_burden,interpretation,intervention_cost,max_regret_reference,option_name,post_intervention_risk,regret,risk_reduction
0.517472,67,0.796534,97.101562,79.343654,52.418639,-38.607379,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,65.532394,-36.442411,intensive_review,0.341532,2.164968,0.34
0.392544,68,0.735038,80.755564,0.0,57.33063,-57.33063,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-29.205714,monitor_only,0.392544,28.124916,0.0
0.392544,68,0.735038,67.948831,26.538545,51.597567,-38.790835,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.731812,-29.205714,light_touch_support,0.35329,9.585121,0.1
0.392544,68,0.735038,65.243386,41.014115,44.717892,-29.205714,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.501937,-29.205714,targeted_intervention,0.306184,0.0,0.22
0.392544,68,0.735038,73.248193,50.664495,37.838216,-30.330845,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,43.157124,-29.205714,intensive_review,0.259079,1.125131,0.34
0.353157,69,0.741133,78.196136,0.0,58.05884,-58.05884,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-21.736255,monitor_only,0.353157,36.322585,0.0
0.353157,69,0.741133,60.799123,30.875986,52.252956,-34.855942,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.478972,-21.736255,light_touch_support,0.317841,13.119687,0.1
0.353157,69,0.741133,55.511081,47.717433,45.285895,-22.600839,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.032378,-21.736255,targeted_intervention,0.275462,0.864584,0.22
0.353157,69,0.741133,61.613557,58.945064,38.318834,-21.736255,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,42.362485,-21.736255,intensive_review,0.233084,0.0,0.34
0.31364,70,0.764621,64.858765,0.0,46.437995,-46.437995,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-27.903959,monitor_only,0.31364,18.534036,0.0
0.31364,70,0.764621,56.839424,21.096024,41.794196,-33.774855,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.076684,-27.903959,light_touch_support,0.282276,5.870896,0.1
0.31364,70,0.764621,56.541088,32.602947,36.221636,-27.903959,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,24.285269,-27.903959,targeted_intervention,0.244639,0.0,0.22
0.31364,70,0.764621,65.682685,40.274228,30.649077,-31.472997,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,41.098148,-27.903959,intensive_review,0.207002,3.569038,0.34
0.444364,71,0.745309,68.492536,0.0,51.413253,-51.413253,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-1.98792,monitor_only,0.444364,49.425333,0.0
0.444364,71,0.745309,40.757591,44.759001,46.271927,-18.536982,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.024056,-1.98792,light_touch_support,0.399928,16.549062,0.1
0.444364,71,0.745309,30.935638,69.173002,40.102337,-2.545439,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,31.616103,-1.98792,targeted_intervention,0.346604,0.557519,0.22
0.444364,71,0.745309,36.547709,85.449002,33.932747,-1.98792,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,53.504175,-1.98792,intensive_review,0.29328,0.0,0.34
0.264675,72,0.719195,47.001446,0.0,29.795095,-29.795095,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-25.646079,monitor_only,0.264675,4.149016,0.0
0.264675,72,0.719195,45.831939,15.283196,26.815585,-25.646079,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.113689,-25.646079,light_touch_support,0.238207,0.0,0.1
0.264675,72,0.719195,49.593098,23.619485,23.240174,-25.831826,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.211138,-25.646079,targeted_intervention,0.206447,0.185747,0.22
0.264675,72,0.719195,62.181744,29.177011,19.664763,-34.845061,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,44.35731,-25.646079,intensive_review,0.174685,9.198982,0.34
0.378414,73,0.81593,81.359962,0.0,60.701277,-60.701277,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-38.980186,monitor_only,0.378414,21.721091,0.0
0.378414,73,0.81593,72.569686,25.531874,54.63115,-45.840874,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.741599,-38.980186,light_touch_support,0.340573,6.860688,0.1
0.378414,73,0.81593,72.993151,39.458351,47.346996,-38.980186,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,31.09154,-38.980186,targeted_intervention,0.295163,0.0,0.22
0.378414,73,0.81593,85.233746,48.742669,40.062843,-43.936627,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,52.616453,-38.980186,intensive_review,0.249753,4.956441,0.34
0.307114,74,0.872148,71.012403,0.0,59.042076,-59.042076,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-35.623037,monitor_only,0.307114,23.419039,0.0
0.307114,74,0.872148,62.382999,19.271278,53.137869,-44.508464,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.641874,-35.623037,light_touch_support,0.276403,8.885427,0.1
0.307114,74,0.872148,60.992998,29.782884,46.052819,-36.033415,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.763479,-35.623037,targeted_intervention,0.239549,0.410378,0.22
0.307114,74,0.872148,67.66767,36.790621,38.96777,-35.623037,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.445888,-35.623037,intensive_review,0.202695,0.0,0.34
0.356307,75,0.760612,95.800441,0.0,65.02416,-65.02416,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-29.387433,monitor_only,0.356307,35.636727,0.0
0.356307,75,0.760612,82.060458,24.035585,58.521744,-44.78176,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.295601,-29.387433,light_touch_support,0.320676,15.394327,0.1
0.356307,75,0.760612,77.774939,37.145904,50.718845,-32.693343,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.120402,-29.387433,targeted_intervention,0.277919,3.30591,0.22
0.356307,75,0.760612,82.271928,45.886116,42.915946,-29.387433,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.357603,-29.387433,intensive_review,0.235163,0.0,0.34
0.172548,76,0.845381,30.388668,0.0,20.92455,-20.92455,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-13.355719,monitor_only,0.172548,7.568831,0.0
0.172548,76,0.845381,27.079698,10.201861,18.832095,-15.523125,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,6.892891,-13.355719,light_touch_support,0.155293,2.167406,0.1
0.172548,76,0.845381,27.423238,15.766512,16.321149,-13.355719,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.801083,-13.355719,targeted_intervention,0.134587,0.0,0.22
0.172548,76,0.845381,32.575759,19.47628,13.810203,-15.997294,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.663371,-13.355719,intensive_review,0.113882,2.641575,0.34
0.485297,77,0.770746,136.542276,0.0,107.725828,-107.725828,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-61.215085,monitor_only,0.485297,46.510743,0.0
0.485297,77,0.770746,120.711,32.316881,96.953245,-81.121969,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.485606,-61.215085,light_touch_support,0.436767,19.906884,0.1
0.485297,77,0.770746,117.21413,49.944271,84.026146,-64.697999,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,30.616125,-61.215085,targeted_intervention,0.378532,3.482914,0.22
0.485297,77,0.770746,126.658315,61.695864,71.099046,-61.215085,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,51.811903,-61.215085,intensive_review,0.320296,0.0,0.34
0.27688,78,0.809516,87.611689,0.0,62.552828,-62.552828,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-43.735262,monitor_only,0.27688,18.817566,0.0
0.27688,78,0.809516,81.410779,20.725931,56.297546,-50.096636,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.525021,-43.735262,light_touch_support,0.249192,6.361374,0.1
0.27688,78,0.809516,82.555744,32.030984,48.791206,-43.735262,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.97504,-43.735262,targeted_intervention,0.215966,0.0,0.22
0.27688,78,0.809516,93.69407,39.567686,41.284867,-47.367248,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,45.650067,-43.735262,intensive_review,0.182741,3.631986,0.34
0.70489,79,0.682673,182.490225,0.0,142.717626,-142.717626,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-44.590117,monitor_only,0.70489,98.127509,0.0
0.70489,79,0.682673,145.713465,53.479002,128.445863,-91.669103,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.702242,-44.590117,light_touch_support,0.634401,47.078986,0.1
0.70489,79,0.682673,130.859308,82.649367,111.319748,-59.68883,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,31.018449,-44.590117,targeted_intervention,0.549814,15.098713,0.22
0.70489,79,0.682673,132.886709,102.096276,94.193633,-44.590117,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,52.49276,-44.590117,intensive_review,0.465227,0.0,0.34
0.304981,80,0.824491,73.02674,0.0,51.744269,-51.744269,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-33.89692,monitor_only,0.304981,17.847349,0.0
0.304981,80,0.824491,66.361392,18.97695,46.569842,-39.904494,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.311602,-33.89692,light_touch_support,0.274483,6.007574,0.1
0.304981,80,0.824491,66.56313,29.328014,40.36053,-33.89692,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.864404,-33.89692,targeted_intervention,0.237885,0.0,0.22
0.304981,80,0.824491,75.491623,36.228723,34.151217,-36.616101,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,38.693607,-33.89692,intensive_review,0.201287,2.719181,0.34
0.25415,81,0.779932,60.39022,0.0,51.765024,-51.765024,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-32.124881,monitor_only,0.25415,19.640143,0.0
0.25415,81,0.779932,52.84431,18.486402,46.588522,-39.042612,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.940492,-32.124881,light_touch_support,0.228735,6.917731,0.1
0.25415,81,0.779932,52.138382,28.569894,40.376719,-32.124881,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,20.318056,-32.124881,targeted_intervention,0.198237,0.0,0.22
0.25415,81,0.779932,59.482401,35.292222,34.164916,-33.257097,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,34.384403,-32.124881,intensive_review,0.167739,1.132216,0.34
0.533056,82,0.764805,102.414743,0.0,86.802792,-86.802792,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-23.659969,monitor_only,0.533056,63.142823,0.0
0.533056,82,0.764805,75.130868,42.244184,78.122513,-50.838638,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.960309,-23.659969,light_touch_support,0.47975,27.178669,0.1
0.533056,82,0.764805,64.911707,65.286467,67.706178,-30.203142,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.783431,-23.659969,targeted_intervention,0.415784,6.543173,0.22
0.533056,82,0.764805,68.784869,80.647988,57.289843,-23.659969,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,47.018114,-23.659969,intensive_review,0.351817,0.0,0.34
0.525313,83,0.765421,124.291071,0.0,101.931823,-101.931823,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-8.202174,monitor_only,0.525313,93.729649,0.0
0.525313,83,0.765421,84.260009,54.093783,91.73864,-51.707578,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.06272,-8.202174,light_touch_support,0.472782,43.505404,0.1
0.525313,83,0.765421,66.808069,83.599482,79.506822,-22.023819,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.11648,-8.202174,targeted_intervention,0.409744,13.821645,0.22
0.525313,83,0.765421,65.218243,103.269949,67.275003,-8.202174,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,44.19712,-8.202174,intensive_review,0.346707,0.0,0.34
0.485017,84,0.735224,114.354913,0.0,94.120972,-94.120972,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-45.573333,monitor_only,0.485017,48.547639,0.0
0.485017,84,0.735224,96.644165,31.704422,84.708875,-66.998126,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.993673,-45.573333,light_touch_support,0.436515,21.424793,0.1
0.485017,84,0.735224,91.34542,48.997742,73.414358,-50.404865,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.988249,-45.573333,targeted_intervention,0.378313,4.831532,0.22
0.485017,84,0.735224,97.808405,60.526623,62.119842,-45.573333,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,43.980114,-45.573333,intensive_review,0.320111,0.0,0.34
0.397145,85,0.75151,110.752638,0.0,80.611643,-80.611643,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-32.10699,monitor_only,0.397145,48.504653,0.0
0.397145,85,0.75151,91.541504,31.838409,72.550479,-53.339345,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.627275,-32.10699,light_touch_support,0.357431,21.232355,0.1
0.397145,85,0.75151,84.998478,49.204814,62.877082,-37.122922,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.450655,-32.10699,targeted_intervention,0.309773,5.015932,0.22
0.397145,85,0.75151,89.655943,60.782417,53.203684,-32.10699,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,39.685723,-32.10699,intensive_review,0.262116,0.0,0.34
0.588541,86,0.738382,116.333947,0.0,103.341872,-103.341872,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-30.3076,monitor_only,0.588541,73.034272,0.0
0.588541,86,0.738382,84.995914,49.11216,93.007685,-61.669652,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.774127,-30.3076,light_touch_support,0.529687,31.362052,0.1
0.588541,86,0.738382,73.442429,75.900611,80.60666,-37.715143,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.009093,-30.3076,targeted_intervention,0.459062,7.407543,0.22
0.588541,86,0.738382,78.435911,93.759578,68.205636,-30.3076,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,55.861542,-30.3076,intensive_review,0.388437,0.0,0.34
0.328159,87,0.709643,84.749027,0.0,59.689686,-59.689686,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-31.187489,monitor_only,0.328159,28.502197,0.0
0.328159,87,0.709643,71.86799,27.43593,53.720718,-40.839681,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.554893,-31.187489,light_touch_support,0.295343,9.652192,0.1
0.328159,87,0.709643,69.37856,42.400982,46.557955,-31.187489,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.030516,-31.187489,targeted_intervention,0.255964,0.0,0.22
0.328159,87,0.709643,78.115292,52.377684,39.395193,-32.761459,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,45.74395,-31.187489,intensive_review,0.216585,1.57397,0.34
0.629826,88,0.693378,171.240243,0.0,141.70019,-141.70019,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-5.291225,monitor_only,0.629826,136.408965,0.0
0.629826,88,0.693378,116.252383,68.560871,127.530171,-72.542311,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.573012,-5.291225,light_touch_support,0.566843,67.251086,0.1
0.629826,88,0.693378,90.489554,105.95771,110.526148,-29.775459,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.207021,-5.291225,targeted_intervention,0.491264,24.484234,0.22
0.629826,88,0.693378,83.009343,130.888936,93.522126,-5.291225,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,42.658036,-5.291225,intensive_review,0.415685,0.0,0.34
0.413525,89,0.755198,97.427279,0.0,71.890296,-71.890296,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-32.081858,monitor_only,0.413525,39.808438,0.0
0.413525,89,0.755198,81.153095,29.002008,64.701266,-48.427082,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.727824,-32.081858,light_touch_support,0.372172,16.345224,0.1
0.413525,89,0.755198,76.243382,44.821285,56.074431,-34.890533,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.637388,-32.081858,targeted_intervention,0.322549,2.808675,0.22
0.413525,89,0.755198,82.061542,55.36747,47.447595,-32.081858,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,40.001733,-32.081858,intensive_review,0.272926,0.0,0.34
0.258913,90,0.918214,57.879226,0.0,43.294208,-43.294208,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-10.213889,monitor_only,0.258913,33.080319,0.0
0.258913,90,0.918214,42.398693,24.553124,38.964787,-23.484254,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,9.072591,-10.213889,light_touch_support,0.233022,13.270365,0.1
0.258913,90,0.918214,36.782586,37.945737,33.769482,-12.672843,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.849097,-10.213889,targeted_intervention,0.201952,2.458954,0.22
0.258913,90,0.918214,39.518937,46.874145,28.574177,-10.213889,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,28.513857,-10.213889,intensive_review,0.170883,0.0,0.34
0.417088,91,0.698316,108.925833,0.0,84.965202,-84.965202,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-42.817698,monitor_only,0.417088,42.147504,0.0
0.417088,91,0.698316,92.200209,31.859288,76.468682,-59.743057,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.133663,-42.817698,light_touch_support,0.375379,16.925359,0.1
0.417088,91,0.698316,87.794127,49.237081,66.272857,-45.141151,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,28.105375,-42.817698,targeted_intervention,0.325329,2.323453,0.22
0.417088,91,0.698316,95.666499,60.822277,56.077033,-42.817698,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,47.562942,-42.817698,intensive_review,0.275278,0.0,0.34
0.196619,92,0.612276,33.91117,0.0,24.729088,-24.729088,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-15.129925,monitor_only,0.196619,9.599163,0.0
0.196619,92,0.612276,29.093262,15.364002,22.256179,-17.438271,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.546094,-15.129925,light_touch_support,0.176957,2.308346,0.1
0.196619,92,0.612276,29.752406,23.744367,19.288688,-15.129925,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.585603,-15.129925,targeted_intervention,0.153363,0.0,0.22
0.196619,92,0.612276,37.72476,29.331276,16.321198,-20.134788,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.144867,-15.129925,intensive_review,0.129769,5.004863,0.34
0.498265,93,0.779525,128.98835,0.0,103.118039,-103.118039,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-30.700969,monitor_only,0.498265,72.41707,0.0
0.498265,93,0.779525,98.104949,48.39262,92.806235,-61.922834,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.509219,-30.700969,light_touch_support,0.448439,31.221865,0.1
0.498265,93,0.779525,86.716876,74.788594,80.43207,-38.160597,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.51712,-30.700969,targeted_intervention,0.388647,7.459628,0.22
0.498265,93,0.779525,91.631413,92.38591,68.057906,-30.700969,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,55.028973,-30.700969,intensive_review,0.328855,0.0,0.34
0.705664,94,0.810387,226.794637,0.0,183.214306,-183.214306,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-55.615517,monitor_only,0.705664,127.598789,0.0
0.705664,94,0.810387,180.062147,66.112699,164.892875,-118.160385,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.380209,-55.615517,light_touch_support,0.635098,62.544868,0.1
0.705664,94,0.810387,160.612282,102.174171,142.907158,-76.724804,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,35.991816,-55.615517,targeted_intervention,0.550418,21.109287,0.22
0.705664,94,0.810387,161.488712,126.215152,120.921442,-55.615517,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,60.909228,-55.615517,intensive_review,0.465738,0.0,0.34
0.554133,95,0.79649,174.96816,0.0,147.334654,-147.334654,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-84.188964,monitor_only,0.554133,63.14569,0.0
0.554133,95,0.79649,156.619366,36.162224,132.601188,-114.252394,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.81343,-84.188964,light_touch_support,0.49872,30.06343,0.1
0.554133,95,0.79649,152.163171,55.887073,114.92103,-92.116041,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.082084,-84.188964,targeted_intervention,0.432224,7.927077,0.22
0.554133,95,0.79649,161.916253,69.036973,97.240871,-84.188964,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,55.985065,-84.188964,intensive_review,0.365728,0.0,0.34
0.372703,96,0.78508,76.000566,0.0,59.690604,-59.690604,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-38.008313,monitor_only,0.372703,21.682291,0.0
0.372703,96,0.78508,68.541157,17.877269,53.721543,-46.262135,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.41786,-38.008313,light_touch_support,0.335433,8.253822,0.1
0.372703,96,0.78508,67.719514,27.628506,46.558671,-38.277619,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.347454,-38.008313,targeted_intervention,0.290708,0.269306,0.22
0.372703,96,0.78508,74.61308,34.129331,39.395798,-38.008313,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.741845,-38.008313,intensive_review,0.245984,0.0,0.34
0.312711,97,0.836762,57.507718,0.0,52.462472,-52.462472,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-31.794642,monitor_only,0.312711,20.66783,0.0
0.312711,97,0.836762,50.289064,16.094304,47.216225,-39.997571,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,8.87565,-31.794642,light_touch_support,0.28144,8.202929,0.1
0.312711,97,0.836762,49.118052,24.873016,40.920728,-32.531063,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.483351,-31.794642,targeted_intervention,0.243915,0.736421,0.22
0.312711,97,0.836762,54.677129,30.72549,34.625231,-31.794642,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.894901,-31.794642,intensive_review,0.206389,0.0,0.34
0.729282,98,0.767292,145.227744,0.0,116.28252,-116.28252,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-5.644669,monitor_only,0.729282,110.637851,0.0
0.729282,98,0.767292,96.701159,65.985214,104.654268,-56.127683,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.45863,-5.644669,light_touch_support,0.656354,50.483014,0.1
0.729282,98,0.767292,75.673764,101.97715,90.700366,-21.146385,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.423169,-5.644669,targeted_intervention,0.56884,15.501716,0.22
0.729282,98,0.767292,74.12595,125.971773,76.746463,-5.644669,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,54.869979,-5.644669,intensive_review,0.481326,0.0,0.34
0.3893,99,0.845335,63.438579,0.0,56.299543,-56.299543,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-11.686124,monitor_only,0.3893,44.613419,0.0
0.3893,99,0.845335,40.617368,37.488653,50.669589,-27.848377,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.667442,-11.686124,light_touch_support,0.35037,16.162253,0.1
0.3893,99,0.845335,32.741104,57.93701,43.913643,-13.216168,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.239534,-11.686124,targeted_intervention,0.303654,1.530044,0.22
0.3893,99,0.845335,37.967006,71.569247,37.157698,-11.686124,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,46.097674,-11.686124,intensive_review,0.256938,0.0,0.34
0.057058,100,0.773212,21.161297,0.0,8.876531,-8.876531,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-8.876531,monitor_only,0.057058,0.0,0.0
0.057058,100,0.773212,24.98867,4.477626,7.988878,-11.816251,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,8.304999,-8.876531,light_touch_support,0.051352,2.93972,0.1
0.057058,100,0.773212,29.664899,6.919967,6.923694,-15.427297,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.423569,-8.876531,targeted_intervention,0.044505,6.550766,0.22
0.057058,100,0.773212,38.714528,8.548194,5.858511,-23.411741,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.101425,-8.876531,intensive_review,0.037658,14.53521,0.34
0.620644,101,0.852322,127.813154,0.0,103.879267,-103.879267,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-44.751212,monitor_only,0.620644,59.128055,0.0
0.620644,101,0.852322,106.153906,35.876178,93.49134,-71.832092,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.21693,-44.751212,light_touch_support,0.55858,27.08088,0.1
0.620644,101,0.852322,98.771022,55.445002,81.025828,-51.983696,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.402871,-44.751212,targeted_intervention,0.484102,7.232484,0.22
0.620644,101,0.852322,104.00405,68.490885,68.560316,-44.751212,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,44.681781,-44.751212,intensive_review,0.409625,0.0,0.34
0.120518,102,0.715784,28.723667,0.0,21.55035,-21.55035,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-21.55035,monitor_only,0.120518,0.0,0.0
0.120518,102,0.715784,38.335787,5.759875,19.395315,-29.007435,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.371996,-21.55035,light_touch_support,0.108466,7.457085,0.1
0.120518,102,0.715784,48.370034,8.901626,16.809273,-36.455639,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,28.547992,-21.55035,targeted_intervention,0.094004,14.905289,0.22
