baseline_risk,best_expected_net_value,case_id,confidence_score,decision,recommended_option,review_note,threshold_rule
0.23214,-19.865497,151,0.829985,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.517024,-34.616887,152,0.775975,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.242763,-17.788315,153,0.719258,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.228978,-45.320794,154,0.803889,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.517393,-14.776404,155,0.775825,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.45735,-29.801549,156,0.72728,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.425799,-38.785149,157,0.701964,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.216754,-26.161732,158,0.763674,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.238306,-6.109002,159,0.718381,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.388146,-66.424181,160,0.838732,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.135361,-20.516709,161,0.844007,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.330731,-36.757393,162,0.873248,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.142028,-27.007218,163,0.886569,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.438041,-11.324296,164,0.805719,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.296505,-24.273978,165,0.793058,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.425712,-22.428275,166,0.883629,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.220187,-17.30352,167,0.858534,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.267229,-22.857126,168,0.756974,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.247959,-24.440261,169,0.836894,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.099354,-7.256104,170,0.827324,defer_or_monitor,light_touch_support,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.598062,-17.783706,171,0.848028,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.156724,-23.120006,172,0.738386,defer_or_monitor,light_touch_support,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.550272,-74.052436,173,0.787935,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.55205,-41.228477,174,0.849813,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.216795,-22.071599,175,0.949739,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.515413,-73.836094,176,0.702658,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.220317,-5.403258,177,0.814427,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.576691,-54.907132,178,0.666614,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.600308,-15.227949,179,0.68805,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.419143,-41.983303,180,0.816145,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.505995,-53.710723,181,0.762113,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.26164,-30.446749,182,0.752673,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.537697,-33.549644,183,0.784027,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.256413,-20.353108,184,0.786588,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.462529,-37.751815,185,0.860801,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.39132,-13.050014,186,0.979832,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.51187,-9.246724,187,0.657793,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.270516,-39.034211,188,0.80666,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.200954,-22.067273,189,0.753415,defer_or_monitor,light_touch_support,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.488725,-57.543917,190,0.71301,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.176234,-30.497856,191,0.756084,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.511972,-60.340166,192,0.751779,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.372875,-46.523498,193,0.82377,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.434906,-31.003172,194,0.718333,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.165116,-12.956781,195,0.807744,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.054295,-7.242705,196,0.942337,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.203497,-7.601284,197,0.791341,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.445671,-46.794144,198,0.831615,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.171897,11.18708,199,0.752238,human_review_required,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.318647,-23.800661,200,0.783518,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.327323,-41.902921,201,0.833952,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.325791,-28.455578,202,0.783283,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.28085,-36.10596,203,0.653281,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.534223,4.168152,204,0.662943,act_with_review,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.066192,-4.839602,205,0.711301,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.148474,-18.908434,206,0.584109,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.404131,6.653188,207,0.572152,act_with_review,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.547555,-56.15979,208,0.661396,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.592356,-43.258245,209,0.712276,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.45905,-27.872518,210,0.738409,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.605833,-44.447964,211,0.661149,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.518295,-66.508288,212,0.703645,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.310478,-32.397774,213,0.822065,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.507533,-40.880217,214,0.798706,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.554857,-63.534948,215,0.834191,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.731774,4.993468,216,0.929018,act_with_review,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.432283,-24.404403,217,0.875426,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.660291,-81.090479,218,0.745863,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.427051,-34.530308,219,0.879187,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.245466,-30.334629,220,0.811519,defer_or_monitor,light_touch_support,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.502433,-32.699352,221,0.858944,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.28139,-24.365268,222,0.901787,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.062022,-7.684384,223,0.741602,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.618246,-1.127041,224,0.803613,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.74279,-43.160658,225,0.808957,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.459553,-31.693678,226,0.736117,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.1812,-28.411116,227,0.750397,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.068591,-11.262552,228,0.751613,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.709434,-75.603884,229,0.708841,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.483835,-43.812741,230,0.752563,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.129865,-21.417172,231,0.694363,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.3626,-22.928032,232,0.806098,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.238094,-27.571086,233,0.790612,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.348921,-50.348899,234,0.791788,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.400348,-35.626572,235,0.669277,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.337468,-31.222672,236,0.85143,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.316308,-43.226414,237,0.806741,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.184315,-20.255072,238,0.801707,defer_or_monitor,light_touch_support,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.654561,-45.686338,239,0.671193,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.190206,-34.226537,240,0.842781,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.391148,-3.650464,241,0.773681,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.244621,-25.812916,242,0.70243,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.403751,-35.814618,243,0.743404,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.087265,-4.236509,244,0.668008,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.315514,-26.102072,245,0.800309,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.154222,-8.661727,246,0.84113,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.365519,-9.927804,247,0.83832,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.854576,-85.764242,248,0.815141,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.648395,-30.064918,249,0.682172,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.325777,-18.379919,250,0.800015,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.192291,-17.579728,251,0.828669,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.34941,-24.535307,252,0.845861,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.238992,-30.083738,253,0.793862,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.103777,-11.971177,254,0.816514,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.682645,-49.277237,255,0.750595,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.195318,-14.378026,256,0.722471,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.272364,2.832893,257,0.892578,human_review_required,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.305186,-43.549398,258,0.765848,defer_or_monitor,light_touch_support,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.300589,-32.293272,259,0.687003,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.245306,-25.226538,260,0.792809,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.211542,-17.304989,261,0.794882,defer_or_monitor,light_touch_support,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.34186,-51.663982,262,0.916906,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.716179,4.537443,263,0.867572,act_with_review,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.301616,-40.146742,264,0.884641,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.35963,-37.095284,265,0.841894,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.708819,-33.255317,266,0.64477,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.208685,-17.055996,267,0.755925,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.695394,-43.206711,268,0.699894,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.36116,-44.416131,269,0.861555,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.506982,-9.80247,270,0.771447,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.112132,-18.987574,271,0.789083,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.534669,-79.723996,272,0.763956,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.283335,-21.394291,273,0.708551,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.188116,-26.151982,274,0.789456,defer_or_monitor,monitor_only,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.62419,-27.707964,275,0.739836,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.297635,-35.04145,276,0.759171,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.681046,-42.303147,277,0.799138,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.474537,-27.399076,278,0.821569,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.364498,-53.585292,279,0.720949,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.567381,-32.03598,280,0.831052,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.36652,-21.557412,281,0.805695,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.077998,-7.525063,282,0.837165,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.386355,-26.739431,283,0.79062,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.370909,-56.761097,284,0.78112,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.353379,-40.070943,285,0.805387,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.301347,-14.255002,286,0.822781,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.604734,-49.311806,287,0.754877,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.296537,-22.579173,288,0.810593,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.394487,-50.806115,289,0.780827,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.33704,-44.724673,290,0.856273,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.385978,-24.668783,291,0.739838,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.582028,-29.412125,292,0.95558,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.669527,-9.346658,293,0.71174,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.703367,-63.683966,294,0.687698,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.270792,-33.269179,295,0.773615,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.872172,9.802454,296,0.796945,act_with_review,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.36189,-37.658795,297,0.762072,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.324083,-44.837592,298,0.595973,defer_or_monitor,targeted_intervention,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.625786,4.109731,299,0.682041,act_with_review,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
0.484692,-10.77154,300,0.793153,defer_or_monitor,intensive_review,"Threshold rules must be justified by governance, not only optimized numerically.","act if expected net value exceeds action threshold, risk is moderate/high, and confidence is adequate"
