application_completeness,delay_days,engagement_count,group,interpretation,label_disagrees_with_construct,latent_need,observed_label,prior_access,prior_access_missing,proxy_score,true_construct_positive,unit_id
0.807132,22.929439,8.056707,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.448966,1,0.539874,0,0.84481,0,201
0.522142,22.999111,4.286929,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.677598,0,0.439168,0,0.701744,1,202
0.725461,18.460695,6.281329,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.667138,1,0.766007,0,0.728668,1,203
0.398439,19.26339,7.27895,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.789655,1,0.358892,0,0.747346,1,204
0.794458,20.007671,11.395135,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.27254,1,0.510588,0,0.891039,0,205
0.647625,26.393806,4.991375,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.444374,0,0.384047,0,0.783456,0,206
0.809228,9.174083,7.599181,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.520536,1,0.554227,0,0.730243,0,207
0.51921,5.509094,8.477965,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.291365,1,0.680397,0,0.643667,0,208
0.731178,16.666044,8.487154,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.242833,1,0.38305,0,0.816951,0,209
0.707384,21.952814,5.590477,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.575445,1,0.594993,0,0.753638,1,210
0.702625,21.925231,5.894055,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.67999,1,0.370296,0,0.785037,1,211
0.561398,14.015231,8.767527,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.449377,1,0.582179,0,0.754665,0,212
0.805174,19.071987,8.299434,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.1988,1,0.836532,0,0.798937,0,213
0.704692,23.62899,7.215869,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.806991,1,,1,0.827465,1,214
0.646539,16.144285,7.41803,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.31684,1,,1,0.768924,0,215
0.771461,11.130472,4.346456,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.316383,0,0.536071,0,0.630577,0,216
0.580621,20.326443,7.4928,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.487283,1,0.463872,0,0.78497,0,217
0.887604,17.290933,8.012628,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.309131,1,0.714187,0,0.804331,0,218
0.260963,23.07234,7.797961,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.711494,1,0.427123,0,0.76018,1,219
0.776823,18.295123,7.948205,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.33836,1,,1,0.820635,0,220
0.668539,21.452044,7.952857,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.541891,1,,1,0.82488,0,221
0.597505,12.551902,6.490974,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.133679,1,,1,0.698628,0,222
0.838816,8.510961,9.129292,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.13825,1,0.618845,0,0.769081,0,223
0.701812,12.957977,8.759242,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.417698,1,0.625586,0,0.767837,0,224
0.720697,17.634354,7.103031,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.163079,1,0.381326,0,0.787173,0,225
0.559004,25.17724,7.87499,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.77914,1,0.569905,0,0.815776,1,226
0.527788,15.972881,4.88988,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.488208,1,0.503103,0,0.646451,0,227
0.841123,8.586838,8.79503,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.353574,1,0.93085,0,0.724777,0,228
0.78769,1.27874,4.873168,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.025719,0,0.789767,0,0.510115,0,229
0.871028,20.683012,6.657618,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.450353,1,0.429689,0,0.81798,0,230
0.842068,21.066082,8.79979,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.308411,1,0.826223,0,0.831231,0,231
0.967634,17.820962,7.663646,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.307149,1,0.709528,0,0.812818,0,232
0.432,21.392415,10.631477,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.294875,1,0.603128,0,0.832774,0,233
0.656777,24.392155,8.906523,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.49482,1,0.300518,0,0.86784,0,234
0.616846,17.137754,4.708445,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.681907,1,0.503792,0,0.672599,1,235
0.767444,29.444619,10.999857,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.557606,1,,1,0.924198,1,236
0.763666,20.091995,3.805135,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.559519,0,0.210103,0,0.738608,1,237
0.793983,10.352129,8.522515,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.20827,1,0.756387,0,0.742556,0,238
0.724145,21.184598,5.186252,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.776798,1,0.453083,0,0.754287,1,239
0.680583,12.760087,5.775453,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.233304,1,0.624934,0,0.665506,0,240
0.649801,17.990247,8.249286,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.180396,1,0.351717,0,0.810107,0,241
0.53289,26.500547,4.474447,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.555333,1,0.492624,0,0.735439,1,242
0.717127,24.611963,6.218517,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.452112,0,0.449012,0,0.807847,0,243
0.570269,21.284828,7.574894,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.324055,1,0.264546,0,0.811511,0,244
0.877888,19.343837,7.315967,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.364359,1,0.563322,0,0.813788,0,245
0.317749,16.440588,7.419467,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.341196,1,0.428931,0,0.701242,0,246
0.6954,21.452021,12.854548,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.469625,1,0.663144,0,0.90064,0,247
0.835743,24.583154,7.980206,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.481727,1,0.749368,0,0.84037,0,248
0.692186,18.4446,4.068261,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.547688,1,0.415557,0,0.691766,0,249
0.363152,21.823651,8.562037,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.690613,1,0.474886,0,0.78556,1,250
0.74563,3.32946,10.39902,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.373205,1,0.773957,0,0.727546,0,251
0.640075,22.024541,3.591049,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.448838,1,0.405594,0,0.69939,0,252
0.921722,14.657519,9.113925,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.4944,1,0.926197,0,0.798976,0,253
0.737624,17.152417,8.037916,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.395279,0,,1,0.808831,0,254
0.576577,23.296492,8.24954,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.428104,1,0.654751,0,0.80703,0,255
0.675705,24.541803,7.768781,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.544856,0,,1,0.841159,0,256
0.792249,26.639767,6.359071,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.812903,1,,1,0.839983,1,257
0.618132,11.038805,3.011373,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.701447,1,,1,0.559123,1,258
0.591349,13.149655,5.914263,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.507094,1,0.570779,0,0.660711,0,259
0.755329,26.363971,10.254759,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.798238,1,,1,0.902932,1,260
0.641718,10.075259,13.509485,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.281445,1,,1,0.869745,0,261
0.744262,17.95542,7.635365,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.407,1,0.625967,0,0.783392,0,262
0.417174,33.632526,8.335854,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.800631,1,,1,0.869351,1,263
0.763536,16.03581,6.77403,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.225254,1,0.388807,0,0.772747,0,264
0.623459,22.035215,6.776468,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.50411,1,0.299728,0,0.802281,0,265
0.564115,23.069782,5.285409,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.669723,1,0.095478,0,0.780544,1,266
0.711993,29.761293,7.879996,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.793984,1,,1,0.876278,1,267
0.392522,37.299781,5.195826,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.784309,0,0.224297,0,0.83718,1,268
0.944205,18.834008,7.760889,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.59002,1,1.0,0,0.790954,1,269
0.6263,21.749009,8.761473,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.691806,1,0.472281,0,0.832687,1,270
0.423067,16.058895,10.93748,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.56332,1,,1,0.821548,1,271
0.842057,12.380273,8.084905,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.253641,1,0.651319,0,0.767467,0,272
0.833303,22.488233,8.675109,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.527711,1,0.678532,0,0.84785,0,273
0.374557,28.063191,6.217212,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.531242,1,,1,0.779178,0,274
0.68477,18.19197,6.248986,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.545775,1,0.634906,0,0.732343,0,275
0.946721,19.257031,6.615755,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.610169,1,0.657216,0,0.798157,1,276
0.680235,8.651583,10.43687,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.299487,1,,1,0.799547,0,277
0.825924,20.53219,5.257766,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.433284,1,0.530567,0,0.762072,0,278
0.731968,14.695998,8.928514,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.364282,1,0.806589,0,0.772854,0,279
0.64929,18.363821,4.39683,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.400834,1,0.541836,0,0.676234,0,280
0.745053,8.573329,3.937959,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.216169,0,0.400026,0,0.600647,0,281
0.83125,23.621262,8.600089,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.544437,1,,1,0.872337,0,282
0.952827,18.409576,8.497613,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.50185,1,,1,0.857968,0,283
0.644312,27.84187,6.725641,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.354697,1,,1,0.834176,0,284
0.799468,17.055952,4.093409,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.759191,1,0.472969,0,0.695958,1,285
0.383606,17.714267,6.836933,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.548164,1,,1,0.711737,0,286
0.748431,26.392827,6.450547,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.49407,1,,1,0.83419,0,287
0.908526,15.701911,8.144358,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.253668,1,,1,0.828301,0,288
0.487663,16.357813,12.545587,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.524987,1,0.77764,0,0.837379,0,289
0.615469,0.890903,8.930669,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.153723,1,0.73912,0,0.627561,0,290
0.733493,13.035676,10.359938,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.480709,1,0.943045,0,0.785588,0,291
0.93822,9.047233,10.541397,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.138254,1,0.850414,0,0.805124,0,292
0.905067,10.770935,8.480885,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.595489,1,0.583519,0,0.784459,1,293
0.967094,18.320255,6.12571,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.457112,0,,1,0.806897,0,294
0.618445,19.936539,8.06158,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.637421,1,,1,0.809438,1,295
0.762703,26.426282,5.739693,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.639895,1,,1,0.820299,1,296
0.897998,10.420888,5.737172,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.490605,0,0.374492,0,0.722138,0,297
0.737585,8.133713,3.816254,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.466717,1,0.221653,0,0.614931,0,298
0.595962,5.269263,6.536476,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.210577,1,,1,0.626847,0,299
0.700207,14.155694,7.870785,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.463443,1,0.718891,0,0.740816,0,300
0.826826,23.141409,2.774176,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.696416,1,0.515157,0,0.709778,1,301
0.606871,23.3311,7.19354,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.652268,1,0.430154,0,0.806899,1,302
0.345478,11.929241,8.180611,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.379777,1,0.311144,0,0.705116,0,303
0.560226,28.92413,6.268023,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.579545,1,,1,0.817978,1,304
0.474673,23.179801,11.120125,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.231216,1,,1,0.873329,0,305
0.593433,36.064171,4.442613,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.95065,1,0.524793,0,0.816368,1,306
0.676508,24.467932,4.957826,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.967335,1,0.35286,0,0.776073,1,307
0.717343,14.900687,9.308835,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.392029,1,0.704111,0,0.792603,0,308
0.597539,32.224977,8.2005,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.40813,1,0.763273,0,0.855901,0,309
0.810985,17.691199,6.644532,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.343136,1,0.580925,0,0.770689,0,310
0.625619,24.251399,6.954773,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.494203,1,0.750728,0,0.779119,0,311
0.676402,9.477198,4.599723,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.543333,1,0.455683,0,0.610459,0,312
0.800551,20.238831,8.578518,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.712489,1,0.924509,0,0.80521,1,313
0.803821,18.035096,8.898238,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.319889,1,,1,0.844133,0,314
0.485429,15.722914,2.820169,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.671714,1,,1,0.569168,1,315
0.772362,20.075232,13.036244,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.520074,1,0.862409,0,0.894043,0,316
0.730757,28.437882,7.091049,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.446162,1,0.44657,0,0.853663,0,317
0.628501,23.82593,2.773023,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.4506,1,0.557575,0,0.666241,0,318
0.879696,21.604349,14.100239,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.453343,0,0.789625,0,0.926091,0,319
0.905768,9.607722,13.647164,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.313016,1,,1,0.89816,0,320
0.665458,19.784653,4.89175,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.774295,1,,1,0.727449,1,321
0.705748,24.6485,10.666686,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.559747,1,0.246214,0,0.905438,1,322
0.893224,22.304015,4.140863,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.418589,0,,1,0.771024,0,323
0.624917,22.119776,5.160277,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.453036,1,,1,0.747853,0,324
0.775231,26.588471,6.894234,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.311684,1,,1,0.848586,0,325
0.705961,22.796611,9.605271,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.610249,1,0.810965,0,0.841225,1,326
0.520106,29.513161,5.431167,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.59333,1,0.469855,0,0.787727,1,327
0.761739,16.766017,9.027175,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.540597,1,0.646699,0,0.811628,0,328
0.914793,15.85945,4.971653,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.247065,1,0.508607,0,0.733902,0,329
0.647569,25.878165,6.919755,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.51285,1,0.523898,0,0.815671,0,330
0.595188,13.536694,8.023634,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.404986,1,,1,0.755447,0,331
0.76667,12.774095,3.726166,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.543231,1,0.651049,0,0.607161,0,332
0.561243,22.896574,4.8349,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.436203,0,0.522966,0,0.716965,0,333
0.831056,6.157035,6.322461,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.17718,1,0.822765,0,0.626589,0,334
0.820836,27.920535,5.809286,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.601856,0,0.463572,0,0.834746,1,335
0.734511,4.993176,4.131287,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.265564,0,0.767374,0,0.511626,0,336
0.577584,25.016442,6.298659,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.617523,1,,1,0.794128,1,337
0.726578,12.067977,8.294692,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.596924,1,0.679602,0,0.745614,1,338
0.722479,20.641879,8.378755,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.346892,1,,1,0.837275,0,339
0.719763,14.457057,11.736665,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.36271,1,0.627851,0,0.852893,0,340
0.721181,20.68385,8.492634,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.805109,1,0.416033,0,0.838514,1,341
0.719872,19.38178,10.711891,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.528696,1,,1,0.875659,0,342
0.772877,11.963919,8.032436,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.400554,1,0.618398,0,0.752883,0,343
0.776822,18.124763,8.89527,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.226589,1,,1,0.840844,0,344
0.821638,20.36198,13.209844,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.642653,0,0.952813,0,0.897605,1,345
0.839359,35.216372,7.014688,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,1.0,1,0.572415,0,0.890413,1,346
0.68589,18.05774,8.691754,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.500091,1,0.645012,0,0.800026,0,347
0.839737,22.307304,11.324535,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.436022,1,0.486838,0,0.905113,0,348
0.733089,15.752285,8.120516,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.49144,1,0.65971,0,0.774178,0,349
0.611215,28.075599,7.744542,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.669686,1,,1,0.852495,1,350
0.587301,19.888556,9.897536,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.339936,1,0.727955,0,0.818836,0,351
0.551632,11.018749,5.639973,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.300464,1,0.564251,0,0.619848,0,352
0.827365,17.770233,12.092869,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.335193,1,0.68857,0,0.884945,0,353
0.720527,12.345901,10.51942,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.210594,1,0.603565,0,0.815038,0,354
0.754608,29.231921,6.735535,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.660412,1,0.438491,0,0.854752,1,355
0.74006,14.198541,6.553612,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.542809,1,0.51424,0,0.732243,0,356
0.661035,17.432858,7.171383,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.34115,1,0.507543,0,0.763409,0,357
0.634273,13.517871,11.693424,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.580727,1,0.738072,0,0.825259,1,358
0.45617,20.19517,9.435836,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.478399,1,0.429076,0,0.816086,0,359
0.989516,15.829539,7.878996,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.518239,1,,1,0.835065,0,360
0.492177,17.658757,6.038947,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.617086,1,0.304412,0,0.720111,1,361
0.782098,26.054497,9.342422,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.534478,1,0.72078,0,0.870566,0,362
0.721001,19.921993,5.550095,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.707546,1,0.349707,0,0.765259,1,363
0.434444,21.528923,8.197658,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.489352,0,0.496644,0,0.783911,0,364
0.862568,32.07982,3.597348,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.376034,1,,1,0.822717,0,365
0.670864,16.683517,5.521598,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.444257,1,0.556885,0,0.701508,0,366
1.0,6.292646,11.162221,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.117397,1,0.886394,0,0.808034,0,367
0.68741,14.437497,3.900553,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.436776,1,0.58334,0,0.621414,0,368
0.433969,26.001995,2.712047,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.436987,1,0.303927,0,0.674219,0,369
0.436314,16.825337,12.340937,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.192196,0,,1,0.858127,0,370
0.740467,24.74927,8.246247,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.715877,1,0.4322,0,0.858306,1,371
0.850107,6.489011,7.075122,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.430469,1,0.727776,0,0.674799,0,372
0.548161,28.155637,6.224902,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.310216,1,0.367766,0,0.812738,0,373
0.486165,9.414015,9.330733,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.329576,1,0.580375,0,0.716831,0,374
0.82044,22.522973,5.991826,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.667233,1,0.66925,0,0.782814,1,375
0.702962,9.57049,2.974522,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.500927,1,0.337023,0,0.572606,0,376
0.647354,26.623362,5.621574,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.916302,1,0.6472,0,0.775373,1,377
0.593359,23.312273,6.009719,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.488909,1,,1,0.776196,0,378
0.858178,23.92309,4.770505,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.555981,1,0.563471,0,0.777788,1,379
0.4699,21.61238,6.987494,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.454164,0,,1,0.767447,0,380
0.753486,20.180652,9.95127,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.414277,1,0.574084,0,0.857789,0,381
0.906659,14.802811,6.081203,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.062034,1,0.496064,0,0.758317,0,382
0.605709,17.766967,7.699746,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.935473,1,0.365806,0,0.785495,1,383
0.763341,23.995279,5.615003,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.469883,1,0.65062,0,0.775446,0,384
0.712467,17.433496,6.957319,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.389861,0,0.424563,0,0.775743,0,385
0.69243,16.909708,7.386468,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.272138,1,0.733805,0,0.746407,0,386
0.821316,15.931971,5.807323,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.428434,1,0.642692,0,0.725693,0,387
0.856014,12.021588,5.557433,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.493043,1,0.60456,0,0.693438,0,388
0.712884,16.763757,9.119797,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.558672,1,0.202949,0,0.844263,1,389
1.0,10.873006,7.200075,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.63717,1,0.652716,0,0.75945,1,390
0.740325,16.15587,4.692728,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.515808,0,0.517642,0,0.68882,0,391
0.561169,11.032893,9.032811,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.299235,1,0.475329,0,0.749465,0,392
0.870587,13.756281,10.977847,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.222996,0,,1,0.869847,0,393
0.881936,6.994598,11.05545,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.26167,1,0.735128,0,0.805116,0,394
0.959573,17.348015,7.071039,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.285259,1,0.506601,0,0.81239,0,395
0.808644,16.684168,7.038984,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.225184,1,0.439954,0,0.787869,0,396
0.411601,13.10354,10.570717,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.351545,1,0.74645,0,0.753113,0,397
0.698883,17.232299,8.449478,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.246715,1,,1,0.813239,0,398
0.747351,27.781549,7.328741,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.527873,1,0.40336,0,0.860022,0,399
0.456508,13.514055,4.324934,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.392272,1,0.239236,0,0.619143,0,400
0.951643,27.544921,7.163436,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.701398,1,0.646198,0,0.863795,1,401
