agents,clustering_score,grid_size,interpretation,moves,satisfaction_rate,seed,step,tolerance
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,31,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,32,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,33,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,34,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,35,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,36,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,37,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,38,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,39,0.25
420,0.685768,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,9,40,0.25
420,0.509079,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.904762,10,0,0.25
420,0.574651,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,42,0.940476,10,1,0.25
420,0.633832,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,28,0.966667,10,2,0.25
420,0.656349,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,15,0.980952,10,3,0.25
420,0.665326,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,8,0.988095,10,4,0.25
420,0.667231,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.988095,10,5,0.25
420,0.66871,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.988095,10,6,0.25
420,0.670468,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.988095,10,7,0.25
420,0.671857,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.990476,10,8,0.25
420,0.681976,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.995238,10,9,0.25
420,0.685677,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,10,10,0.25
420,0.686312,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,10,11,0.25
420,0.687027,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,0.997619,10,12,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,10,13,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,14,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,15,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,16,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,17,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,18,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,19,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,20,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,21,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,22,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,23,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,24,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,25,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,26,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,27,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,28,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,29,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,30,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,31,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,32,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,33,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,34,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,35,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,36,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,37,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,38,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,39,0.25
420,0.691499,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,10,40,0.25
420,0.487574,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.890476,11,0,0.25
420,0.560241,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,47,0.928571,11,1,0.25
420,0.601046,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,33,0.954762,11,2,0.25
420,0.625204,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,20,0.971429,11,3,0.25
420,0.637557,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,13,0.97381,11,4,0.25
420,0.663183,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,13,0.985714,11,5,0.25
420,0.667902,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,6,0.988095,11,6,0.25
420,0.670442,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.990476,11,7,0.25
420,0.674099,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.992857,11,8,0.25
420,0.675057,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,11,9,0.25
420,0.678617,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,11,10,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,11,11,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,12,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,13,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,14,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,15,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,16,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,17,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,18,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,19,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,20,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,21,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,22,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,23,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,24,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,25,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,26,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,27,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,28,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,29,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,30,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,31,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,32,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,33,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,34,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,35,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,36,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,37,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,38,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,39,0.25
420,0.682015,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,11,40,0.25
420,0.509501,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.897619,12,0,0.25
420,0.597687,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,46,0.942857,12,1,0.25
420,0.633914,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,25,0.961905,12,2,0.25
420,0.652426,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,15,0.97619,12,3,0.25
420,0.652537,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,10,0.97381,12,4,0.25
420,0.656148,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,12,0.97619,12,5,0.25
420,0.656057,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,9,0.978571,12,6,0.25
420,0.65678,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,11,0.980952,12,7,0.25
420,0.6586,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,8,0.983333,12,8,0.25
420,0.660454,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,7,0.983333,12,9,0.25
420,0.65998,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,7,0.983333,12,10,0.25
420,0.66,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,9,0.983333,12,11,0.25
420,0.660913,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,7,0.985714,12,12,0.25
420,0.663846,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,6,0.988095,12,13,0.25
420,0.665757,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.990476,12,14,0.25
420,0.669606,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.990476,12,15,0.25
420,0.672307,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.990476,12,16,0.25
420,0.676154,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.992857,12,17,0.25
420,0.679439,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,12,18,0.25
420,0.682177,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,12,19,0.25
420,0.681105,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,0.997619,12,20,0.25
420,0.681582,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,0.997619,12,21,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,12,22,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,23,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,24,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,25,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,26,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,27,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,28,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,29,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,30,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,31,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,32,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,33,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,34,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,35,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,36,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,37,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,38,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,39,0.25
420,0.685391,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,12,40,0.25
420,0.516196,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.897619,13,0,0.25
420,0.590692,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,44,0.942857,13,1,0.25
420,0.627642,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,24,0.964286,13,2,0.25
420,0.65752,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,15,0.980952,13,3,0.25
420,0.665334,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,8,0.983333,13,4,0.25
420,0.6775,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,7,0.990476,13,5,0.25
420,0.680862,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.992857,13,6,0.25
420,0.683007,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.992857,13,7,0.25
420,0.688418,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,13,8,0.25
420,0.686202,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.992857,13,9,0.25
420,0.688889,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,13,10,0.25
420,0.692273,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,13,11,0.25
420,0.690281,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,0.997619,13,12,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,13,13,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,14,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,15,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,16,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,17,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,18,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,19,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,20,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,21,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,22,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,23,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,24,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,25,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,26,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,27,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,28,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,29,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,30,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,31,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,32,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,33,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,34,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,35,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,36,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,37,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,38,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,39,0.25
420,0.695731,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,13,40,0.25
420,0.496349,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.890476,14,0,0.25
420,0.589782,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,45,0.952381,14,1,0.25
420,0.633469,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,23,0.971429,14,2,0.25
420,0.645669,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,12,0.978571,14,3,0.25
420,0.669626,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,10,0.990476,14,4,0.25
420,0.676769,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.992857,14,5,0.25
420,0.675686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.992857,14,6,0.25
420,0.678163,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,14,7,0.25
420,0.682358,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,14,8,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,14,9,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,10,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,11,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,12,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,13,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,14,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,15,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,16,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,17,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,18,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,19,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,20,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,21,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,22,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,23,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,24,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,25,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,26,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,27,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,28,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,29,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,30,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,31,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,32,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,33,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,34,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,35,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,36,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,37,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,38,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,39,0.25
420,0.683685,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,14,40,0.25
420,0.504152,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.87619,15,0,0.25
420,0.625998,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,53,0.954762,15,1,0.25
420,0.667004,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,20,0.97381,15,2,0.25
420,0.691261,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,12,0.983333,15,3,0.25
420,0.700836,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,7,0.988095,15,4,0.25
420,0.702395,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.990476,15,5,0.25
420,0.700564,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.990476,15,6,0.25
420,0.704464,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.992857,15,7,0.25
420,0.70833,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,15,8,0.25
420,0.711738,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,15,9,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,15,10,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,11,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,12,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,13,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,14,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,15,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,16,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,17,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,18,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,19,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,20,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,21,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,22,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,23,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,24,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,25,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,26,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,27,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,28,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,29,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,30,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,31,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,32,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,33,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,34,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,35,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,36,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,37,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,38,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,39,0.25
420,0.716188,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,15,40,0.25
420,0.475371,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.692857,1,0,0.35
420,0.648308,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,125,0.857143,1,1,0.35
420,0.73945,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,65,0.92381,1,2,0.35
420,0.788226,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,34,0.957143,1,3,0.35
420,0.82926,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,19,0.97381,1,4,0.35
420,0.845,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,12,0.985714,1,5,0.35
420,0.859124,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,7,0.992857,1,6,0.35
420,0.862724,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.995238,1,7,0.35
420,0.867236,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,1,8,0.35
420,0.868149,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,1,9,0.35
