experiment,input_a,input_b,input_c,output,seed,trial
uncertainty_propagation,6.394286,3.605657,1.277632,14.4879,2002,399
uncertainty_propagation,10.779716,3.658071,0.970802,30.838489,2002,400
uncertainty_propagation,8.69965,3.13939,1.005062,24.229875,2002,401
uncertainty_propagation,9.922248,3.693393,0.890082,23.726018,2002,402
uncertainty_propagation,6.021907,4.324083,0.996808,8.359604,2002,403
uncertainty_propagation,11.140408,3.342472,1.149355,42.676466,2002,404
uncertainty_propagation,11.282448,3.075524,1.00502,41.597032,2002,405
uncertainty_propagation,12.724139,3.497873,1.035199,47.915574,2002,406
uncertainty_propagation,10.246741,4.163553,1.203838,30.358167,2002,407
uncertainty_propagation,8.668782,2.762793,1.226006,33.347293,2002,408
uncertainty_propagation,10.351475,4.13881,1.037382,26.857614,2002,409
uncertainty_propagation,12.861633,3.219186,0.961394,49.402361,2002,410
uncertainty_propagation,10.623356,2.590617,1.221276,53.202748,2002,411
uncertainty_propagation,10.689978,2.150628,1.197895,63.651257,2002,412
uncertainty_propagation,11.406945,2.646414,1.149372,56.512111,2002,413
uncertainty_propagation,11.830999,2.592575,1.194364,64.483427,2002,414
uncertainty_propagation,10.354835,3.847292,1.262197,35.176976,2002,415
uncertainty_propagation,10.569147,3.48631,0.950666,30.460845,2002,416
uncertainty_propagation,7.628635,3.09829,1.087006,20.417543,2002,417
uncertainty_propagation,7.764945,3.323661,1.292941,23.455184,2002,418
uncertainty_propagation,7.479807,3.175661,1.160103,20.438223,2002,419
uncertainty_propagation,11.222633,2.397688,1.006284,52.858833,2002,420
uncertainty_propagation,8.611885,2.458546,1.108107,33.427196,2002,421
uncertainty_propagation,10.422732,3.498385,0.979393,30.412533,2002,422
uncertainty_propagation,8.199952,3.464776,1.071681,20.797592,2002,423
uncertainty_propagation,11.340598,2.685204,0.933996,44.734193,2002,424
uncertainty_propagation,8.716859,2.233132,1.173835,39.94043,2002,425
uncertainty_propagation,8.774463,2.938985,0.853229,22.351631,2002,426
uncertainty_propagation,9.947517,2.832472,1.018078,35.566805,2002,427
uncertainty_propagation,10.252762,3.998272,0.961716,25.284598,2002,428
uncertainty_propagation,10.078627,3.290281,1.049011,32.385446,2002,429
uncertainty_propagation,7.252789,4.807494,0.878013,9.607105,2002,430
uncertainty_propagation,9.365951,4.840117,1.085599,19.675128,2002,431
uncertainty_propagation,11.736352,4.055497,1.043967,35.45756,2002,432
uncertainty_propagation,10.139723,4.986501,0.938403,19.348434,2002,433
uncertainty_propagation,10.313902,4.106728,0.99513,25.776858,2002,434
uncertainty_propagation,11.288126,4.724447,1.149614,31.005918,2002,435
uncertainty_propagation,9.981195,2.721134,1.116071,40.860817,2002,436
uncertainty_propagation,10.783105,2.026129,1.056413,60.62535,2002,437
uncertainty_propagation,10.810384,2.351434,1.082891,53.818835,2002,438
uncertainty_propagation,10.07847,2.890486,1.020574,35.864348,2002,439
uncertainty_propagation,11.237041,2.257915,0.982522,54.946292,2002,440
uncertainty_propagation,9.51729,4.712034,1.106497,21.27005,2002,441
uncertainty_propagation,12.186624,2.542703,1.127574,65.859147,2002,442
uncertainty_propagation,9.166594,3.941501,1.186048,25.284623,2002,443
uncertainty_propagation,12.73507,3.350308,1.064632,51.536794,2002,444
uncertainty_propagation,9.894325,4.232446,0.932697,21.573548,2002,445
uncertainty_propagation,11.097986,4.399764,0.900892,25.219227,2002,446
uncertainty_propagation,10.067436,3.402838,1.26129,37.567438,2002,447
uncertainty_propagation,9.752342,3.94165,1.266967,30.570677,2002,448
uncertainty_propagation,12.814944,2.121239,0.992864,76.865922,2002,449
uncertainty_propagation,9.441632,2.179677,1.079681,44.15678,2002,450
uncertainty_propagation,11.737774,2.949825,1.018496,47.570149,2002,451
uncertainty_propagation,11.062844,2.804231,0.8821,38.497961,2002,452
uncertainty_propagation,10.007556,2.800967,1.059363,37.878507,2002,453
uncertainty_propagation,11.040024,2.488786,1.099182,53.829714,2002,454
uncertainty_propagation,7.711205,3.116354,0.86782,16.558738,2002,455
uncertainty_propagation,6.393605,3.039002,1.036536,13.942636,2002,456
uncertainty_propagation,12.394138,4.102844,1.130289,42.319179,2002,457
uncertainty_propagation,10.4417,3.227988,1.045948,35.328138,2002,458
uncertainty_propagation,8.090361,3.18893,1.005504,20.63833,2002,459
uncertainty_propagation,10.052964,2.298015,1.090729,47.96808,2002,460
uncertainty_propagation,7.820108,2.788558,0.921563,20.210204,2002,461
uncertainty_propagation,12.545235,3.747271,1.120547,47.062216,2002,462
uncertainty_propagation,11.740551,2.352327,1.339791,78.508416,2002,463
uncertainty_propagation,10.836493,2.748037,1.276041,54.528,2002,464
uncertainty_propagation,10.676071,2.979696,0.853832,32.660529,2002,465
uncertainty_propagation,7.621131,2.811907,1.205259,24.89535,2002,466
uncertainty_propagation,10.641683,2.404027,1.066511,50.239637,2002,467
uncertainty_propagation,7.640951,4.586262,0.973665,12.394965,2002,468
uncertainty_propagation,8.528393,3.811256,1.0824,20.65638,2002,469
uncertainty_propagation,8.681741,2.264069,1.307825,43.538522,2002,470
uncertainty_propagation,8.69165,2.59204,1.206085,35.151254,2002,471
uncertainty_propagation,11.026426,3.945763,1.185618,36.532822,2002,472
uncertainty_propagation,10.888137,4.544443,0.976049,25.462318,2002,473
uncertainty_propagation,13.643827,3.97888,1.081809,50.612996,2002,474
uncertainty_propagation,12.141111,2.560167,0.877031,50.496733,2002,475
uncertainty_propagation,8.780574,2.734998,1.019486,28.738891,2002,476
uncertainty_propagation,8.9206,3.665755,0.958314,20.803302,2002,477
uncertainty_propagation,10.186021,4.638544,1.001393,22.399168,2002,478
uncertainty_propagation,11.828301,3.701136,1.194855,45.167401,2002,479
uncertainty_propagation,10.435521,3.270049,1.116996,37.198517,2002,480
uncertainty_propagation,10.218384,3.335017,1.092121,34.192981,2002,481
uncertainty_propagation,11.822208,2.532948,1.055701,58.252136,2002,482
uncertainty_propagation,12.222605,3.168195,1.129599,53.264751,2002,483
uncertainty_propagation,9.702217,4.014991,1.087662,25.50066,2002,484
uncertainty_propagation,9.861544,3.758468,0.887339,22.95982,2002,485
uncertainty_propagation,9.341592,2.827093,0.883555,27.273152,2002,486
uncertainty_propagation,11.14472,2.911352,1.015132,43.307776,2002,487
uncertainty_propagation,10.530337,2.423382,0.879495,40.24351,2002,488
uncertainty_propagation,9.274733,2.96576,1.009166,29.270455,2002,489
uncertainty_propagation,8.886335,2.862828,0.97728,26.956856,2002,490
uncertainty_propagation,10.748364,4.869237,1.016545,24.118517,2002,491
uncertainty_propagation,13.040552,4.634452,1.257669,46.148762,2002,492
uncertainty_propagation,12.675584,3.128487,0.997163,51.211513,2002,493
uncertainty_propagation,10.50403,4.92842,1.207019,27.022057,2002,494
uncertainty_propagation,10.203118,3.790973,1.088022,29.878101,2002,495
uncertainty_propagation,7.79797,2.616066,1.024394,23.811209,2002,496
uncertainty_propagation,7.409307,2.358134,0.824642,19.197827,2002,497
uncertainty_propagation,9.120024,2.477005,1.314815,44.149896,2002,498
uncertainty_propagation,12.175067,4.56585,1.10532,35.88468,2002,499
uncertainty_propagation,10.571261,3.481759,0.896679,28.780086,2002,500
