above_threshold,baseline,experiment_name,outcome,scenario,seed,threshold,treatment,unit_id
1,55.223815,reproducible_scenario_experiment,62.021771,baseline,101,60.0,1,763
0,44.940355,reproducible_scenario_experiment,43.849399,baseline,101,60.0,0,764
1,70.686516,reproducible_scenario_experiment,74.088269,baseline,101,60.0,0,765
0,49.525147,reproducible_scenario_experiment,48.377656,baseline,101,60.0,1,766
0,47.916442,reproducible_scenario_experiment,49.225456,baseline,101,60.0,1,767
0,25.409285,reproducible_scenario_experiment,20.239045,baseline,101,60.0,1,768
0,63.005963,reproducible_scenario_experiment,53.478301,baseline,101,60.0,1,769
0,49.03582,reproducible_scenario_experiment,44.55807,baseline,101,60.0,1,770
0,47.573874,reproducible_scenario_experiment,46.611081,baseline,101,60.0,1,771
0,46.879264,reproducible_scenario_experiment,43.960453,baseline,101,60.0,1,772
0,37.315612,reproducible_scenario_experiment,38.876967,baseline,101,60.0,1,773
0,37.192155,reproducible_scenario_experiment,42.583911,baseline,101,60.0,1,774
1,55.350535,reproducible_scenario_experiment,68.678189,baseline,101,60.0,0,775
0,49.707806,reproducible_scenario_experiment,49.668692,baseline,101,60.0,0,776
1,61.431193,reproducible_scenario_experiment,71.571055,baseline,101,60.0,1,777
0,45.593483,reproducible_scenario_experiment,41.809173,baseline,101,60.0,1,778
1,68.291405,reproducible_scenario_experiment,68.357072,baseline,101,60.0,1,779
0,48.967025,reproducible_scenario_experiment,48.664368,baseline,101,60.0,0,780
0,53.683064,reproducible_scenario_experiment,53.756649,baseline,101,60.0,0,781
1,57.971107,reproducible_scenario_experiment,66.697046,baseline,101,60.0,1,782
0,55.34023,reproducible_scenario_experiment,53.691986,baseline,101,60.0,0,783
0,34.971526,reproducible_scenario_experiment,38.683681,baseline,101,60.0,0,784
1,59.596296,reproducible_scenario_experiment,69.678359,baseline,101,60.0,1,785
0,39.243691,reproducible_scenario_experiment,29.874419,baseline,101,60.0,0,786
0,43.829022,reproducible_scenario_experiment,45.931757,baseline,101,60.0,0,787
0,47.499679,reproducible_scenario_experiment,42.352105,baseline,101,60.0,0,788
0,55.850969,reproducible_scenario_experiment,49.588429,baseline,101,60.0,0,789
0,30.436952,reproducible_scenario_experiment,37.863163,baseline,101,60.0,0,790
1,58.868318,reproducible_scenario_experiment,66.119303,baseline,101,60.0,1,791
0,40.834483,reproducible_scenario_experiment,48.857192,baseline,101,60.0,1,792
0,38.158303,reproducible_scenario_experiment,37.521564,baseline,101,60.0,0,793
0,54.780534,reproducible_scenario_experiment,59.067402,baseline,101,60.0,0,794
0,40.873325,reproducible_scenario_experiment,52.412935,baseline,101,60.0,0,795
0,50.928913,reproducible_scenario_experiment,48.515198,baseline,101,60.0,1,796
0,55.183428,reproducible_scenario_experiment,58.130921,baseline,101,60.0,0,797
0,50.775489,reproducible_scenario_experiment,44.737441,baseline,101,60.0,0,798
1,57.222982,reproducible_scenario_experiment,63.797424,baseline,101,60.0,1,799
0,46.812079,reproducible_scenario_experiment,40.726996,baseline,101,60.0,0,800
0,53.058333,reproducible_scenario_experiment,55.111464,baseline,101,60.0,0,801
0,46.17174,reproducible_scenario_experiment,53.698768,baseline,101,60.0,1,802
0,48.265087,reproducible_scenario_experiment,49.646316,baseline,101,60.0,1,803
0,47.905389,reproducible_scenario_experiment,47.158747,baseline,101,60.0,1,804
1,63.262111,reproducible_scenario_experiment,64.1181,baseline,101,60.0,0,805
0,51.845283,reproducible_scenario_experiment,53.944712,baseline,101,60.0,0,806
0,33.393401,reproducible_scenario_experiment,34.230057,baseline,101,60.0,1,807
0,44.703935,reproducible_scenario_experiment,47.02789,baseline,101,60.0,0,808
1,61.972566,reproducible_scenario_experiment,65.583634,baseline,101,60.0,1,809
1,57.283024,reproducible_scenario_experiment,68.097336,baseline,101,60.0,0,810
1,60.356516,reproducible_scenario_experiment,64.278975,baseline,101,60.0,0,811
0,49.487302,reproducible_scenario_experiment,43.01131,baseline,101,60.0,0,812
0,49.765966,reproducible_scenario_experiment,43.710154,baseline,101,60.0,1,813
0,35.484517,reproducible_scenario_experiment,42.655286,baseline,101,60.0,1,814
0,43.834204,reproducible_scenario_experiment,40.526926,baseline,101,60.0,0,815
0,46.90686,reproducible_scenario_experiment,42.013531,baseline,101,60.0,1,816
0,58.251829,reproducible_scenario_experiment,58.843833,baseline,101,60.0,0,817
0,53.886219,reproducible_scenario_experiment,51.50151,baseline,101,60.0,0,818
1,64.515297,reproducible_scenario_experiment,61.92782,baseline,101,60.0,0,819
0,56.464895,reproducible_scenario_experiment,55.777937,baseline,101,60.0,1,820
0,64.033436,reproducible_scenario_experiment,59.086234,baseline,101,60.0,0,821
0,50.096429,reproducible_scenario_experiment,52.122184,baseline,101,60.0,0,822
0,20.834533,reproducible_scenario_experiment,22.35526,baseline,101,60.0,0,823
0,45.017655,reproducible_scenario_experiment,45.165708,baseline,101,60.0,1,824
0,54.064697,reproducible_scenario_experiment,49.736074,baseline,101,60.0,0,825
0,54.945249,reproducible_scenario_experiment,52.079334,baseline,101,60.0,1,826
0,39.278363,reproducible_scenario_experiment,36.425617,baseline,101,60.0,0,827
1,66.437959,reproducible_scenario_experiment,64.794578,baseline,101,60.0,0,828
1,80.546107,reproducible_scenario_experiment,85.80109,baseline,101,60.0,0,829
1,67.08333,reproducible_scenario_experiment,64.349034,baseline,101,60.0,0,830
0,49.348343,reproducible_scenario_experiment,45.451838,baseline,101,60.0,0,831
0,49.441992,reproducible_scenario_experiment,46.755208,baseline,101,60.0,0,832
0,49.633084,reproducible_scenario_experiment,49.778427,baseline,101,60.0,0,833
0,35.577209,reproducible_scenario_experiment,42.367723,baseline,101,60.0,0,834
0,53.002005,reproducible_scenario_experiment,56.742656,baseline,101,60.0,1,835
0,54.4832,reproducible_scenario_experiment,45.026321,baseline,101,60.0,0,836
1,61.656176,reproducible_scenario_experiment,71.57796,baseline,101,60.0,0,837
0,45.015301,reproducible_scenario_experiment,56.14072,baseline,101,60.0,1,838
0,54.469924,reproducible_scenario_experiment,50.570669,baseline,101,60.0,1,839
1,66.525511,reproducible_scenario_experiment,66.741868,baseline,101,60.0,0,840
0,43.693616,reproducible_scenario_experiment,48.076681,baseline,101,60.0,0,841
0,37.787426,reproducible_scenario_experiment,44.973142,baseline,101,60.0,1,842
0,57.386586,reproducible_scenario_experiment,49.475491,baseline,101,60.0,0,843
0,52.888791,reproducible_scenario_experiment,46.642702,baseline,101,60.0,1,844
0,52.538778,reproducible_scenario_experiment,51.439871,baseline,101,60.0,0,845
1,52.813439,reproducible_scenario_experiment,64.26817,baseline,101,60.0,1,846
0,40.109137,reproducible_scenario_experiment,45.153832,baseline,101,60.0,1,847
0,56.22064,reproducible_scenario_experiment,56.657313,baseline,101,60.0,0,848
0,43.019347,reproducible_scenario_experiment,50.353829,baseline,101,60.0,1,849
0,42.413396,reproducible_scenario_experiment,36.862121,baseline,101,60.0,1,850
0,38.075396,reproducible_scenario_experiment,47.241942,baseline,101,60.0,1,851
0,48.690443,reproducible_scenario_experiment,53.073252,baseline,101,60.0,1,852
0,49.571181,reproducible_scenario_experiment,49.201852,baseline,101,60.0,0,853
0,47.778746,reproducible_scenario_experiment,53.43561,baseline,101,60.0,1,854
0,51.692936,reproducible_scenario_experiment,56.221936,baseline,101,60.0,1,855
0,59.858786,reproducible_scenario_experiment,57.278835,baseline,101,60.0,0,856
0,32.487268,reproducible_scenario_experiment,38.799353,baseline,101,60.0,1,857
0,45.474312,reproducible_scenario_experiment,50.766142,baseline,101,60.0,0,858
0,52.100546,reproducible_scenario_experiment,51.955933,baseline,101,60.0,0,859
0,44.798044,reproducible_scenario_experiment,46.513092,baseline,101,60.0,0,860
0,29.091033,reproducible_scenario_experiment,33.888711,baseline,101,60.0,1,861
0,31.319183,reproducible_scenario_experiment,34.871596,baseline,101,60.0,0,862
0,52.016361,reproducible_scenario_experiment,56.555889,baseline,101,60.0,1,863
1,63.121925,reproducible_scenario_experiment,68.400582,baseline,101,60.0,1,864
1,64.732108,reproducible_scenario_experiment,68.110712,baseline,101,60.0,1,865
0,49.077122,reproducible_scenario_experiment,38.500568,baseline,101,60.0,0,866
0,49.982581,reproducible_scenario_experiment,52.23457,baseline,101,60.0,0,867
0,26.783677,reproducible_scenario_experiment,27.396652,baseline,101,60.0,0,868
1,55.63453,reproducible_scenario_experiment,60.922524,baseline,101,60.0,1,869
0,52.021519,reproducible_scenario_experiment,51.201889,baseline,101,60.0,1,870
0,60.774427,reproducible_scenario_experiment,48.921706,baseline,101,60.0,0,871
1,60.512403,reproducible_scenario_experiment,61.254627,baseline,101,60.0,1,872
0,52.897669,reproducible_scenario_experiment,51.114601,baseline,101,60.0,0,873
0,33.393156,reproducible_scenario_experiment,36.574363,baseline,101,60.0,0,874
0,42.895954,reproducible_scenario_experiment,46.421253,baseline,101,60.0,0,875
0,37.354255,reproducible_scenario_experiment,49.717599,baseline,101,60.0,1,876
0,41.596223,reproducible_scenario_experiment,41.284918,baseline,101,60.0,0,877
0,43.039024,reproducible_scenario_experiment,52.165966,baseline,101,60.0,1,878
0,41.375451,reproducible_scenario_experiment,40.54684,baseline,101,60.0,1,879
0,46.239768,reproducible_scenario_experiment,48.847112,baseline,101,60.0,1,880
0,51.073338,reproducible_scenario_experiment,38.829248,baseline,101,60.0,0,881
0,38.785038,reproducible_scenario_experiment,52.663247,baseline,101,60.0,1,882
0,58.654875,reproducible_scenario_experiment,57.001974,baseline,101,60.0,0,883
1,69.123881,reproducible_scenario_experiment,70.075061,baseline,101,60.0,1,884
0,51.454178,reproducible_scenario_experiment,59.301119,baseline,101,60.0,1,885
0,48.213313,reproducible_scenario_experiment,52.740133,baseline,101,60.0,0,886
0,53.535493,reproducible_scenario_experiment,52.365877,baseline,101,60.0,0,887
0,47.248643,reproducible_scenario_experiment,41.595493,baseline,101,60.0,0,888
0,37.311192,reproducible_scenario_experiment,45.31987,baseline,101,60.0,0,889
1,62.776185,reproducible_scenario_experiment,65.113735,baseline,101,60.0,1,890
0,43.7703,reproducible_scenario_experiment,40.826073,baseline,101,60.0,0,891
1,53.776126,reproducible_scenario_experiment,62.630113,baseline,101,60.0,1,892
0,43.225886,reproducible_scenario_experiment,46.88975,baseline,101,60.0,1,893
1,60.286805,reproducible_scenario_experiment,63.920012,baseline,101,60.0,0,894
1,65.529603,reproducible_scenario_experiment,71.056091,baseline,101,60.0,0,895
0,48.368175,reproducible_scenario_experiment,45.333089,baseline,101,60.0,0,896
1,65.111851,reproducible_scenario_experiment,73.033731,baseline,101,60.0,1,897
0,33.337292,reproducible_scenario_experiment,38.302258,baseline,101,60.0,1,898
0,48.531511,reproducible_scenario_experiment,47.412029,baseline,101,60.0,1,899
1,57.190918,reproducible_scenario_experiment,64.737574,baseline,101,60.0,1,900
0,55.025612,reproducible_scenario_experiment,57.502719,baseline,101,60.0,1,901
0,45.05774,reproducible_scenario_experiment,37.875021,baseline,101,60.0,1,902
0,60.100686,reproducible_scenario_experiment,58.805302,baseline,101,60.0,0,903
0,63.781589,reproducible_scenario_experiment,57.991406,baseline,101,60.0,0,904
0,36.835736,reproducible_scenario_experiment,42.425641,baseline,101,60.0,1,905
0,49.720919,reproducible_scenario_experiment,38.567928,baseline,101,60.0,0,906
0,36.823917,reproducible_scenario_experiment,42.889752,baseline,101,60.0,1,907
0,51.124247,reproducible_scenario_experiment,47.844459,baseline,101,60.0,0,908
0,41.606718,reproducible_scenario_experiment,39.53128,baseline,101,60.0,0,909
1,64.716651,reproducible_scenario_experiment,63.851867,baseline,101,60.0,1,910
0,49.562329,reproducible_scenario_experiment,38.21995,baseline,101,60.0,1,911
0,35.368821,reproducible_scenario_experiment,24.633404,baseline,101,60.0,0,912
1,50.023302,reproducible_scenario_experiment,61.274424,baseline,101,60.0,1,913
0,47.045124,reproducible_scenario_experiment,58.428632,baseline,101,60.0,1,914
1,56.242767,reproducible_scenario_experiment,62.26847,baseline,101,60.0,1,915
1,60.126046,reproducible_scenario_experiment,67.869284,baseline,101,60.0,1,916
0,54.119433,reproducible_scenario_experiment,51.422574,baseline,101,60.0,0,917
1,53.334337,reproducible_scenario_experiment,60.13858,baseline,101,60.0,1,918
0,32.030045,reproducible_scenario_experiment,35.366268,baseline,101,60.0,0,919
0,56.262382,reproducible_scenario_experiment,54.09955,baseline,101,60.0,0,920
0,46.809187,reproducible_scenario_experiment,55.882384,baseline,101,60.0,1,921
0,50.100582,reproducible_scenario_experiment,55.670665,baseline,101,60.0,0,922
0,49.275178,reproducible_scenario_experiment,49.701255,baseline,101,60.0,1,923
0,44.850257,reproducible_scenario_experiment,42.552003,baseline,101,60.0,0,924
0,37.540732,reproducible_scenario_experiment,31.212876,baseline,101,60.0,1,925
0,51.040686,reproducible_scenario_experiment,52.084835,baseline,101,60.0,0,926
0,60.007021,reproducible_scenario_experiment,59.552813,baseline,101,60.0,0,927
1,60.85145,reproducible_scenario_experiment,60.35342,baseline,101,60.0,0,928
0,53.081112,reproducible_scenario_experiment,46.469551,baseline,101,60.0,1,929
0,38.939048,reproducible_scenario_experiment,54.719449,baseline,101,60.0,1,930
0,41.56125,reproducible_scenario_experiment,47.864628,baseline,101,60.0,1,931
0,49.505442,reproducible_scenario_experiment,43.849946,baseline,101,60.0,0,932
1,55.517843,reproducible_scenario_experiment,64.545207,baseline,101,60.0,1,933
0,34.765452,reproducible_scenario_experiment,38.621077,baseline,101,60.0,1,934
1,63.219146,reproducible_scenario_experiment,73.342609,baseline,101,60.0,1,935
0,45.83651,reproducible_scenario_experiment,37.943368,baseline,101,60.0,1,936
0,38.531842,reproducible_scenario_experiment,46.372105,baseline,101,60.0,0,937
0,42.277016,reproducible_scenario_experiment,50.477327,baseline,101,60.0,0,938
0,49.19971,reproducible_scenario_experiment,47.761215,baseline,101,60.0,1,939
0,43.012439,reproducible_scenario_experiment,50.447958,baseline,101,60.0,0,940
0,41.575068,reproducible_scenario_experiment,45.910435,baseline,101,60.0,1,941
0,56.965161,reproducible_scenario_experiment,57.143616,baseline,101,60.0,1,942
0,47.33268,reproducible_scenario_experiment,44.684263,baseline,101,60.0,1,943
0,46.353498,reproducible_scenario_experiment,49.280321,baseline,101,60.0,1,944
1,56.859144,reproducible_scenario_experiment,68.548493,baseline,101,60.0,1,945
0,39.33415,reproducible_scenario_experiment,38.764893,baseline,101,60.0,0,946
0,36.694667,reproducible_scenario_experiment,32.096258,baseline,101,60.0,0,947
0,44.595608,reproducible_scenario_experiment,45.871304,baseline,101,60.0,1,948
0,43.974784,reproducible_scenario_experiment,40.720186,baseline,101,60.0,0,949
0,61.671583,reproducible_scenario_experiment,52.566719,baseline,101,60.0,0,950
0,29.02934,reproducible_scenario_experiment,23.1698,baseline,101,60.0,1,951
0,59.128826,reproducible_scenario_experiment,48.407505,baseline,101,60.0,0,952
0,53.054423,reproducible_scenario_experiment,58.745195,baseline,101,60.0,1,953
0,58.835139,reproducible_scenario_experiment,59.775658,baseline,101,60.0,0,954
0,51.90179,reproducible_scenario_experiment,43.763573,baseline,101,60.0,1,955
0,34.936506,reproducible_scenario_experiment,34.36717,baseline,101,60.0,0,956
0,54.368545,reproducible_scenario_experiment,54.4332,baseline,101,60.0,0,957
0,30.290396,reproducible_scenario_experiment,33.364174,baseline,101,60.0,0,958
1,53.242143,reproducible_scenario_experiment,68.335392,baseline,101,60.0,1,959
0,41.796537,reproducible_scenario_experiment,48.136578,baseline,101,60.0,1,960
0,34.747509,reproducible_scenario_experiment,39.74294,baseline,101,60.0,1,961
1,60.704629,reproducible_scenario_experiment,64.38724,baseline,101,60.0,1,962
0,42.034179,reproducible_scenario_experiment,34.637773,baseline,101,60.0,0,963
0,43.382002,reproducible_scenario_experiment,45.761137,baseline,101,60.0,1,964
0,49.130547,reproducible_scenario_experiment,46.062695,baseline,101,60.0,1,965
0,49.377089,reproducible_scenario_experiment,51.180636,baseline,101,60.0,1,966
0,52.313687,reproducible_scenario_experiment,46.933517,baseline,101,60.0,0,967
0,46.227932,reproducible_scenario_experiment,52.294566,baseline,101,60.0,1,968
0,49.819397,reproducible_scenario_experiment,48.561245,baseline,101,60.0,0,969
0,56.097359,reproducible_scenario_experiment,59.953088,baseline,101,60.0,0,970
0,41.120208,reproducible_scenario_experiment,47.39094,baseline,101,60.0,0,971
0,56.640987,reproducible_scenario_experiment,54.902568,baseline,101,60.0,1,972
0,52.43673,reproducible_scenario_experiment,49.808994,baseline,101,60.0,1,973
0,54.589951,reproducible_scenario_experiment,39.581936,baseline,101,60.0,1,974
0,54.384789,reproducible_scenario_experiment,46.491353,baseline,101,60.0,0,975
1,61.850385,reproducible_scenario_experiment,66.171649,baseline,101,60.0,0,976
0,53.548841,reproducible_scenario_experiment,58.583694,baseline,101,60.0,1,977
0,26.630994,reproducible_scenario_experiment,23.523057,baseline,101,60.0,1,978
0,50.31153,reproducible_scenario_experiment,57.146319,baseline,101,60.0,1,979
0,46.262076,reproducible_scenario_experiment,42.918391,baseline,101,60.0,1,980
0,53.096943,reproducible_scenario_experiment,45.436972,baseline,101,60.0,0,981
0,59.255781,reproducible_scenario_experiment,55.847695,baseline,101,60.0,0,982
0,37.137685,reproducible_scenario_experiment,33.267435,baseline,101,60.0,0,983
0,47.950978,reproducible_scenario_experiment,50.668825,baseline,101,60.0,1,984
0,55.316412,reproducible_scenario_experiment,56.97918,baseline,101,60.0,0,985
0,45.77545,reproducible_scenario_experiment,54.385958,baseline,101,60.0,1,986
1,56.221556,reproducible_scenario_experiment,63.306935,baseline,101,60.0,1,987
0,18.889552,reproducible_scenario_experiment,20.410982,baseline,101,60.0,0,988
0,55.33783,reproducible_scenario_experiment,54.695056,baseline,101,60.0,1,989
0,44.737145,reproducible_scenario_experiment,48.801104,baseline,101,60.0,1,990
0,29.44079,reproducible_scenario_experiment,23.526159,baseline,101,60.0,0,991
0,47.488157,reproducible_scenario_experiment,55.831681,baseline,101,60.0,0,992
0,44.987041,reproducible_scenario_experiment,45.095204,baseline,101,60.0,1,993
1,67.909021,reproducible_scenario_experiment,70.177131,baseline,101,60.0,0,994
1,53.000384,reproducible_scenario_experiment,65.496807,baseline,101,60.0,1,995
0,43.084676,reproducible_scenario_experiment,48.199666,baseline,101,60.0,1,996
0,43.922803,reproducible_scenario_experiment,41.391358,baseline,101,60.0,1,997
0,57.18621,reproducible_scenario_experiment,59.84906,baseline,101,60.0,0,998
0,57.961748,reproducible_scenario_experiment,55.849666,baseline,101,60.0,0,999
0,56.273795,reproducible_scenario_experiment,59.127756,baseline,101,60.0,0,1000
0,44.255328,reproducible_scenario_experiment,42.327809,higher_effect,101,60.0,0,1
0,59.964538,reproducible_scenario_experiment,56.869632,higher_effect,101,60.0,0,2
1,51.565177,reproducible_scenario_experiment,60.708128,higher_effect,101,60.0,1,3
0,47.554377,reproducible_scenario_experiment,43.676779,higher_effect,101,60.0,0,4
1,55.924158,reproducible_scenario_experiment,62.606484,higher_effect,101,60.0,1,5
0,51.19116,reproducible_scenario_experiment,50.5027,higher_effect,101,60.0,1,6
0,43.451267,reproducible_scenario_experiment,56.041206,higher_effect,101,60.0,1,7
1,52.749144,reproducible_scenario_experiment,63.894973,higher_effect,101,60.0,1,8
1,64.288408,reproducible_scenario_experiment,71.453457,higher_effect,101,60.0,0,9
0,39.443381,reproducible_scenario_experiment,33.765231,higher_effect,101,60.0,1,10
0,42.388143,reproducible_scenario_experiment,51.716087,higher_effect,101,60.0,1,11
0,49.442338,reproducible_scenario_experiment,53.843239,higher_effect,101,60.0,1,12
0,41.015142,reproducible_scenario_experiment,44.807158,higher_effect,101,60.0,1,13
0,49.612304,reproducible_scenario_experiment,48.819159,higher_effect,101,60.0,0,14
0,51.513697,reproducible_scenario_experiment,57.821037,higher_effect,101,60.0,1,15
0,55.236068,reproducible_scenario_experiment,56.612932,higher_effect,101,60.0,0,16
0,48.708197,reproducible_scenario_experiment,43.064985,higher_effect,101,60.0,0,17
0,38.395279,reproducible_scenario_experiment,39.492069,higher_effect,101,60.0,0,18
0,42.411512,reproducible_scenario_experiment,53.643609,higher_effect,101,60.0,0,19
0,49.556498,reproducible_scenario_experiment,53.957579,higher_effect,101,60.0,1,20
1,59.026342,reproducible_scenario_experiment,60.129919,higher_effect,101,60.0,0,21
1,63.564376,reproducible_scenario_experiment,60.497746,higher_effect,101,60.0,1,22
0,45.260428,reproducible_scenario_experiment,35.303235,higher_effect,101,60.0,0,23
0,51.442154,reproducible_scenario_experiment,53.258294,higher_effect,101,60.0,1,24
0,54.326136,reproducible_scenario_experiment,44.851984,higher_effect,101,60.0,0,25
0,30.183595,reproducible_scenario_experiment,39.340033,higher_effect,101,60.0,1,26
1,70.026886,reproducible_scenario_experiment,71.70907,higher_effect,101,60.0,1,27
1,61.492527,reproducible_scenario_experiment,64.608723,higher_effect,101,60.0,0,28
0,47.970715,reproducible_scenario_experiment,54.638289,higher_effect,101,60.0,1,29
0,51.966749,reproducible_scenario_experiment,49.632731,higher_effect,101,60.0,0,30
0,49.999226,reproducible_scenario_experiment,59.057166,higher_effect,101,60.0,1,31
1,71.356227,reproducible_scenario_experiment,74.82177,higher_effect,101,60.0,1,32
1,62.006412,reproducible_scenario_experiment,66.943604,higher_effect,101,60.0,0,33
1,64.118952,reproducible_scenario_experiment,64.764844,higher_effect,101,60.0,0,34
0,37.45121,reproducible_scenario_experiment,39.444027,higher_effect,101,60.0,0,35
0,50.575644,reproducible_scenario_experiment,55.356939,higher_effect,101,60.0,0,36
0,38.282271,reproducible_scenario_experiment,40.883183,higher_effect,101,60.0,1,37
0,57.60681,reproducible_scenario_experiment,55.698617,higher_effect,101,60.0,0,38
0,57.964166,reproducible_scenario_experiment,59.217026,higher_effect,101,60.0,1,39
0,50.684923,reproducible_scenario_experiment,57.868886,higher_effect,101,60.0,1,40
1,56.658043,reproducible_scenario_experiment,65.430513,higher_effect,101,60.0,1,41
0,36.009729,reproducible_scenario_experiment,38.890564,higher_effect,101,60.0,0,42
0,46.342833,reproducible_scenario_experiment,41.069411,higher_effect,101,60.0,0,43
0,45.030326,reproducible_scenario_experiment,44.065506,higher_effect,101,60.0,0,44
0,43.749702,reproducible_scenario_experiment,51.938689,higher_effect,101,60.0,0,45
1,50.622673,reproducible_scenario_experiment,62.024494,higher_effect,101,60.0,1,46
0,49.164897,reproducible_scenario_experiment,55.815978,higher_effect,101,60.0,1,47
1,66.395557,reproducible_scenario_experiment,70.951399,higher_effect,101,60.0,1,48
0,46.041867,reproducible_scenario_experiment,41.928574,higher_effect,101,60.0,0,49
1,66.41093,reproducible_scenario_experiment,68.26839,higher_effect,101,60.0,1,50
1,72.472892,reproducible_scenario_experiment,76.075167,higher_effect,101,60.0,1,51
0,40.671919,reproducible_scenario_experiment,49.134775,higher_effect,101,60.0,1,52
0,45.859473,reproducible_scenario_experiment,43.628602,higher_effect,101,60.0,0,53
0,52.232529,reproducible_scenario_experiment,50.564605,higher_effect,101,60.0,0,54
0,48.570616,reproducible_scenario_experiment,57.084024,higher_effect,101,60.0,0,55
1,67.695986,reproducible_scenario_experiment,71.129277,higher_effect,101,60.0,1,56
0,49.294939,reproducible_scenario_experiment,45.940534,higher_effect,101,60.0,0,57
0,43.189689,reproducible_scenario_experiment,50.53242,higher_effect,101,60.0,1,58
1,53.697196,reproducible_scenario_experiment,69.169194,higher_effect,101,60.0,1,59
0,50.723725,reproducible_scenario_experiment,59.620782,higher_effect,101,60.0,1,60
0,48.332311,reproducible_scenario_experiment,40.412264,higher_effect,101,60.0,0,61
0,58.839143,reproducible_scenario_experiment,59.998374,higher_effect,101,60.0,1,62
1,54.489032,reproducible_scenario_experiment,61.202927,higher_effect,101,60.0,0,63
1,60.431327,reproducible_scenario_experiment,61.91494,higher_effect,101,60.0,1,64
0,30.48599,reproducible_scenario_experiment,27.777232,higher_effect,101,60.0,1,65
1,69.641169,reproducible_scenario_experiment,64.191042,higher_effect,101,60.0,0,66
0,44.783804,reproducible_scenario_experiment,50.158884,higher_effect,101,60.0,1,67
1,63.296772,reproducible_scenario_experiment,65.394873,higher_effect,101,60.0,0,68
1,63.57149,reproducible_scenario_experiment,63.23232,higher_effect,101,60.0,0,69
0,45.604859,reproducible_scenario_experiment,52.44799,higher_effect,101,60.0,1,70
0,47.073089,reproducible_scenario_experiment,54.242031,higher_effect,101,60.0,0,71
0,47.85877,reproducible_scenario_experiment,52.060553,higher_effect,101,60.0,0,72
0,40.230159,reproducible_scenario_experiment,50.178422,higher_effect,101,60.0,1,73
0,63.559387,reproducible_scenario_experiment,52.831192,higher_effect,101,60.0,0,74
1,58.267932,reproducible_scenario_experiment,61.147004,higher_effect,101,60.0,1,75
0,42.776709,reproducible_scenario_experiment,59.836963,higher_effect,101,60.0,1,76
1,51.756009,reproducible_scenario_experiment,60.025745,higher_effect,101,60.0,1,77
0,28.849138,reproducible_scenario_experiment,33.963264,higher_effect,101,60.0,0,78
0,50.8176,reproducible_scenario_experiment,45.750008,higher_effect,101,60.0,1,79
0,51.225385,reproducible_scenario_experiment,47.015812,higher_effect,101,60.0,0,80
1,70.649591,reproducible_scenario_experiment,78.295368,higher_effect,101,60.0,1,81
0,37.69392,reproducible_scenario_experiment,32.833159,higher_effect,101,60.0,0,82
0,46.038385,reproducible_scenario_experiment,40.790696,higher_effect,101,60.0,0,83
0,62.833168,reproducible_scenario_experiment,59.698143,higher_effect,101,60.0,0,84
0,51.984235,reproducible_scenario_experiment,50.34218,higher_effect,101,60.0,0,85
1,62.34988,reproducible_scenario_experiment,72.149426,higher_effect,101,60.0,1,86
0,51.845637,reproducible_scenario_experiment,50.408129,higher_effect,101,60.0,0,87
0,53.290041,reproducible_scenario_experiment,58.843077,higher_effect,101,60.0,1,88
1,70.625797,reproducible_scenario_experiment,83.074199,higher_effect,101,60.0,0,89
0,55.564272,reproducible_scenario_experiment,53.640395,higher_effect,101,60.0,0,90
0,54.516229,reproducible_scenario_experiment,50.23642,higher_effect,101,60.0,1,91
1,65.873745,reproducible_scenario_experiment,64.11029,higher_effect,101,60.0,0,92
0,47.832844,reproducible_scenario_experiment,53.729442,higher_effect,101,60.0,0,93
0,38.49119,reproducible_scenario_experiment,37.779977,higher_effect,101,60.0,0,94
0,32.627688,reproducible_scenario_experiment,43.317394,higher_effect,101,60.0,1,95
0,34.487898,reproducible_scenario_experiment,37.684932,higher_effect,101,60.0,1,96
0,47.284276,reproducible_scenario_experiment,42.636462,higher_effect,101,60.0,0,97
0,46.128721,reproducible_scenario_experiment,43.855938,higher_effect,101,60.0,0,98
0,50.251923,reproducible_scenario_experiment,58.498381,higher_effect,101,60.0,1,99
0,54.252944,reproducible_scenario_experiment,55.337578,higher_effect,101,60.0,0,100
1,60.212878,reproducible_scenario_experiment,64.521514,higher_effect,101,60.0,0,101
0,32.413736,reproducible_scenario_experiment,35.566838,higher_effect,101,60.0,0,102
0,52.040404,reproducible_scenario_experiment,54.097376,higher_effect,101,60.0,0,103
0,63.073837,reproducible_scenario_experiment,54.327828,higher_effect,101,60.0,0,104
0,24.879398,reproducible_scenario_experiment,23.941019,higher_effect,101,60.0,0,105
0,51.786032,reproducible_scenario_experiment,43.613235,higher_effect,101,60.0,1,106
0,49.267371,reproducible_scenario_experiment,46.330214,higher_effect,101,60.0,1,107
0,49.465669,reproducible_scenario_experiment,58.980606,higher_effect,101,60.0,0,108
0,42.394382,reproducible_scenario_experiment,40.507432,higher_effect,101,60.0,0,109
0,70.244985,reproducible_scenario_experiment,58.676303,higher_effect,101,60.0,0,110
0,49.498417,reproducible_scenario_experiment,51.951477,higher_effect,101,60.0,1,111
0,32.573989,reproducible_scenario_experiment,33.477353,higher_effect,101,60.0,1,112
1,57.071356,reproducible_scenario_experiment,67.71793,higher_effect,101,60.0,1,113
1,53.730867,reproducible_scenario_experiment,61.454654,higher_effect,101,60.0,1,114
