access_constraint,baseline_score,case_id,decision,decision_score,document_quality,interpretation,prior_flag,risk_adjustment,threshold,timeliness
0.0,0.453583,180,favorable,0.795582,0.754925,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.72828,0.62,0.618435
0.0,0.293577,181,favorable,0.672496,0.412358,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.948939,0.62,0.471331
0.0,0.4318,182,favorable,0.673729,0.765666,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.787554,0.62,0.496293
0.0,0.514352,183,favorable,0.724075,0.722497,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.71645,0.62,0.759891
0.0,0.498618,184,favorable,0.723304,0.629128,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.424623,0.62,0.436769
0.0,0.72581,185,favorable,0.902433,0.790292,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.952335,0.62,1.0
0.0,0.79609,186,favorable,0.846656,0.784339,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.421712,0.62,0.601416
1.0,0.363301,187,unfavorable,0.456206,0.421304,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.405787,0.62,0.46105
0.0,0.678469,188,favorable,0.802893,0.500474,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.498088,0.62,0.807724
1.0,0.50762,189,review,0.524005,0.44066,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.581235,0.62,0.389467
0.0,0.664135,190,favorable,0.723102,0.491428,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.355046,0.62,0.389894
0.0,0.634673,191,favorable,0.788167,0.480689,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.824208,0.62,0.579368
0.0,0.367582,192,favorable,0.668232,0.911982,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.439426,0.62,0.601431
1.0,0.558639,193,favorable,0.709101,0.539298,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.788794,0.62,1.0
0.0,0.559072,194,favorable,0.809085,0.780675,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.615497,0.62,0.572609
0.0,0.234857,195,unfavorable,0.493632,0.549126,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.496672,0.62,0.439828
0.0,0.634515,196,favorable,0.714109,0.847789,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.358123,0.62,0.538832
0.0,0.69007,197,favorable,0.878944,0.952518,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.500219,0.62,0.829661
0.0,0.474142,198,favorable,0.772252,0.54391,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.524365,0.62,0.865591
0.0,0.843505,199,favorable,0.786228,0.571324,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.643673,0.62,0.174556
0.0,0.137738,200,review,0.588136,0.720793,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.373705,0.62,0.920072
1.0,0.647592,201,unfavorable,0.463628,0.397189,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.565614,0.62,0.596914
0.0,0.478954,202,favorable,0.703666,0.322599,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.488362,0.62,0.76827
0.0,0.340163,203,favorable,0.699956,0.285061,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.566866,0.62,1.0
1.0,0.342718,204,review,0.573015,0.55926,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.493515,0.62,0.818348
0.0,0.540218,205,favorable,0.776326,0.618703,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.378497,0.62,0.763061
0.0,0.55622,206,favorable,0.708429,0.595604,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.29088,0.62,0.383174
1.0,0.193335,207,unfavorable,0.374328,0.345167,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.329512,0.62,0.513171
0.0,0.820056,208,favorable,0.771851,0.4755,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.733355,0.62,0.19471
1.0,0.043452,209,unfavorable,0.349821,0.466776,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.517981,0.62,0.340188
0.0,0.715991,210,favorable,0.828878,0.634342,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.685887,0.62,0.62633
1.0,0.134941,211,unfavorable,0.474355,0.481265,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.69478,0.62,0.677522
0.0,0.325348,212,favorable,0.700771,0.833262,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.303137,0.62,0.390721
0.0,0.512173,213,favorable,0.790883,0.829867,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.631247,0.62,0.430726
0.0,0.377375,214,favorable,0.672136,0.758976,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.67335,0.62,0.674442
0.0,0.715289,215,favorable,0.822305,0.634574,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.802434,0.62,0.490053
0.0,0.677327,216,favorable,0.811108,0.539103,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.623492,0.62,0.731575
1.0,0.44941,217,unfavorable,0.464749,0.702151,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.620819,0.62,0.466358
0.0,0.718882,218,favorable,0.865878,0.710273,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.491424,0.62,1.0
0.0,0.826592,219,favorable,0.771223,0.780359,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.380041,0.62,0.651521
0.0,0.744862,220,favorable,0.792163,0.535958,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.407859,0.62,0.613115
1.0,0.444416,221,review,0.527281,0.48572,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.454325,0.62,0.540108
0.0,0.526935,222,favorable,0.776692,0.770056,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.469222,0.62,0.50037
0.0,0.448129,223,favorable,0.707884,0.587014,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.565887,0.62,0.399609
0.0,0.563949,224,favorable,0.777925,0.349675,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.765531,0.62,0.869047
0.0,0.74311,225,favorable,0.698956,0.617049,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.630523,0.62,0.409472
1.0,0.738479,226,favorable,0.677089,0.631858,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.567952,0.62,0.498788
0.0,0.55794,227,favorable,0.741027,0.663497,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.538367,0.62,1.0
0.0,0.503245,228,unfavorable,0.480493,0.408542,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.509665,0.62,0.089578
1.0,0.448619,229,review,0.595253,0.592675,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.528164,0.62,0.666908
0.0,0.734595,230,favorable,0.812919,0.78049,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.269392,0.62,0.523968
0.0,0.585528,231,favorable,0.813299,0.733574,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.559764,0.62,0.668022
0.0,0.726216,232,favorable,0.833885,0.719911,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.562938,0.62,0.608615
1.0,0.383846,233,unfavorable,0.440846,0.622387,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.566187,0.62,0.621785
1.0,0.504905,234,review,0.604841,0.667332,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.516536,0.62,0.510839
0.0,0.851192,235,favorable,0.854387,0.758853,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.314008,0.62,0.689847
0.0,0.742506,236,favorable,0.796985,0.695157,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.57605,0.62,0.299881
0.0,0.680079,237,favorable,0.906146,1.0,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.702977,0.62,0.993392
1.0,0.691699,238,unfavorable,0.452816,0.007862,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.50163,0.62,0.403008
0.0,0.648387,239,favorable,0.728746,0.595943,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.399991,0.62,0.266226
0.0,0.987986,240,favorable,0.854879,0.660572,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.443315,0.62,0.50538
0.0,0.630586,241,favorable,0.765673,0.628248,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.818408,0.62,0.207079
0.0,0.183781,242,unfavorable,0.403867,0.621673,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.404342,0.62,0.032177
0.0,0.655651,243,favorable,0.864914,0.879693,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.633757,0.62,0.752284
0.0,0.469767,244,favorable,0.727299,0.398064,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.653559,0.62,0.703332
0.0,0.307651,245,favorable,0.73207,0.811619,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.5204,0.62,0.498619
1.0,0.012825,246,unfavorable,0.311344,0.073773,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.525404,0.62,0.762579
0.0,0.481077,247,favorable,0.676288,0.545614,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.707301,0.62,0.806813
1.0,0.353253,248,unfavorable,0.44853,0.634519,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.436752,0.62,0.786919
0.0,0.563027,249,favorable,0.841458,0.604924,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.776037,0.62,1.0
1.0,0.205082,250,unfavorable,0.396654,0.300294,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.52614,0.62,0.541843
1.0,0.479952,251,review,0.56715,0.476526,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.770563,0.62,0.473325
0.0,0.183461,252,unfavorable,0.397791,0.413239,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.607097,0.62,0.174394
0.0,0.882938,253,favorable,0.855469,0.570579,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.506815,0.62,0.793062
1.0,0.692158,254,favorable,0.653143,0.66913,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.613336,0.62,0.361203
1.0,0.363986,255,unfavorable,0.517169,0.489057,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.561501,0.62,0.556537
1.0,0.417675,256,unfavorable,0.386686,0.20534,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.455878,0.62,0.294956
1.0,0.268942,257,unfavorable,0.349896,0.600108,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.594735,0.62,0.366628
1.0,0.397816,258,unfavorable,0.387949,0.349126,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.09304,0.62,0.371377
1.0,0.472196,259,unfavorable,0.40432,0.306592,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.597068,0.62,0.726903
0.0,0.66956,260,favorable,0.786139,0.643446,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.251004,0.62,0.650949
1.0,0.546934,261,review,0.556188,0.526913,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.714007,0.62,0.259567
0.0,0.282841,262,favorable,0.679254,0.541209,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.628258,0.62,0.556543
0.0,0.864411,263,favorable,0.754314,0.48074,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.643776,0.62,0.73424
1.0,0.493877,264,review,0.558113,0.593988,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.483659,0.62,0.423231
0.0,0.306643,265,unfavorable,0.476312,0.358379,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.034334,0.62,0.827011
0.0,0.641826,266,favorable,0.816135,0.590395,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.750226,0.62,0.673292
0.0,0.546277,267,favorable,0.700691,0.97403,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.150126,0.62,0.571355
1.0,0.38934,268,unfavorable,0.37498,0.759516,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.44615,0.62,0.147184
0.0,0.836648,269,favorable,0.800379,0.496016,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.619639,0.62,0.42438
0.0,0.462662,270,favorable,0.668763,0.750131,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.32473,0.62,0.75372
0.0,0.568675,271,favorable,0.813585,0.959128,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.685301,0.62,0.276281
1.0,0.110137,272,unfavorable,0.265064,0.15819,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.377174,0.62,0.279022
1.0,0.357928,273,unfavorable,0.480914,0.464805,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.220359,0.62,0.657072
0.0,0.620609,274,favorable,0.831688,0.948143,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.437948,0.62,0.523892
0.0,0.605085,275,favorable,0.78271,0.652094,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.635954,0.62,0.464832
1.0,0.458247,276,review,0.552655,0.638731,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.313254,0.62,0.510225
1.0,0.313837,277,unfavorable,0.361312,0.439992,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.277638,0.62,0.118212
0.0,0.383876,278,favorable,0.764729,0.781787,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.492966,0.62,0.641111
1.0,0.233089,279,unfavorable,0.337044,0.629901,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.138838,0.62,0.629107
0.0,0.572836,280,favorable,0.784482,0.642563,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.717837,0.62,0.494348
0.0,0.451606,281,favorable,0.810986,0.727728,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.618607,0.62,0.86012
1.0,0.580621,282,review,0.541812,0.308178,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.646863,0.62,0.500188
0.0,0.360654,283,favorable,0.781792,0.7205,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.888688,0.62,0.624765
0.0,0.611407,284,favorable,0.763255,0.687929,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.470668,0.62,0.374606
0.0,0.877655,285,favorable,0.866658,0.74348,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.498308,0.62,0.666106
1.0,0.636811,286,review,0.539124,0.373797,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.181486,0.62,0.606335
1.0,0.391915,287,unfavorable,0.498432,0.554491,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.540163,0.62,0.328715
0.0,0.634196,288,favorable,0.783464,0.529115,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.620691,0.62,0.612584
0.0,0.290704,289,favorable,0.74646,0.77645,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.624481,0.62,0.603868
1.0,0.208798,290,unfavorable,0.402968,0.451722,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.482642,0.62,0.370761
1.0,0.741814,291,review,0.581163,0.373995,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.44203,0.62,0.450014
0.0,0.758503,292,favorable,0.852503,0.651217,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.686372,0.62,0.744464
1.0,0.359468,293,unfavorable,0.483873,0.409644,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.630036,0.62,0.470184
1.0,0.251516,294,unfavorable,0.347509,0.538659,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.288918,0.62,0.0
1.0,0.421779,295,review,0.522,0.556473,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.444663,0.62,0.455181
0.0,0.406974,296,favorable,0.803711,0.652852,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.611117,0.62,1.0
1.0,0.325297,297,unfavorable,0.480616,0.362476,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.701268,0.62,0.537593
1.0,0.298994,298,review,0.527348,0.640474,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.597189,0.62,0.473671
0.0,0.412036,299,favorable,0.650516,0.81054,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.240942,0.62,0.710864
0.0,0.935502,300,favorable,0.890748,0.702096,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.66624,0.62,0.791229
0.0,0.961723,301,favorable,0.875185,0.775708,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.660506,0.62,0.448718
0.0,0.5531,302,favorable,0.741285,0.254099,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.594823,0.62,0.898238
0.0,0.766407,303,favorable,0.825419,0.549987,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.562978,0.62,0.715736
0.0,0.538032,304,favorable,0.640987,0.467241,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.73591,0.62,0.60508
0.0,0.751236,305,favorable,0.827254,0.544332,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.450159,0.62,0.845265
0.0,0.749979,306,favorable,0.822001,0.594314,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.561269,0.62,0.650774
1.0,0.728741,307,review,0.522676,0.38678,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.197748,0.62,0.326491
0.0,0.656698,308,favorable,0.812284,0.698624,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.712107,0.62,0.478372
0.0,0.514864,309,favorable,0.804224,0.580247,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.651488,0.62,0.889671
0.0,0.571025,310,favorable,0.635095,0.304344,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.362429,0.62,0.327004
0.0,0.377299,311,favorable,0.71434,0.571746,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.304938,0.62,0.769578
0.0,0.580174,312,favorable,0.80917,0.729438,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.665828,0.62,0.577304
0.0,0.327978,313,review,0.604293,0.789442,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.520573,0.62,0.455214
0.0,0.378983,314,favorable,0.836134,1.0,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.675885,0.62,0.760594
1.0,0.637191,315,favorable,0.632007,0.480982,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.545205,0.62,0.674837
0.0,0.41339,316,favorable,0.695929,0.618233,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.65281,0.62,0.284555
1.0,0.24442,317,unfavorable,0.410715,0.391482,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.461521,0.62,0.451206
0.0,0.541012,318,favorable,0.71898,0.519413,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.426538,0.62,0.496309
1.0,0.280608,319,unfavorable,0.463784,0.56933,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.438782,0.62,0.404343
0.0,0.491714,320,favorable,0.765002,0.626054,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.651792,0.62,0.571958
1.0,0.74537,321,review,0.571133,0.258484,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.612261,0.62,0.448458
1.0,0.196972,322,unfavorable,0.443813,0.596704,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.330053,0.62,0.488895
0.0,0.42974,323,favorable,0.72818,0.606795,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.306085,0.62,0.707232
1.0,0.707371,324,review,0.594881,0.609609,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.381774,0.62,0.271229
1.0,0.171673,325,unfavorable,0.413572,0.531635,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.570522,0.62,0.312633
0.0,0.193339,326,unfavorable,0.470299,0.442211,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.557747,0.62,0.516628
0.0,0.289661,327,favorable,0.717611,0.608573,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.461731,0.62,0.785493
0.0,0.041004,328,unfavorable,0.486319,0.615751,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.599937,0.62,0.583676
0.0,0.804966,329,favorable,0.828019,1.0,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.480304,0.62,0.737851
0.0,0.939026,330,favorable,0.907397,1.0,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.563463,0.62,0.638459
1.0,0.184325,331,unfavorable,0.335014,0.202006,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.354898,0.62,0.511915
1.0,0.191185,332,unfavorable,0.42587,0.396902,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.728343,0.62,0.433985
0.0,0.756092,333,favorable,0.807971,0.841099,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.487835,0.62,0.203651
0.0,0.55678,334,favorable,0.766692,0.670142,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.853681,0.62,0.260871
0.0,0.826508,335,favorable,0.788196,0.530301,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.375525,0.62,0.465932
0.0,0.526874,336,favorable,0.746261,0.68596,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.49923,0.62,0.396345
0.0,0.609427,337,favorable,0.674629,0.573458,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.683369,0.62,0.539406
1.0,0.0,338,unfavorable,0.304335,0.345832,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.571193,0.62,0.305133
0.0,0.568831,339,favorable,0.701796,0.690073,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.573463,0.62,0.671959
1.0,0.356294,340,unfavorable,0.426324,0.447938,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.500441,0.62,0.217176
0.0,0.743384,341,favorable,0.836289,0.670658,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.746359,0.62,0.547096
1.0,0.485032,342,unfavorable,0.372455,0.383063,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.426222,0.62,0.53863
0.0,0.697196,343,favorable,0.77226,0.668926,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.702147,0.62,0.151615
0.0,0.637932,344,favorable,0.70227,0.143894,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.702466,0.62,0.592622
1.0,0.466292,345,review,0.557524,0.693394,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.594004,0.62,0.245279
0.0,0.529563,346,favorable,0.815915,0.507583,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.74899,0.62,1.0
1.0,0.553354,347,review,0.595196,0.715828,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.894505,0.62,0.040192
0.0,0.740314,348,favorable,0.824123,0.541082,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.639348,0.62,0.712676
0.0,0.599674,349,favorable,0.797528,0.637522,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.604776,0.62,0.629665
0.0,0.42641,350,favorable,0.779705,0.623312,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.416973,0.62,0.960432
0.0,0.637182,351,favorable,0.715888,0.559143,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.411136,0.62,0.25393
0.0,0.652629,352,favorable,0.812429,0.624737,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.779851,0.62,0.551194
0.0,0.852484,353,favorable,0.852612,0.402158,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.709407,0.62,0.932969
0.0,0.706713,354,favorable,0.871241,0.898836,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.609797,0.62,0.716565
0.0,0.598047,355,review,0.571729,0.39432,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.379325,0.62,0.487408
0.0,0.361679,356,unfavorable,0.494082,0.350662,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.378008,0.62,0.591492
0.0,0.804682,357,favorable,0.835077,0.679276,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.867413,0.62,0.32881
0.0,0.430229,358,favorable,0.661738,0.655244,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",1.0,0.479237,0.62,0.80918
0.0,0.435859,359,favorable,0.773973,0.83198,"Synthetic decision record for testing counterfactual reasoning, recourse, and feasibility review.",0.0,0.604208,0.62,0.460246
