allowed_for_recourse,case_id,counterfactual_decision,counterfactual_feature,counterfactual_score,counterfactual_value,delta,feasibility_note,flipped_to_favorable,original_decision,original_score,original_value,recourse_cost,score_change
True,70,unfavorable,baseline_score,0.348427,0.347867,0.1,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.316271,0.247867,0.14,0.032156
True,70,unfavorable,baseline_score,0.365062,0.397867,0.15,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.316271,0.247867,0.21,0.048791
True,70,unfavorable,baseline_score,0.382025,0.447867,0.2,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.316271,0.247867,0.28,0.065754
True,70,unfavorable,baseline_score,0.399281,0.497867,0.25,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.316271,0.247867,0.35,0.08301
True,70,unfavorable,baseline_score,0.416791,0.547867,0.3,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.316271,0.247867,0.42,0.10052
True,70,unfavorable,baseline_score,0.434513,0.597867,0.35,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.316271,0.247867,0.49,0.118242
True,70,unfavorable,baseline_score,0.452404,0.647867,0.4,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.316271,0.247867,0.56,0.136133
True,70,unfavorable,document_quality,0.329386,0.415099,0.05,Can often improve through corrected or complete documentation.,False,unfavorable,0.316271,0.365099,0.0375,0.013115
True,70,unfavorable,document_quality,0.342773,0.465099,0.1,Can often improve through corrected or complete documentation.,False,unfavorable,0.316271,0.365099,0.075,0.026502
True,70,unfavorable,document_quality,0.356414,0.515099,0.15,Can often improve through corrected or complete documentation.,False,unfavorable,0.316271,0.365099,0.1125,0.040143
True,70,unfavorable,document_quality,0.370293,0.565099,0.2,Can often improve through corrected or complete documentation.,False,unfavorable,0.316271,0.365099,0.15,0.054022
True,70,unfavorable,document_quality,0.384389,0.615099,0.25,Can often improve through corrected or complete documentation.,False,unfavorable,0.316271,0.365099,0.1875,0.068118
True,70,unfavorable,document_quality,0.398682,0.665099,0.3,Can often improve through corrected or complete documentation.,False,unfavorable,0.316271,0.365099,0.225,0.082411
True,70,unfavorable,document_quality,0.413149,0.715099,0.35,Can often improve through corrected or complete documentation.,False,unfavorable,0.316271,0.365099,0.2625,0.096878
True,70,unfavorable,document_quality,0.427768,0.765099,0.4,Can often improve through corrected or complete documentation.,False,unfavorable,0.316271,0.365099,0.3,0.111497
True,70,unfavorable,timeliness,0.324984,0.719242,0.05,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.316271,0.669242,0.055,0.008713
True,70,unfavorable,timeliness,0.333819,0.769242,0.1,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.316271,0.669242,0.11,0.017548
True,70,unfavorable,timeliness,0.342773,0.819242,0.15,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.316271,0.669242,0.165,0.026502
True,70,unfavorable,timeliness,0.35184,0.869242,0.2,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.316271,0.669242,0.22,0.035569
True,70,unfavorable,timeliness,0.361015,0.919242,0.25,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.316271,0.669242,0.275,0.044744
True,70,unfavorable,timeliness,0.370293,0.969242,0.3,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.316271,0.669242,0.33,0.054022
True,70,unfavorable,timeliness,0.376048,1.0,0.330758,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.316271,0.669242,0.363834,0.059777
True,70,unfavorable,timeliness,0.376048,1.0,0.330758,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.316271,0.669242,0.363834,0.059777
False,70,unfavorable,risk_adjustment,0.322248,0.497489,0.05,Internal model component is not directly actionable.,False,unfavorable,0.316271,0.447489,4.95,0.005977
False,70,unfavorable,risk_adjustment,0.328283,0.547489,0.1,Internal model component is not directly actionable.,False,unfavorable,0.316271,0.447489,9.9,0.012012
False,70,unfavorable,risk_adjustment,0.334375,0.597489,0.15,Internal model component is not directly actionable.,False,unfavorable,0.316271,0.447489,14.85,0.018104
False,70,unfavorable,risk_adjustment,0.340524,0.647489,0.2,Internal model component is not directly actionable.,False,unfavorable,0.316271,0.447489,19.8,0.024253
False,70,unfavorable,risk_adjustment,0.346726,0.697489,0.25,Internal model component is not directly actionable.,False,unfavorable,0.316271,0.447489,24.75,0.030455
False,70,unfavorable,risk_adjustment,0.352981,0.747489,0.3,Internal model component is not directly actionable.,False,unfavorable,0.316271,0.447489,29.7,0.03671
False,70,unfavorable,risk_adjustment,0.359287,0.797489,0.35,Internal model component is not directly actionable.,False,unfavorable,0.316271,0.447489,34.65,0.043016
False,70,unfavorable,risk_adjustment,0.365641,0.847489,0.4,Internal model component is not directly actionable.,False,unfavorable,0.316271,0.447489,39.6,0.04937
True,71,favorable,baseline_score,0.760943,0.446941,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.747507,0.396941,0.07,0.013436
True,71,favorable,baseline_score,0.773881,0.496941,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.747507,0.396941,0.14,0.026374
True,71,favorable,baseline_score,0.786316,0.546941,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.747507,0.396941,0.21,0.038809
True,71,favorable,baseline_score,0.798245,0.596941,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.747507,0.396941,0.28,0.050738
True,71,favorable,baseline_score,0.809669,0.646941,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.747507,0.396941,0.35,0.062162
True,71,favorable,baseline_score,0.820591,0.696941,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.747507,0.396941,0.42,0.073084
True,71,favorable,baseline_score,0.831018,0.746941,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.747507,0.396941,0.49,0.083511
True,71,favorable,baseline_score,0.840956,0.796941,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.747507,0.396941,0.56,0.093449
True,71,favorable,document_quality,0.758662,0.859021,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.747507,0.809021,0.0375,0.011155
True,71,favorable,document_quality,0.769477,0.909021,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.747507,0.809021,0.075,0.02197
True,71,favorable,document_quality,0.779947,0.959021,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.747507,0.809021,0.1125,0.03244
True,71,favorable,document_quality,0.788271,1.0,0.190979,Can often improve through corrected or complete documentation.,False,favorable,0.747507,0.809021,0.143234,0.040764
True,71,favorable,document_quality,0.788271,1.0,0.190979,Can often improve through corrected or complete documentation.,False,favorable,0.747507,0.809021,0.143234,0.040764
True,71,favorable,document_quality,0.788271,1.0,0.190979,Can often improve through corrected or complete documentation.,False,favorable,0.747507,0.809021,0.143234,0.040764
True,71,favorable,document_quality,0.788271,1.0,0.190979,Can often improve through corrected or complete documentation.,False,favorable,0.747507,0.809021,0.143234,0.040764
True,71,favorable,document_quality,0.788271,1.0,0.190979,Can often improve through corrected or complete documentation.,False,favorable,0.747507,0.809021,0.143234,0.040764
True,71,favorable,timeliness,0.754981,0.559018,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.747507,0.509018,0.055,0.007474
True,71,favorable,timeliness,0.762305,0.609018,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.747507,0.509018,0.11,0.014798
True,71,favorable,timeliness,0.769477,0.659018,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.747507,0.509018,0.165,0.02197
True,71,favorable,timeliness,0.776495,0.709018,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.747507,0.509018,0.22,0.028988
True,71,favorable,timeliness,0.783361,0.759018,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.747507,0.509018,0.275,0.035854
True,71,favorable,timeliness,0.790072,0.809018,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.747507,0.509018,0.33,0.042565
True,71,favorable,timeliness,0.796629,0.859018,0.35,Can improve in future cycles but may be constrained by access.,False,favorable,0.747507,0.509018,0.385,0.049122
True,71,favorable,timeliness,0.803033,0.909018,0.4,Can improve in future cycles but may be constrained by access.,False,favorable,0.747507,0.509018,0.44,0.055526
False,71,favorable,prior_flag,0.742281,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.747507,0.0,4.95,-0.005226
False,71,favorable,prior_flag,0.736985,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.747507,0.0,9.9,-0.010522
False,71,favorable,prior_flag,0.73162,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.747507,0.0,14.85,-0.015887
False,71,favorable,prior_flag,0.726186,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.747507,0.0,19.8,-0.021321
False,71,favorable,prior_flag,0.720684,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.747507,0.0,24.75,-0.026823
False,71,favorable,prior_flag,0.715115,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.747507,0.0,29.7,-0.032392
False,71,favorable,prior_flag,0.70948,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.747507,0.0,34.65,-0.038027
False,71,favorable,prior_flag,0.703779,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.747507,0.0,39.6,-0.043728
False,71,favorable,access_constraint,0.740844,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.747507,0.0,4.95,-0.006663
False,71,favorable,access_constraint,0.734068,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.747507,0.0,9.9,-0.013439
False,71,favorable,access_constraint,0.727179,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.747507,0.0,14.85,-0.020328
False,71,favorable,access_constraint,0.720181,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.747507,0.0,19.8,-0.027326
False,71,favorable,access_constraint,0.713074,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.747507,0.0,24.75,-0.034433
False,71,favorable,access_constraint,0.705859,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.747507,0.0,29.7,-0.041648
False,71,favorable,access_constraint,0.698541,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.747507,0.0,34.65,-0.048966
False,71,favorable,access_constraint,0.69112,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.747507,0.0,39.6,-0.056387
False,71,favorable,risk_adjustment,0.752662,0.471372,0.05,Internal model component is not directly actionable.,False,favorable,0.747507,0.421372,4.95,0.005155
False,71,favorable,risk_adjustment,0.757745,0.521372,0.1,Internal model component is not directly actionable.,False,favorable,0.747507,0.421372,9.9,0.010238
False,71,favorable,risk_adjustment,0.762758,0.571372,0.15,Internal model component is not directly actionable.,False,favorable,0.747507,0.421372,14.85,0.015251
False,71,favorable,risk_adjustment,0.767698,0.621372,0.2,Internal model component is not directly actionable.,False,favorable,0.747507,0.421372,19.8,0.020191
False,71,favorable,risk_adjustment,0.772566,0.671372,0.25,Internal model component is not directly actionable.,False,favorable,0.747507,0.421372,24.75,0.025059
False,71,favorable,risk_adjustment,0.777362,0.721372,0.3,Internal model component is not directly actionable.,False,favorable,0.747507,0.421372,29.7,0.029855
False,71,favorable,risk_adjustment,0.782085,0.771372,0.35,Internal model component is not directly actionable.,False,favorable,0.747507,0.421372,34.65,0.034578
False,71,favorable,risk_adjustment,0.786735,0.821372,0.4,Internal model component is not directly actionable.,False,favorable,0.747507,0.421372,39.6,0.039228
True,72,unfavorable,baseline_score,0.484743,0.214299,0.05,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.466663,0.164299,0.07,0.01808
True,72,unfavorable,baseline_score,0.502863,0.264299,0.1,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.466663,0.164299,0.14,0.0362
True,72,review,baseline_score,0.520976,0.314299,0.15,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.466663,0.164299,0.21,0.054313
True,72,review,baseline_score,0.539034,0.364299,0.2,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.466663,0.164299,0.28,0.072371
True,72,review,baseline_score,0.556989,0.414299,0.25,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.466663,0.164299,0.35,0.090326
True,72,review,baseline_score,0.574798,0.464299,0.3,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.466663,0.164299,0.42,0.108135
True,72,review,baseline_score,0.592414,0.514299,0.35,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.466663,0.164299,0.49,0.125751
True,72,review,baseline_score,0.609796,0.564299,0.4,Can improve through documented qualifying activity but may take time.,False,unfavorable,0.466663,0.164299,0.56,0.143133
True,72,unfavorable,document_quality,0.481621,0.626277,0.05,Can often improve through corrected or complete documentation.,False,unfavorable,0.466663,0.576277,0.0375,0.014958
True,72,unfavorable,document_quality,0.496613,0.676277,0.1,Can often improve through corrected or complete documentation.,False,unfavorable,0.466663,0.576277,0.075,0.02995
True,72,unfavorable,document_quality,0.511611,0.726277,0.15,Can often improve through corrected or complete documentation.,False,unfavorable,0.466663,0.576277,0.1125,0.044948
True,72,review,document_quality,0.526588,0.776277,0.2,Can often improve through corrected or complete documentation.,False,unfavorable,0.466663,0.576277,0.15,0.059925
True,72,review,document_quality,0.541517,0.826277,0.25,Can often improve through corrected or complete documentation.,False,unfavorable,0.466663,0.576277,0.1875,0.074854
True,72,review,document_quality,0.556373,0.876277,0.3,Can often improve through corrected or complete documentation.,False,unfavorable,0.466663,0.576277,0.225,0.08971
True,72,review,document_quality,0.571127,0.926277,0.35,Can often improve through corrected or complete documentation.,False,unfavorable,0.466663,0.576277,0.2625,0.104464
True,72,review,document_quality,0.585757,0.976277,0.4,Can often improve through corrected or complete documentation.,False,unfavorable,0.466663,0.576277,0.3,0.119094
True,72,unfavorable,timeliness,0.47663,0.5805,0.05,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.466663,0.5305,0.055,0.009967
True,72,unfavorable,timeliness,0.486616,0.6305,0.1,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.466663,0.5305,0.11,0.019953
True,72,unfavorable,timeliness,0.496613,0.6805,0.15,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.466663,0.5305,0.165,0.02995
True,72,unfavorable,timeliness,0.506613,0.7305,0.2,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.466663,0.5305,0.22,0.03995
True,72,unfavorable,timeliness,0.516607,0.7805,0.25,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.466663,0.5305,0.275,0.049944
True,72,review,timeliness,0.526588,0.8305,0.3,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.466663,0.5305,0.33,0.059925
True,72,review,timeliness,0.536548,0.8805,0.35,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.466663,0.5305,0.385,0.069885
True,72,review,timeliness,0.546479,0.9305,0.4,Can improve in future cycles but may be constrained by access.,False,unfavorable,0.466663,0.5305,0.44,0.079816
False,72,unfavorable,access_constraint,0.457963,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.466663,0.0,4.95,-0.0087
False,72,unfavorable,access_constraint,0.449288,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.466663,0.0,9.9,-0.017375
False,72,unfavorable,access_constraint,0.440644,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.466663,0.0,14.85,-0.026019
False,72,unfavorable,access_constraint,0.432036,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.466663,0.0,19.8,-0.034627
False,72,unfavorable,access_constraint,0.423469,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.466663,0.0,24.75,-0.043194
False,72,unfavorable,access_constraint,0.414948,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.466663,0.0,29.7,-0.051715
False,72,unfavorable,access_constraint,0.406477,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.466663,0.0,34.65,-0.060186
False,72,unfavorable,access_constraint,0.398062,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,unfavorable,0.466663,0.0,39.6,-0.068601
False,72,unfavorable,risk_adjustment,0.473513,0.345067,0.05,Internal model component is not directly actionable.,False,unfavorable,0.466663,0.295067,4.95,0.00685
False,72,unfavorable,risk_adjustment,0.480373,0.395067,0.1,Internal model component is not directly actionable.,False,unfavorable,0.466663,0.295067,9.9,0.01371
False,72,unfavorable,risk_adjustment,0.487241,0.445067,0.15,Internal model component is not directly actionable.,False,unfavorable,0.466663,0.295067,14.85,0.020578
False,72,unfavorable,risk_adjustment,0.494113,0.495067,0.2,Internal model component is not directly actionable.,False,unfavorable,0.466663,0.295067,19.8,0.02745
False,72,unfavorable,risk_adjustment,0.500988,0.545067,0.25,Internal model component is not directly actionable.,False,unfavorable,0.466663,0.295067,24.75,0.034325
False,72,unfavorable,risk_adjustment,0.507863,0.595067,0.3,Internal model component is not directly actionable.,False,unfavorable,0.466663,0.295067,29.7,0.0412
False,72,unfavorable,risk_adjustment,0.514734,0.645067,0.35,Internal model component is not directly actionable.,False,unfavorable,0.466663,0.295067,34.65,0.048071
False,72,review,risk_adjustment,0.5216,0.695067,0.4,Internal model component is not directly actionable.,False,unfavorable,0.466663,0.295067,39.6,0.054937
True,73,review,baseline_score,0.619834,0.564011,0.05,Can improve through documented qualifying activity but may take time.,False,review,0.602607,0.514011,0.07,0.017227
True,73,favorable,baseline_score,0.636763,0.614011,0.1,Can improve through documented qualifying activity but may take time.,True,review,0.602607,0.514011,0.14,0.034156
True,73,favorable,baseline_score,0.65336,0.664011,0.15,Can improve through documented qualifying activity but may take time.,True,review,0.602607,0.514011,0.21,0.050753
True,73,favorable,baseline_score,0.669592,0.714011,0.2,Can improve through documented qualifying activity but may take time.,True,review,0.602607,0.514011,0.28,0.066985
True,73,favorable,baseline_score,0.68543,0.764011,0.25,Can improve through documented qualifying activity but may take time.,True,review,0.602607,0.514011,0.35,0.082823
True,73,favorable,baseline_score,0.700849,0.814011,0.3,Can improve through documented qualifying activity but may take time.,True,review,0.602607,0.514011,0.42,0.098242
True,73,favorable,baseline_score,0.715824,0.864011,0.35,Can improve through documented qualifying activity but may take time.,True,review,0.602607,0.514011,0.49,0.113217
True,73,favorable,baseline_score,0.730339,0.914011,0.4,Can improve through documented qualifying activity but may take time.,True,review,0.602607,0.514011,0.56,0.127732
True,73,review,document_quality,0.616884,0.625485,0.05,Can often improve through corrected or complete documentation.,False,review,0.602607,0.575485,0.0375,0.014277
True,73,favorable,document_quality,0.630961,0.675485,0.1,Can often improve through corrected or complete documentation.,True,review,0.602607,0.575485,0.075,0.028354
True,73,favorable,document_quality,0.644819,0.725485,0.15,Can often improve through corrected or complete documentation.,True,review,0.602607,0.575485,0.1125,0.042212
True,73,favorable,document_quality,0.658438,0.775485,0.2,Can often improve through corrected or complete documentation.,True,review,0.602607,0.575485,0.15,0.055831
True,73,favorable,document_quality,0.671801,0.825485,0.25,Can often improve through corrected or complete documentation.,True,review,0.602607,0.575485,0.1875,0.069194
True,73,favorable,document_quality,0.684891,0.875485,0.3,Can often improve through corrected or complete documentation.,True,review,0.602607,0.575485,0.225,0.082284
True,73,favorable,document_quality,0.697694,0.925485,0.35,Can often improve through corrected or complete documentation.,True,review,0.602607,0.575485,0.2625,0.095087
True,73,favorable,document_quality,0.710197,0.975485,0.4,Can often improve through corrected or complete documentation.,True,review,0.602607,0.575485,0.3,0.10759
True,73,review,timeliness,0.612146,0.497117,0.05,Can improve in future cycles but may be constrained by access.,False,review,0.602607,0.447117,0.055,0.009539
True,73,favorable,timeliness,0.621599,0.547117,0.1,Can improve in future cycles but may be constrained by access.,True,review,0.602607,0.447117,0.11,0.018992
True,73,favorable,timeliness,0.630961,0.597117,0.15,Can improve in future cycles but may be constrained by access.,True,review,0.602607,0.447117,0.165,0.028354
True,73,favorable,timeliness,0.640225,0.647117,0.2,Can improve in future cycles but may be constrained by access.,True,review,0.602607,0.447117,0.22,0.037618
True,73,favorable,timeliness,0.649386,0.697117,0.25,Can improve in future cycles but may be constrained by access.,True,review,0.602607,0.447117,0.275,0.046779
True,73,favorable,timeliness,0.658438,0.747117,0.3,Can improve in future cycles but may be constrained by access.,True,review,0.602607,0.447117,0.33,0.055831
True,73,favorable,timeliness,0.667376,0.797117,0.35,Can improve in future cycles but may be constrained by access.,True,review,0.602607,0.447117,0.385,0.064769
True,73,favorable,timeliness,0.676195,0.847117,0.4,Can improve in future cycles but may be constrained by access.,True,review,0.602607,0.447117,0.44,0.073588
False,73,review,access_constraint,0.594197,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,review,0.602607,0.0,4.95,-0.00841
False,73,review,access_constraint,0.58573,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,review,0.602607,0.0,9.9,-0.016877
False,73,review,access_constraint,0.577213,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,review,0.602607,0.0,14.85,-0.025394
False,73,review,access_constraint,0.568649,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,review,0.602607,0.0,19.8,-0.033958
False,73,review,access_constraint,0.560044,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,review,0.602607,0.0,24.75,-0.042563
False,73,review,access_constraint,0.551403,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,review,0.602607,0.0,29.7,-0.051204
False,73,review,access_constraint,0.542731,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,review,0.602607,0.0,34.65,-0.059876
False,73,review,access_constraint,0.534033,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,review,0.602607,0.0,39.6,-0.068574
False,73,review,risk_adjustment,0.609174,0.54591,0.05,Internal model component is not directly actionable.,False,review,0.602607,0.49591,4.95,0.006567
False,73,review,risk_adjustment,0.615701,0.59591,0.1,Internal model component is not directly actionable.,False,review,0.602607,0.49591,9.9,0.013094
False,73,favorable,risk_adjustment,0.622187,0.64591,0.15,Internal model component is not directly actionable.,True,review,0.602607,0.49591,14.85,0.01958
False,73,favorable,risk_adjustment,0.62863,0.69591,0.2,Internal model component is not directly actionable.,True,review,0.602607,0.49591,19.8,0.026023
False,73,favorable,risk_adjustment,0.635027,0.74591,0.25,Internal model component is not directly actionable.,True,review,0.602607,0.49591,24.75,0.03242
False,73,favorable,risk_adjustment,0.641376,0.79591,0.3,Internal model component is not directly actionable.,True,review,0.602607,0.49591,29.7,0.038769
False,73,favorable,risk_adjustment,0.647677,0.84591,0.35,Internal model component is not directly actionable.,True,review,0.602607,0.49591,34.65,0.04507
False,73,favorable,risk_adjustment,0.653926,0.89591,0.4,Internal model component is not directly actionable.,True,review,0.602607,0.49591,39.6,0.051319
True,74,favorable,baseline_score,0.813463,0.532909,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.802211,0.482909,0.07,0.011252
True,74,favorable,baseline_score,0.824215,0.582909,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.802211,0.482909,0.14,0.022004
True,74,favorable,baseline_score,0.834474,0.632909,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.802211,0.482909,0.21,0.032263
True,74,favorable,baseline_score,0.844247,0.682909,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.802211,0.482909,0.28,0.042036
True,74,favorable,baseline_score,0.853544,0.732909,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.802211,0.482909,0.35,0.051333
True,74,favorable,baseline_score,0.862377,0.782909,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.802211,0.482909,0.42,0.060166
True,74,favorable,baseline_score,0.870757,0.832909,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.802211,0.482909,0.49,0.068546
True,74,favorable,baseline_score,0.8787,0.882909,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.802211,0.482909,0.56,0.076489
True,74,favorable,document_quality,0.811559,0.888836,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.802211,0.838836,0.0375,0.009348
True,74,favorable,document_quality,0.820564,0.938836,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.802211,0.838836,0.075,0.018353
True,74,favorable,document_quality,0.829229,0.988836,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.802211,0.838836,0.1125,0.027018
True,74,favorable,document_quality,0.831118,1.0,0.161164,Can often improve through corrected or complete documentation.,False,favorable,0.802211,0.838836,0.120873,0.028907
True,74,favorable,document_quality,0.831118,1.0,0.161164,Can often improve through corrected or complete documentation.,False,favorable,0.802211,0.838836,0.120873,0.028907
True,74,favorable,document_quality,0.831118,1.0,0.161164,Can often improve through corrected or complete documentation.,False,favorable,0.802211,0.838836,0.120873,0.028907
True,74,favorable,document_quality,0.831118,1.0,0.161164,Can often improve through corrected or complete documentation.,False,favorable,0.802211,0.838836,0.120873,0.028907
True,74,favorable,document_quality,0.831118,1.0,0.161164,Can often improve through corrected or complete documentation.,False,favorable,0.802211,0.838836,0.120873,0.028907
True,74,favorable,timeliness,0.808481,0.455852,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.802211,0.405852,0.055,0.00627
True,74,favorable,timeliness,0.814599,0.505852,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.802211,0.405852,0.11,0.012388
True,74,favorable,timeliness,0.820564,0.555852,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.802211,0.405852,0.165,0.018353
True,74,favorable,timeliness,0.826378,0.605852,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.802211,0.405852,0.22,0.024167
True,74,favorable,timeliness,0.832043,0.655852,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.802211,0.405852,0.275,0.029832
True,74,favorable,timeliness,0.837558,0.705852,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.802211,0.405852,0.33,0.035347
True,74,favorable,timeliness,0.842927,0.755852,0.35,Can improve in future cycles but may be constrained by access.,False,favorable,0.802211,0.405852,0.385,0.040716
True,74,favorable,timeliness,0.848151,0.805852,0.4,Can improve in future cycles but may be constrained by access.,False,favorable,0.802211,0.405852,0.44,0.04594
False,74,favorable,prior_flag,0.797812,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.802211,0.0,4.95,-0.004399
False,74,favorable,prior_flag,0.793339,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.802211,0.0,9.9,-0.008872
False,74,favorable,prior_flag,0.788794,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.802211,0.0,14.85,-0.013417
False,74,favorable,prior_flag,0.784176,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.802211,0.0,19.8,-0.018035
False,74,favorable,prior_flag,0.779486,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.802211,0.0,24.75,-0.022725
False,74,favorable,prior_flag,0.774723,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.802211,0.0,29.7,-0.027488
False,74,favorable,prior_flag,0.769887,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.802211,0.0,34.65,-0.032324
False,74,favorable,prior_flag,0.764979,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.802211,0.0,39.6,-0.037232
False,74,favorable,access_constraint,0.796599,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.802211,0.0,4.95,-0.005612
False,74,favorable,access_constraint,0.790869,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.802211,0.0,9.9,-0.011342
False,74,favorable,access_constraint,0.785021,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.802211,0.0,14.85,-0.01719
False,74,favorable,access_constraint,0.779056,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.802211,0.0,19.8,-0.023155
