group,interpretation,noise_sd,observed_y,row_id,split,true_signal,x
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.91328,test_0151,test,0.657904,0.817084
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.182817,test_0152,test,0.54688,0.335256
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.79348,test_0153,test,0.751681,0.092822
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.322709,test_0154,test,0.16028,-0.339109
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.605082,test_0155,test,0.609268,0.845782
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.766991,test_0156,test,0.792826,0.117843
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.447178,test_0157,test,-0.316805,-0.495652
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.267822,test_0158,test,0.044223,-0.170755
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.596659,test_0159,test,0.969916,0.556403
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.221407,test_0160,test,0.164554,-0.322507
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.145895,test_0161,test,-1.163086,-0.925009
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.048763,test_0162,test,0.959041,0.703785
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.042185,test_0163,test,-0.164749,-0.462712
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.165176,test_0164,test,0.15142,-0.085727
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.144551,test_0165,test,-0.094622,-0.446181
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.4951,test_0166,test,0.548382,0.384868
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.797544,test_0167,test,0.717061,0.077922
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.165555,test_0168,test,0.159784,-0.340033
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.855304,test_0169,test,-0.61605,-0.561191
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.820673,test_0170,test,-0.876583,-0.658445
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.151066,test_0171,test,0.10763,-0.381104
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.420816,test_0172,test,0.537867,0.362281
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.904736,test_0173,test,0.793388,0.118315
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.134811,test_0174,test,0.044963,-0.160929
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.883513,test_0175,test,-0.830369,-0.629484
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.163771,test_0176,test,0.699064,0.976798
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.560144,test_0177,test,0.650108,0.820922
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.02281,test_0178,test,0.160492,-0.305175
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.742135,test_0179,test,0.754672,0.213213
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.384941,test_0180,test,1.012086,0.677921
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.207601,test_0181,test,-1.169906,-0.926569
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.057551,test_0182,test,1.05518,0.617902
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.297134,test_0183,test,-0.30087,-0.492294
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.241493,test_0184,test,-0.121729,-0.45273
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.898076,test_0185,test,1.000243,0.684494
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.961596,test_0186,test,-1.035897,-0.891625
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.310129,test_0187,test,0.045458,-0.178283
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.672487,test_0188,test,0.558833,0.322319
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.553165,test_0189,test,0.538094,0.364113
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.164907,test_0190,test,0.315759,-0.034806
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.112374,test_0191,test,-0.893933,-0.818563
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.139541,test_0192,test,0.15278,-0.349805
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.075757,test_0193,test,0.136501,-0.364129
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.79726,test_0194,test,0.701022,0.977713
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.963072,test_0195,test,0.899507,0.726999
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.708771,test_0196,test,0.585273,0.894946
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.678981,test_0197,test,0.854352,0.743064
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.905636,test_0198,test,-0.882875,-0.787272
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.789182,test_0199,test,0.74515,0.21871
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.494989,test_0200,test,-0.691073,-0.58066
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.299254,test_0201,test,0.512381,0.016069
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.986245,test_0202,test,1.022168,0.583363
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.000653,test_0203,test,-0.146944,-0.458634
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.644245,test_0204,test,0.792745,0.117775
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.723644,test_0205,test,1.006387,0.681168
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.619196,test_0206,test,0.070776,-0.215996
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.62308,test_0207,test,0.723337,0.230473
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.74528,test_0208,test,0.770415,0.102618
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.650971,test_0209,test,0.663687,0.959501
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.961838,test_0210,test,1.056475,0.631777
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.816272,test_0211,test,0.568872,0.313964
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.089548,test_0212,test,-1.189444,-0.930952
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.12055,test_0213,test,1.015189,0.579022
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.215322,test_0214,test,-0.17435,-0.464883
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.6003,test_0215,test,0.723899,0.080638
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.668855,test_0216,test,-0.82483,-0.626856
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.998501,test_0217,test,-1.039448,-0.892714
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.715428,test_0218,test,0.61976,0.28245
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.3281,test_0219,test,0.369959,-0.020515
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.615877,test_0220,test,-0.60341,-0.558127
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.060258,test_0221,test,0.134034,-0.271686
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.741526,test_0222,test,0.795001,0.494295
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.027428,test_0223,test,-0.898774,-0.689964
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.884946,test_0224,test,-1.139402,-0.919454
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.267492,test_0225,test,-1.465501,-0.984871
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.712337,test_0226,test,0.578395,0.409285
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.043079,test_0227,test,1.056819,0.626912
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.587306,test_0228,test,-0.889661,-0.672379
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.726349,test_0229,test,-0.80288,-0.617346
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.110184,test_0230,test,0.062325,-0.133736
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.091421,test_0231,test,1.030035,0.66621
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.735817,test_0232,test,0.623035,0.935854
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.365077,test_0233,test,-0.668659,-0.574573
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.515011,test_0234,test,0.046378,-0.156054
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.221364,test_0235,test,0.047342,-0.153645
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.40355,test_0236,test,0.62453,0.936861
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.259278,test_0237,test,0.666629,0.258693
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.914536,test_0238,test,0.754664,0.213217
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.657129,test_0239,test,-0.892445,-0.816473
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.063133,test_0240,test,-0.885141,-0.768294
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.975184,test_0241,test,-0.920101,-0.842363
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.1415,test_0242,test,-0.896471,-0.683867
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.947112,test_0243,test,-0.873406,-0.655756
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.495258,test_0244,test,0.585624,0.896006
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.146905,test_0245,test,0.676708,0.966076
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.68631,test_0246,test,0.595078,0.296386
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.674248,test_0247,test,0.637915,0.82734
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.011804,test_0248,test,0.13176,-0.269546
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.816301,test_0249,test,-1.44389,-0.980957
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.957335,test_0250,test,1.006802,0.680938
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.564777,test_0251,test,0.357875,-0.023657
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.03816,test_0252,test,0.794526,0.119293
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.391144,test_0253,test,0.628314,0.939343
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.860143,test_0254,test,0.792879,0.186076
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.516015,test_0255,test,0.593061,0.861458
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.431558,test_0256,test,-0.291367,-0.490287
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.377178,test_0257,test,0.538086,0.364058
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.086253,test_0258,test,1.046003,0.651905
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.556895,test_0259,test,0.637304,0.050794
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.116602,test_0260,test,-0.1011,-0.447768
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.223356,test_0261,test,-1.165397,-0.925539
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.573229,test_0262,test,0.610118,0.845123
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.607966,test_0263,test,0.803733,0.128756
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.982518,test_0264,test,0.812605,0.149953
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.112926,test_0265,test,0.150522,-0.086072
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.710819,test_0266,test,0.70574,0.79635
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.834391,test_0267,test,-0.896781,-0.731359
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.743035,test_0268,test,0.694545,0.069535
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.004094,test_0269,test,-0.290501,-0.490104
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.999555,test_0270,test,-0.946935,-0.857749
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.108376,test_0271,test,0.769562,0.203915
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.989716,test_0272,test,0.672849,0.810163
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.556606,test_0273,test,0.627826,0.434473
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.337355,test_0274,test,0.147188,-0.355492
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.646976,test_0275,test,0.713473,0.793304
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.388639,test_0276,test,0.558002,0.028175
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.792777,test_0277,test,0.974826,0.696871
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.888531,test_0278,test,0.786755,0.191377
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.104071,test_0279,test,0.075825,-0.122954
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.55978,test_0280,test,0.797942,0.181104
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.749379,test_0281,test,0.317541,-0.034326
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.130976,test_0282,test,0.086459,-0.230558
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.290458,test_0283,test,-1.193814,-0.931916
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.401441,test_0284,test,-0.422775,-0.517928
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.589247,test_0285,test,0.610017,0.042699
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.913523,test_0286,test,0.72329,0.470527
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-1.442041,test_0287,test,-1.267406,-0.947405
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.46028,test_0288,test,0.590912,0.90636
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.974007,test_0289,test,-0.888741,-0.755666
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.836498,test_0290,test,-0.929045,-0.848038
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.950546,test_0291,test,-0.878184,-0.659875
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.834011,test_0292,test,-0.882922,-0.788683
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.689956,test_0293,test,0.705689,0.97988
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.76353,test_0294,test,-0.774823,-0.606713
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.150042,test_0295,test,-0.218413,-0.474644
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.43485,test_0296,test,0.643482,0.824339
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.709178,test_0297,test,-0.905292,-0.830896
lower_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,-0.278505,test_0298,test,-0.622988,-0.562895
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,1.076329,test_0299,test,1.000586,0.684313
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.18,0.481027,test_0300,test,0.699678,0.798783
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.532108,shifted_test_0001,shifted_test,0.987967,0.564609
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.013466,shifted_test_0002,shifted_test,0.889775,1.122479
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.971692,shifted_test_0003,shifted_test,0.828525,0.752024
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.647189,shifted_test_0004,shifted_test,0.870003,1.064172
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.364544,shifted_test_0005,shifted_test,0.894327,1.094062
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.645553,shifted_test_0006,shifted_test,0.977692,0.695563
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.986698,shifted_test_0007,shifted_test,0.894711,1.112329
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.001585,shifted_test_0008,shifted_test,0.973593,0.697428
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.060052,shifted_test_0009,shifted_test,0.755267,0.212859
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.146494,shifted_test_0010,shifted_test,0.132499,-0.093314
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.161191,shifted_test_0011,shifted_test,0.853204,1.05223
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.127154,shifted_test_0012,shifted_test,0.979115,0.560487
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.709,shifted_test_0013,shifted_test,0.981744,0.56169
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.764915,shifted_test_0014,shifted_test,0.793627,0.493847
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.001375,shifted_test_0015,shifted_test,0.164575,-0.08081
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.893382,shifted_test_0016,shifted_test,0.674626,0.45323
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.025659,shifted_test_0017,shifted_test,0.809409,0.164973
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.340068,shifted_test_0018,shifted_test,0.319448,-0.033814
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.968887,shifted_test_0019,shifted_test,0.898604,0.727329
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.157315,shifted_test_0020,shifted_test,1.011609,0.576926
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.739187,shifted_test_0021,shifted_test,0.831761,0.506302
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.141389,shifted_test_0022,shifted_test,0.98945,0.689983
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.863708,shifted_test_0023,shifted_test,0.694702,0.069591
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.758523,shifted_test_0024,shifted_test,0.647635,0.822179
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.932895,shifted_test_0025,shifted_test,0.525013,0.019379
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.431469,shifted_test_0026,shifted_test,0.592153,0.862648
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.268454,shifted_test_0027,shifted_test,0.602379,0.919596
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.90959,shifted_test_0028,shifted_test,0.855325,0.742724
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.536712,shifted_test_0029,shifted_test,0.64559,0.269112
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.053719,shifted_test_0030,shifted_test,0.050282,-0.148041
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.79414,shifted_test_0031,shifted_test,0.541791,0.343406
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.502559,shifted_test_0032,shifted_test,0.557638,0.394218
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.821484,shifted_test_0033,shifted_test,1.027245,0.586782
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.645579,shifted_test_0034,shifted_test,0.661527,0.815357
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.96032,shifted_test_0035,shifted_test,1.055425,0.618638
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.412034,shifted_test_0036,shifted_test,0.543431,0.340412
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.698423,shifted_test_0037,shifted_test,0.807761,0.168186
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.190956,shifted_test_0038,shifted_test,0.879541,0.734197
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.931906,shifted_test_0039,shifted_test,1.026642,0.586362
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.147804,shifted_test_0040,shifted_test,0.894093,1.11417
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.566799,shifted_test_0041,shifted_test,0.596865,0.295316
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.707799,shifted_test_0042,shifted_test,1.054808,0.61688
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.292813,shifted_test_0043,shifted_test,0.809185,0.16545
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.147762,shifted_test_0044,shifted_test,1.054169,0.639494
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.766357,shifted_test_0045,shifted_test,0.822894,0.503396
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.417745,shifted_test_0046,shifted_test,0.509536,0.015326
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.965639,shifted_test_0047,shifted_test,1.049953,0.646894
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.00982,shifted_test_0048,shifted_test,0.801035,0.177669
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.577231,shifted_test_0049,shifted_test,0.612666,0.427603
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.139809,shifted_test_0050,shifted_test,1.019225,0.673581
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,-0.031063,shifted_test_0051,shifted_test,0.053398,-0.143489
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.565306,shifted_test_0052,shifted_test,0.61689,0.931531
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.80873,shifted_test_0053,shifted_test,0.61138,0.426994
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.856878,shifted_test_0054,shifted_test,0.766639,0.205825
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.546638,shifted_test_0055,shifted_test,0.604002,0.850122
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.39151,shifted_test_0056,shifted_test,0.802263,0.176188
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.513792,shifted_test_0057,shifted_test,0.669834,0.811519
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.768309,shifted_test_0058,shifted_test,0.669888,0.257095
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.650152,shifted_test_0059,shifted_test,0.691903,0.068598
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.76693,shifted_test_0060,shifted_test,0.802549,0.127324
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.722415,shifted_test_0061,shifted_test,0.809014,0.758771
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.17999,shifted_test_0062,shifted_test,0.541408,0.374382
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.633794,shifted_test_0063,shifted_test,0.701464,0.977919
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.265605,shifted_test_0064,shifted_test,0.379525,-0.018041
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.284771,shifted_test_0065,shifted_test,0.538938,0.350711
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.349465,shifted_test_0066,shifted_test,0.537942,0.362988
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.956695,shifted_test_0067,shifted_test,1.046488,0.651345
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.155042,shifted_test_0068,shifted_test,0.894805,1.112014
upper_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.543278,shifted_test_0069,shifted_test,0.829493,0.751689
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.215752,shifted_test_0070,shifted_test,0.80924,0.165335
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,1.144925,shifted_test_0071,shifted_test,0.846831,0.511272
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.844266,shifted_test_0072,shifted_test,0.772803,0.104007
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.435265,shifted_test_0073,shifted_test,0.698029,0.070784
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.736724,shifted_test_0074,shifted_test,0.614102,0.428277
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.468322,shifted_test_0075,shifted_test,0.545148,0.337699
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.687371,shifted_test_0076,shifted_test,0.685872,0.249266
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,-0.053037,shifted_test_0077,shifted_test,0.110908,-0.10299
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.596049,shifted_test_0078,shifted_test,0.709931,0.237331
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.859819,shifted_test_0079,shifted_test,0.551385,0.388232
middle_region,Synthetic continuous outcome for model-error and generalization diagnostics.,0.22,0.911949,shifted_test_0080,shifted_test,0.943015,0.545335
