baseline_capacity,hidden_need_unobserved_in_real_study,individual_true_effect,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,unit_id
0.671126,0.243258,0.231603,0.347282,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.448583,0.21698,0.448583,0.213271,1,0.357348,256
0.658791,0.338042,0.229358,0.715405,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.609873,0.380516,0.609873,0.26015,1,0.46091,257
0.402045,0.611272,0.229432,0.767865,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.444444,0.444444,0.673876,0.065728,0,0.451146,258
0.928145,0.293328,0.245732,0.690915,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.192349,0.192349,0.438082,0.052802,0,0.3355,259
0.424107,0.854994,0.197686,0.302073,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.722127,0.722127,0.919813,0.875928,0,0.693819,260
0.490734,0.378026,0.225665,0.554165,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.41344,0.41344,0.639105,0.22643,0,0.439561,261
0.574424,0.567724,0.214986,0.489874,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.618212,0.403227,0.618212,0.55618,1,0.566322,262
0.673619,0.566869,0.224732,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.649629,0.424897,0.649629,0.386911,1,0.590569,263
0.628081,0.249802,0.232583,0.521481,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.596934,0.364351,0.596934,0.156491,1,0.376004,264
0.705251,0.650479,0.219886,0.842476,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.356141,0.356141,0.576027,0.531783,0,0.618533,265
0.344132,0.569738,0.218768,0.290448,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.437691,0.437691,0.656459,0.28889,0,0.446131,266
0.520872,0.688325,0.206131,0.837911,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.488714,0.488714,0.694844,0.737388,0,0.717754,267
0.678864,0.479223,0.235136,0.637112,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.206367,0.206367,0.441503,0.130746,0,0.401704,268
0.482601,0.549608,0.219377,0.251891,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.531043,0.311665,0.531043,0.377516,1,0.453619,269
0.570391,0.614294,0.225547,0.769591,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.759388,0.533841,0.759388,0.289114,1,0.520608,270
0.400891,0.506135,0.219026,0.565303,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.346229,0.346229,0.565254,0.325024,0,0.505863,271
0.338661,0.610891,0.227342,0.497306,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.283199,0.283199,0.510541,0.07044,0,0.405279,272
0.393546,0.771328,0.221602,0.485587,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.452586,0.452586,0.674188,0.255112,0,0.484305,273
0.626343,0.477079,0.220109,0.678524,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.547399,0.32729,0.547399,0.467031,1,0.554739,274
0.736329,0.611833,0.230704,0.270619,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.541032,0.310328,0.541032,0.284645,1,0.391467,275
0.655694,0.175657,0.229073,0.633654,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.34523,0.34523,0.574303,0.264951,0,0.432078,276
0.472434,0.616366,0.227505,0.389019,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.404759,0.404759,0.632264,0.166689,0,0.404101,277
0.685265,0.251202,0.224507,0.637017,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.515667,0.291161,0.515667,0.401279,1,0.491151,278
0.686933,0.153771,0.230846,0.673882,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.270124,0.270124,0.500969,0.244059,0,0.425925,279
0.567741,0.775351,0.203975,0.532413,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.804956,0.600981,0.804956,0.826433,1,0.695356,280
0.535725,0.650937,0.198337,0.654807,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.876492,0.678155,0.876492,0.943366,1,0.74957,281
0.220878,0.388042,0.219629,0.390536,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.578524,0.358896,0.578524,0.174943,1,0.421881,282
0.413704,0.466406,0.209182,0.493373,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.481935,0.481935,0.691117,0.580721,0,0.58983,283
0.443552,0.816931,0.204586,0.627251,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.82373,0.619144,0.82373,0.718003,1,0.692075,284
0.456703,0.558206,0.21371,0.643525,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.570024,0.356314,0.570024,0.49978,1,0.590448,285
0.534238,0.19008,0.235529,0.123368,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.092631,0.092631,0.328159,0.012461,0,0.258864,286
0.455754,0.511964,0.227881,0.479875,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.643421,0.41554,0.643421,0.14478,1,0.407407,287
0.145395,0.622247,0.196284,0.679066,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.910067,0.713783,0.910067,0.701958,1,0.715705,288
0.541189,0.567105,0.217556,0.481767,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.603303,0.385748,0.603303,0.467004,1,0.532676,289
0.600265,0.240217,0.2297,0.411987,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.555524,0.325824,0.555524,0.207701,1,0.376795,290
0.825298,0.549181,0.24109,0.259854,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.345811,0.10472,0.345811,0.091712,1,0.30164,291
0.071367,0.506725,0.204458,0.775366,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.803795,0.599337,0.803795,0.442073,1,0.640281,292
0.473529,0.552017,0.227315,0.353513,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.56811,0.340795,0.56811,0.172269,1,0.393528,293
0.609007,0.229972,0.233181,0.41468,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.305019,0.305019,0.538199,0.127239,0,0.344786,294
0.464831,0.547412,0.22729,0.653048,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.711125,0.483835,0.711125,0.166376,1,0.454017,295
0.28626,0.559159,0.205972,0.671394,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.575432,0.575432,0.781404,0.565393,0,0.643789,296
0.328069,0.508471,0.22476,0.577921,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.407985,0.407985,0.632745,0.127043,0,0.437425,297
0.636371,0.330879,0.232247,0.470319,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.493634,0.261386,0.493634,0.171094,1,0.377043,298
0.613351,0.327271,0.210504,0.74318,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.576816,0.576816,0.78732,0.697424,0,0.647862,299
0.438897,0.705965,0.197397,0.754815,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.849568,0.652171,0.849568,0.894247,1,0.76365,300
0.454785,0.820528,0.195617,0.757963,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.855718,0.6601,0.855718,0.950652,1,0.785818,301
0.734078,0.585194,0.216665,0.632652,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.470308,0.470308,0.686973,0.633937,0,0.607025,302
0.759962,0.160571,0.214308,0.539903,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.609532,0.395224,0.609532,0.712275,1,0.579907,303
0.599591,0.507449,0.205896,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.842777,0.636882,0.842777,0.802305,1,0.744908,304
0.203352,0.24677,0.203932,0.868459,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.762881,0.558949,0.762881,0.554224,1,0.66311,305
0.062603,0.375746,0.188725,0.814048,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.984063,0.795338,0.984063,0.828828,1,0.769694,306
0.315262,0.554892,0.226967,0.159284,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.199497,0.199497,0.426464,0.062269,0,0.333801,307
0.470185,0.795301,0.196554,0.742248,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.931015,0.734461,0.931015,0.938788,1,0.777242,308
0.693057,0.629893,0.211096,0.725018,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.778026,0.56693,0.778026,0.7424,1,0.674916,309
0.35844,0.645445,0.216709,0.362383,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.353521,0.353521,0.57023,0.351097,0,0.491526,310
0.254206,0.404822,0.189728,0.892021,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.912722,0.722994,0.912722,0.947466,1,0.797931,311
0.440554,0.602022,0.221879,0.506759,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.653805,0.431926,0.653805,0.283442,1,0.479219,312
0.642366,0.402062,0.214223,0.73204,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.67316,0.458937,0.67316,0.626191,1,0.620782,313
0.458386,0.776578,0.193972,0.639688,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.882519,0.688548,0.882519,0.994493,1,0.77805,314
0.51307,0.066884,0.224771,0.605721,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.230304,0.230304,0.455075,0.265521,0,0.436395,315
0.581112,0.495947,0.208125,0.569528,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.600827,0.600827,0.808953,0.732697,0,0.644974,316
0.731195,0.281437,0.236427,0.4771,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.594345,0.357918,0.594345,0.137726,1,0.349583,317
0.496232,0.529773,0.214055,0.94776,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.847216,0.633161,0.847216,0.520793,1,0.651899,318
0.526312,0.241768,0.227131,0.429323,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.60108,0.373949,0.60108,0.216467,1,0.393468,319
0.279491,0.710557,0.202443,0.561701,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.844425,0.641982,0.844425,0.648547,1,0.666528,320
0.284008,0.538485,0.225541,0.265312,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.526598,0.301057,0.526598,0.074479,1,0.361391,321
0.561473,0.335722,0.225892,0.443545,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.219918,0.219918,0.445809,0.273815,0,0.422505,322
0.395001,0.421704,0.215683,0.438923,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.558401,0.558401,0.774084,0.404176,0,0.50508,323
0.591173,0.509854,0.234733,0.506169,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.182057,0.182057,0.41679,0.075049,0,0.367578,324
0.511531,0.29105,0.233511,0.722077,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.465048,0.231537,0.465048,0.045884,1,0.391741,325
0.632083,0.759979,0.199962,0.864141,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.822531,0.622569,0.822531,0.975022,1,0.78779,326
0.313241,0.486439,0.213271,0.655916,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.529269,0.315998,0.529269,0.403157,1,0.567267,327
0.66298,0.627631,0.222359,0.810595,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.655222,0.432863,0.655222,0.438265,1,0.578636,328
0.625573,0.835877,0.226925,0.666632,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.611112,0.384187,0.611112,0.296067,1,0.513407,329
0.394099,0.949131,0.198402,0.65208,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.860726,0.662324,0.860726,0.835533,1,0.749949,330
0.708575,0.436098,0.234972,0.41675,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.128376,0.128376,0.363348,0.157142,0,0.360416,331
0.559344,0.27966,0.234237,0.348309,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.241973,0.241973,0.47621,0.063585,0,0.318911,332
0.32882,0.533224,0.191385,0.784527,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.662035,0.662035,0.853419,0.962002,0,0.787501,333
0.505901,0.646746,0.221377,0.444391,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.412898,0.412898,0.634275,0.344991,0,0.486274,334
0.403748,0.454008,0.220451,0.226967,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.256883,0.256883,0.477334,0.291524,0,0.415999,335
0.283354,0.815002,0.200306,0.655009,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.874319,0.674013,0.874319,0.704871,1,0.710785,336
0.733195,0.453997,0.22844,0.972417,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.687041,0.458601,0.687041,0.338892,1,0.547697,337
0.60255,0.546541,0.235376,0.356763,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.461783,0.226408,0.461783,0.067523,1,0.337277,338
0.494932,0.720777,0.202017,0.783345,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.864869,0.662853,0.864869,0.820781,1,0.740812,339
0.394758,0.612117,0.229657,0.583683,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.355316,0.355316,0.584973,0.054635,0,0.409363,340
0.377428,0.481103,0.211657,0.059543,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.485669,0.485669,0.697326,0.491645,0,0.4682,341
0.883476,0.115892,0.243008,0.897082,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.568312,0.325304,0.568312,0.087402,1,0.380219,342
0.0,0.696368,0.195548,0.647502,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.735599,0.735599,0.931147,0.611297,0,0.701143,343
0.703956,0.754938,0.206231,0.691968,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.801716,0.595485,0.801716,0.872195,1,0.721989,344
0.661004,0.290158,0.235055,0.522082,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.196629,0.196629,0.431684,0.119369,0,0.360944,345
0.265065,0.54046,0.20873,0.748904,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.570832,0.570832,0.779562,0.480558,0,0.627817,346
0.655857,0.4356,0.23186,0.612538,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.241823,0.241823,0.473683,0.195403,0,0.421849,347
0.237419,0.625141,0.189459,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.95559,0.76613,0.95559,0.941577,1,0.823729,348
0.845223,0.59606,0.22745,0.648816,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.616738,0.389289,0.616738,0.447672,1,0.520963,349
0.641557,0.472403,0.208075,0.690048,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.713888,0.713888,0.921963,0.779296,0,0.675872,350
0.391131,0.7208,0.198534,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.786491,0.786491,0.985024,0.830008,0,0.786956,351
0.119856,0.695673,0.203123,0.701576,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.839481,0.636358,0.839481,0.51182,1,0.661147,352
0.524009,0.539508,0.222363,0.2665,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.35103,0.35103,0.573393,0.333938,0,0.432452,353
0.472173,0.639219,0.196463,0.685807,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.843585,0.647122,0.843585,0.942554,1,0.759909,354
0.740617,0.511802,0.214497,0.901637,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.636421,0.421924,0.636421,0.693047,1,0.67518,355
0.583986,0.707273,0.20194,0.993622,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.754578,0.552638,0.754578,0.889489,1,0.783908,356
0.0,0.57568,0.183808,0.276638,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.696508,0.696508,0.880316,0.904792,0,0.727016,357
0.576194,1.0,0.212799,0.880374,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.905287,0.692488,0.905287,0.612161,1,0.698776,358
0.336489,0.422991,0.20853,0.7003,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.700538,0.492008,0.700538,0.539123,1,0.621939,359
0.400197,0.85068,0.228273,0.660809,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.449233,0.449233,0.677506,0.093321,0,0.460904,360
0.649184,0.786246,0.221351,0.586695,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.52486,0.303509,0.52486,0.453116,1,0.553412,361
0.870804,0.206302,0.238981,0.760119,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.477362,0.238381,0.477362,0.178583,1,0.397481,362
0.581244,0.539204,0.200022,0.85275,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.938437,0.738415,0.938437,0.935372,1,0.766247,363
0.599954,0.590341,0.214463,0.7481,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.459878,0.459878,0.674342,0.588388,0,0.630269,364
0.291239,0.685415,0.215118,0.734066,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.497593,0.497593,0.712711,0.340485,0,0.57822,365
0.423012,0.452296,0.227603,0.642873,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.415868,0.415868,0.643472,0.127173,0,0.43338,366
0.740388,0.379631,0.232677,0.586934,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.366299,0.366299,0.598976,0.238358,0,0.417716,367
0.755369,0.610292,0.206614,0.578727,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.707905,0.501291,0.707905,0.901182,1,0.695724,368
0.295299,0.823388,0.199426,0.867151,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.843489,0.644063,0.843489,0.735812,1,0.755273,369
0.622259,0.437672,0.208331,0.788111,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.680699,0.472368,0.680699,0.758421,1,0.686161,370
0.748381,0.469541,0.242007,0.556534,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.400978,0.158972,0.400978,0.011115,1,0.330511,371
0.442594,0.537244,0.213515,0.668033,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.458776,0.458776,0.672291,0.494077,0,0.59331,372
0.756234,0.46674,0.21686,0.758801,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.633435,0.416574,0.633435,0.645663,1,0.62428,373
0.272532,0.418858,0.218638,0.718967,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.522076,0.303438,0.522076,0.238453,1,0.512816,374
0.494761,0.561438,0.207199,0.430725,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.742089,0.534891,0.742089,0.691106,1,0.617943,375
0.632717,0.305242,0.237063,0.482619,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.480053,0.242989,0.480053,0.047952,1,0.331411,376
0.669611,0.486406,0.228979,0.695349,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.462257,0.462257,0.691236,0.27774,0,0.475338,377
0.652509,0.385656,0.228906,0.720297,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.497351,0.268445,0.497351,0.266731,1,0.469652,378
0.436794,0.551097,0.222081,0.566753,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.614438,0.392356,0.614438,0.275563,1,0.484771,379
0.539937,0.480311,0.200406,0.549669,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.612506,0.612506,0.812912,0.894796,0,0.703658,380
0.088992,0.841441,0.19623,0.856746,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.709495,0.709495,0.905724,0.661004,0,0.752958,381
0.504715,0.212541,0.231629,0.841707,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.521997,0.290368,0.521997,0.08782,1,0.427306,382
0.760553,0.802791,0.234047,0.733323,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.382009,0.382009,0.616056,0.219251,0,0.474462,383
0.550659,0.54357,0.212406,0.701162,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.530514,0.530514,0.74292,0.602835,0,0.629029,384
0.700948,0.795082,0.225477,0.816765,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.527048,0.30157,0.527048,0.388783,1,0.569178,385
0.567633,0.27462,0.226302,0.423988,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.317792,0.317792,0.544094,0.268163,0,0.41018,386
0.406656,0.437737,0.205569,0.882004,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.813192,0.607622,0.813192,0.665757,1,0.695879,387
0.360785,0.581283,0.194498,0.845445,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.000594,0.806096,1.000594,0.908149,1,0.781101,388
0.537742,0.236714,0.208017,0.89719,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.704895,0.496878,0.704895,0.70288,1,0.681236,389
0.596593,0.56553,0.208084,0.693378,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.851441,0.643357,0.851441,0.745342,1,0.676776,390
0.499076,0.587925,0.20966,0.400403,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.429084,0.429084,0.638744,0.632818,0,0.590437,391
0.892512,0.572884,0.219341,0.879314,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.651894,0.432553,0.651894,0.685856,1,0.654461,392
0.58148,0.709698,0.200304,0.918945,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.829029,0.628725,0.829029,0.928518,1,0.784441,393
0.625142,0.258106,0.231401,0.739243,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.40516,0.173759,0.40516,0.183828,1,0.432461,394
0.64791,0.31461,0.234958,0.593111,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.195159,0.195159,0.430116,0.111989,0,0.375824,395
0.702703,0.332928,0.212783,0.648242,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.304544,0.304544,0.517327,0.707463,0,0.622073,396
0.861982,0.201472,0.242493,0.6056,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.306077,0.306077,0.548571,0.084151,0,0.33182,397
0.252003,0.526987,0.189598,0.699394,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.818976,0.629378,0.818976,0.949045,1,0.77838,398
0.588715,0.591433,0.224641,0.345362,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.643851,0.419211,0.643851,0.325518,1,0.441241,399
0.632824,0.729168,0.201182,0.93579,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.940185,0.739003,0.940185,0.945064,1,0.787836,400
0.665408,0.240805,0.216085,0.738095,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.531352,0.531352,0.747437,0.596926,0,0.594022,401
0.717125,0.390967,0.238612,0.377388,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.429896,0.191284,0.429896,0.07254,1,0.317105,402
0.631082,0.478037,0.216229,0.855497,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.880411,0.664182,0.880411,0.567588,1,0.630395,403
0.135087,0.371974,0.200169,0.842344,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.633722,0.633722,0.833891,0.597089,0,0.691487,404
0.230539,0.661594,0.208191,0.371759,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.566644,0.566644,0.774835,0.468129,0,0.560495,405
0.669382,0.399059,0.239662,0.550363,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.165757,0.165757,0.405419,0.010488,0,0.333282,406
0.513162,0.818918,0.198112,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.023322,0.82521,1.023322,0.932069,1,0.80881,407
0.412091,0.408398,0.194671,0.917109,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.59951,0.59951,0.794182,0.942288,0,0.785937,408
0.815208,0.568855,0.209823,0.617358,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.781963,0.572139,0.781963,0.865828,1,0.680073,409
0.453623,0.440314,0.214488,0.866035,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.739545,0.525057,0.739545,0.478019,1,0.617625,410
0.565428,0.22804,0.213189,0.881293,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.470873,0.470873,0.684063,0.594342,0,0.633809,411
0.240014,1.0,0.194323,0.706371,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.965819,0.771496,0.965819,0.821945,1,0.772875,412
0.256224,0.273361,0.204687,0.598173,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.853525,0.648838,0.853525,0.574991,1,0.613473,413
0.73163,0.609765,0.226371,0.738271,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.455855,0.455855,0.682226,0.389441,0,0.532735,414
0.366495,0.464406,0.212916,0.878231,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.846316,0.6334,0.846316,0.451978,1,0.623218,415
0.306454,0.785249,0.19546,0.459455,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.700663,0.505204,0.700663,0.843351,1,0.718767,416
0.9416,0.413797,0.235352,0.966722,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.583467,0.348114,0.583467,0.322389,1,0.50765,417
0.847785,0.269313,0.236152,0.417579,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.441429,0.205277,0.441429,0.23205,1,0.357967,418
0.626088,0.167339,0.230929,0.615572,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.34171,0.34171,0.572639,0.196344,0,0.40406,419
0.272462,0.304835,0.206394,0.418991,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.822302,0.615908,0.822302,0.544492,1,0.564979,420
0.483915,0.710187,0.206253,0.60919,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.752238,0.545985,0.752238,0.706606,1,0.671753,421
0.633431,0.271309,0.22957,0.551778,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.551568,0.321998,0.551568,0.235835,1,0.414525,422
0.73071,0.143165,0.2406,0.905795,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.150339,0.150339,0.39094,0.033025,0,0.382874,423
0.401043,0.551651,0.202802,0.871021,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.910499,0.707697,0.910499,0.730738,1,0.724838,424
0.702074,0.793226,0.239615,0.749151,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.589745,0.35013,0.589745,0.036186,1,0.410469,425
0.415367,0.494532,0.207992,0.680397,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.585814,0.585814,0.793806,0.611727,0,0.641602,426
0.413125,0.687162,0.197399,0.657631,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.988494,0.791094,0.988494,0.874859,1,0.743796,427
0.361181,0.487057,0.197439,0.538057,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.716392,0.518953,0.716392,0.834905,1,0.701984,428
0.451609,0.531266,0.222851,0.695775,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.621962,0.399111,0.621962,0.267432,1,0.505057,429
0.770306,0.595368,0.220977,0.652778,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.629274,0.408297,0.629274,0.553294,1,0.575055,430
0.458439,0.705373,0.199541,0.823804,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.90441,0.704869,0.90441,0.855316,1,0.76065,431
0.558125,0.605347,0.208939,0.56829,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.756459,0.54752,0.756459,0.69511,1,0.64219,432
0.365562,0.515889,0.217557,0.342433,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.672733,0.455177,0.672733,0.335253,1,0.468476,433
0.477152,0.703652,0.194924,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.89332,0.698396,0.89332,0.984755,1,0.818867,434
0.730148,0.274861,0.224067,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.698258,0.474192,0.698258,0.445946,1,0.581864,435
0.367318,0.61619,0.227443,0.45484,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.424845,0.424845,0.652289,0.089407,0,0.400778,436
0.392754,0.675713,0.20543,0.766509,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.928714,0.723284,0.928714,0.658806,1,0.691907,437
0.425241,0.480669,0.207012,0.473912,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.667227,0.460216,0.667227,0.643635,1,0.610443,438
