feature_access,feature_risk,interpretation,label,latent_group,predicted_probability,split,true_probability,unit_id
0.499527,0.656509,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.366331,train,0.443475,215
0.477814,0.135722,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.49672,train,0.691891,216
0.141362,0.803476,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.208096,train,0.208554,217
0.517389,0.595997,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.389321,test,0.482078,218
0.481961,0.44828,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.413461,test,0.6046,219
0.212883,0.783935,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.233298,train,0.288531,220
0.600267,0.566178,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.432336,test,0.511076,221
0.463899,0.317206,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.441,train,0.64597,222
0.383712,0.583219,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.338487,train,0.389937,223
0.714002,0.787423,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.42149,test,0.569748,224
0.561577,0.122093,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.537046,train,0.732019,225
0.154153,0.812635,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.210132,train,0.230068,226
0.715768,0.573265,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.480511,train,0.570097,227
0.570951,0.27609,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.498866,train,0.656529,228
0.175334,0.903356,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.19991,train,0.23212,229
0.538302,0.512171,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.420344,train,0.521998,230
0.539787,0.192001,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.508356,train,0.705671,231
0.29436,1.0,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.216722,train,0.269303,232
0.637211,0.663178,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.422047,test,0.516904,233
0.590968,0.043238,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.571171,train,0.726967,234
0.232684,0.636166,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.270402,train,0.313763,235
0.76265,0.464768,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.530809,train,0.607032,236
0.665314,0.168409,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.569313,test,0.753566,237
0.140308,0.847355,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.199959,train,0.225019,238
0.811031,0.504649,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.540956,test,0.575541,239
0.590785,0.0,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.582702,train,0.754947,240
0.234794,0.759476,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.245171,train,0.3097,241
0.608707,0.483734,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.458379,train,0.620068,242
0.631549,0.17535,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.552883,train,0.680748,243
0.30927,1.0,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.221184,train,0.249721,244
0.614994,0.663325,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.412554,train,0.561173,245
0.52198,0.193479,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.50016,train,0.676185,246
0.052955,0.708818,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.199883,train,0.226989,247
0.613322,0.664235,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.411602,train,0.569084,248
0.590244,0.077634,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.561568,train,0.730091,249
0.064045,0.444826,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.254031,train,0.305084,250
0.43211,0.62162,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.348057,train,0.442052,251
0.559375,0.310661,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.4843,test,0.661534,252
0.304756,1.0,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.219827,train,0.218422,253
0.691416,0.470057,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.498229,train,0.589556,254
0.423897,0.047952,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.497268,train,0.675047,255
0.131156,0.586435,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.246837,test,0.2865,256
0.575062,0.660826,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.396385,train,0.506175,257
0.684484,0.310193,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.539079,train,0.703645,258
0.1969,0.483692,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.291629,test,0.33212,259
0.571393,0.574502,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.417751,train,0.530662,260
0.564497,0.321909,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.483449,test,0.628859,261
0.337331,0.942477,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.241148,test,0.255969,262
0.849584,0.645133,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.519272,train,0.611881,263
0.45195,0.329908,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.43242,train,0.605195,264
0.342268,0.824729,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.267326,test,0.297177,265
0.675226,0.507959,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.480732,test,0.60585,266
0.484203,0.157396,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.493555,test,0.655013,267
0.001688,0.567766,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.210554,train,0.244093,268
0.640191,0.37552,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.501816,test,0.627738,269
0.693781,0.382073,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.523442,train,0.68834,270
0.360624,0.707346,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.300065,test,0.366862,271
0.746561,0.555294,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.498915,test,0.604191,272
0.812316,0.25193,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.609314,train,0.752921,273
0.232316,0.381747,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.328855,train,0.359242,274
0.679711,0.678542,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.436125,train,0.563293,275
0.53852,0.323063,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.47179,train,0.669285,276
0.295348,0.638777,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.291978,test,0.318678,277
0.695846,0.289395,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.549684,train,0.635722,278
0.543738,0.212738,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.504382,train,0.696301,279
0.222908,0.809071,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.231495,train,0.26911,280
0.714109,0.724561,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.438482,train,0.545251,281
0.526656,0.400794,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.445412,train,0.642549,282
0.297897,0.600214,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.301763,train,0.347918,283
0.662776,0.436282,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.494987,train,0.574152,284
0.755366,0.321227,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.566735,train,0.736167,285
0.33899,0.677805,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.298939,train,0.314649,286
0.691792,0.534069,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.480799,train,0.533604,287
0.436667,0.491991,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.382955,train,0.571753,288
0.173917,0.778333,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.222387,train,0.255484,289
0.628727,0.601704,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.43497,train,0.525354,290
0.226698,0.179473,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.377376,train,0.59007,291
0.086175,0.77937,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.196787,train,0.232875,292
0.582636,0.414058,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.466089,train,0.576883,293
0.623275,0.038434,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.586243,test,0.764263,294
0.379431,0.727385,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.302353,train,0.280752,295
0.449855,0.565968,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.369277,test,0.462727,296
0.652747,0.384395,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.504868,train,0.689401,297
0.269526,0.908152,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.226655,train,0.247889,298
0.639628,0.545747,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.45488,train,0.637347,299
0.701067,0.090054,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.60535,test,0.745606,300
0.395482,0.880857,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.273517,train,0.306298,301
0.667436,0.53858,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.468934,train,0.579632,302
0.304917,0.331563,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.370257,train,0.595538,303
0.210134,0.803837,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.228555,train,0.246151,304
0.828541,0.713276,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.491337,train,0.57344,305
0.580332,0.19599,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.524977,test,0.705365,306
0.245622,0.818962,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.236671,train,0.265149,307
0.505517,0.576023,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.389606,train,0.507655,308
0.509645,0.31588,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.461181,test,0.688468,309
0.30902,0.658826,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.292365,test,0.260764,310
0.743009,0.486248,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.516342,train,0.642115,311
0.625521,0.279707,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.521732,train,0.692707,312
0.242884,0.867339,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.226352,train,0.26843,313
0.694134,0.464995,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.50081,train,0.587188,314
0.515099,0.294981,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.469275,train,0.649428,315
0.240964,0.768544,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.245324,train,0.286971,316
0.707369,0.6764,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.448646,test,0.544338,317
0.504812,0.091095,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.520792,train,0.664974,318
0.185549,0.850732,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.212304,train,0.245766,319
0.604907,0.576495,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.431543,train,0.523858,320
0.523245,0.0,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.553712,train,0.731702,321
0.269953,0.52431,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.309101,train,0.331238,322
0.806841,0.454901,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.552699,test,0.616601,323
0.574732,0.195108,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.522775,train,0.709648,324
0.144658,0.861248,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.198735,train,0.225066,325
0.834715,0.749504,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.48408,train,0.592371,326
0.461462,0.11962,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.493994,test,0.675928,327
0.375598,0.830243,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.277686,test,0.261783,328
0.674817,0.770721,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.409299,train,0.497164,329
0.464672,0.236724,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.463261,train,0.649538,330
0.212726,0.784226,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.233191,train,0.266715,331
0.767887,0.655152,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.480793,test,0.601285,332
0.373016,0.02969,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.48004,train,0.653536,333
0.269018,0.712667,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.266363,test,0.287059,334
0.596888,0.717728,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.390563,train,0.516523,335
0.326926,0.215224,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.40984,train,0.604099,336
0.316376,0.660924,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.294556,train,0.304721,337
0.700458,0.660234,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.450053,train,0.580194,338
0.583103,0.286601,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.501292,train,0.655894,339
0.154091,0.702859,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.230856,train,0.303905,340
0.669193,0.597859,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.453496,train,0.521686,341
0.4878,0.418437,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.423937,test,0.621915,342
0.347861,0.710943,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.294572,train,0.348476,343
0.595071,0.682184,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.399145,test,0.528851,344
0.488793,0.220728,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.478161,test,0.651914,345
0.049007,0.69555,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.201115,train,0.237113,346
0.473208,0.678253,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.350245,train,0.453445,347
0.615595,0.092532,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.568444,test,0.73578,348
0.309024,0.763108,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.269211,test,0.33573,349
0.588775,0.381894,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.477583,train,0.592546,350
0.618455,0.302891,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.512277,test,0.700226,351
0.339669,0.71811,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.289976,train,0.327674,352
0.55926,0.655671,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,1,0.391138,train,0.436961,353
0.387589,0.23452,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,2,0.430529,test,0.638305,354
0.053668,0.620946,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,0,0.216002,train,0.228829,355
0.657428,0.719298,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.415632,test,0.545586,356
0.603676,0.346554,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.493806,train,0.68325,357
0.315449,0.720203,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,0,0.280862,test,0.315353,358
0.596244,0.692891,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",0,1,0.396815,test,0.510517,359
0.38482,0.457001,"Synthetic features support supervised labels, unsupervised clusters, and governance review of measurement assumptions.",1,2,0.370688,train,0.567429,360
